기준일시,공급능력(kW),현재수요(kW),신재생총합(kW),신재생태양광(kW),신재생풍력(kW)
2024-03-01 00:00:00,1388000.0,798000.0,248660.0,0.0,234165.0
2024-03-01 00:05:00,1384000.0,805000.0,244547.0,0.0,228703.0
2024-03-01 00:10:00,1376000.0,805000.0,238892.0,0.0,223980.0
2024-03-01 00:15:00,1369000.0,790000.0,230807.0,0.0,216321.0
2024-03-01 00:20:00,1352000.0,792000.0,213219.0,0.0,198308.0
2024-03-01 00:25:00,1356000.0,786000.0,215816.0,0.0,199959.0
2024-03-01 00:30:00,1352000.0,788000.0,212841.0,0.0,196953.0
2024-03-01 00:35:00,1338000.0,782000.0,200969.0,0.0,186699.0
2024-03-01 00:40:00,1338000.0,778000.0,200051.0,0.0,185995.0
2024-03-01 00:45:00,1350000.0,774000.0,210463.0,0.0,194570.0
2024-03-01 00:50:00,1354000.0,770000.0,215157.0,0.0,200146.0
2024-03-01 00:55:00,1360000.0,763000.0,222258.0,0.0,207122.0
2024-03-01 01:00:00,1367000.0,765000.0,226351.0,0.0,210320.0
2024-03-01 01:05:00,1374000.0,758000.0,236371.0,0.0,220371.0
2024-03-01 01:10:00,1381000.0,756000.0,245488.0,0.0,230763.0
2024-03-01 01:15:00,1387000.0,754000.0,251014.0,0.0,236246.0
2024-03-01 01:20:00,1385000.0,755000.0,246898.0,0.0,231793.0
2024-03-01 01:25:00,1395000.0,750000.0,256169.0,0.0,241093.0
2024-03-01 01:30:00,1392000.0,748000.0,253883.0,0.0,238998.0
2024-03-01 01:35:00,1386000.0,746000.0,245912.0,0.0,231894.0
2024-03-01 01:40:00,1393000.0,744000.0,252910.0,0.0,237377.0
2024-03-01 01:45:00,1394000.0,741000.0,253907.0,0.0,238911.0
2024-03-01 01:50:00,1387000.0,738000.0,249113.0,0.0,234575.0
2024-03-01 01:55:00,1395000.0,737000.0,255965.0,0.0,241543.0
2024-03-01 02:00:00,1403000.0,736000.0,261327.0,0.0,245230.0
2024-03-01 02:05:00,1401000.0,732000.0,260856.0,0.0,244808.0
2024-03-01 02:10:00,1388000.0,737000.0,248764.0,0.0,233295.0
2024-03-01 02:15:00,1383000.0,737000.0,241126.0,0.0,226099.0
2024-03-01 02:20:00,1381000.0,727000.0,242055.0,0.0,227048.0
2024-03-01 02:25:00,1373000.0,730000.0,234965.0,0.0,220636.0
2024-03-01 02:30:00,1372000.0,724000.0,232635.0,0.0,218249.0
2024-03-01 02:35:00,1373000.0,732000.0,234327.0,0.0,218406.0
2024-03-01 02:40:00,1363000.0,731000.0,223257.0,0.0,208012.0
2024-03-01 02:45:00,1363000.0,730000.0,222921.0,0.0,207662.0
2024-03-01 02:50:00,1373000.0,729000.0,235600.0,0.0,219580.0
2024-03-01 02:55:00,1372000.0,728000.0,231716.0,0.0,217612.0
2024-03-01 03:00:00,1376000.0,727000.0,239324.0,0.0,225240.0
2024-03-01 03:05:00,1373000.0,740000.0,234265.0,0.0,219693.0
2024-03-01 03:10:00,1370000.0,738000.0,224880.0,0.0,209859.0
2024-03-01 03:15:00,1366000.0,741000.0,225962.0,0.0,210010.0
2024-03-01 03:20:00,1372000.0,738000.0,230494.0,0.0,215980.0
2024-03-01 03:25:00,1373000.0,734000.0,232664.0,0.0,218159.0
2024-03-01 03:30:00,1376000.0,743000.0,238038.0,0.0,223115.0
2024-03-01 03:35:00,1378000.0,742000.0,237119.0,0.0,221327.0
2024-03-01 03:40:00,1384000.0,743000.0,244773.0,0.0,229896.0
2024-03-01 03:45:00,1382000.0,743000.0,241706.0,0.0,225869.0
2024-03-01 03:50:00,1382000.0,745000.0,242452.0,0.0,226553.0
2024-03-01 03:55:00,1370000.0,742000.0,232302.0,0.0,216601.0
2024-03-01 04:00:00,1362000.0,741000.0,223575.0,0.0,209575.0
2024-03-01 04:05:00,1377000.0,740000.0,236677.0,0.0,222679.0
2024-03-01 04:10:00,1382000.0,747000.0,241309.0,0.0,225926.0
2024-03-01 04:15:00,1381000.0,749000.0,240600.0,0.0,226012.0
2024-03-01 04:20:00,1380000.0,746000.0,238249.0,0.0,223980.0
2024-03-01 04:25:00,1386000.0,746000.0,243565.0,0.0,228323.0
2024-03-01 04:30:00,1381000.0,749000.0,239287.0,0.0,223753.0
2024-03-01 04:35:00,1385000.0,752000.0,243986.0,0.0,228272.0
2024-03-01 04:40:00,1385000.0,756000.0,244225.0,0.0,228509.0
2024-03-01 04:45:00,1381000.0,751000.0,241879.0,0.0,226241.0
2024-03-01 04:50:00,1391000.0,749000.0,248777.0,0.0,233987.0
2024-03-01 04:55:00,1399000.0,754000.0,256850.0,0.0,242661.0
2024-03-01 05:00:00,1391000.0,756000.0,252094.0,0.0,236983.0
2024-03-01 05:05:00,1394000.0,758000.0,254524.0,0.0,238590.0
2024-03-01 05:10:00,1402000.0,760000.0,261902.0,0.0,247361.0
2024-03-01 05:15:00,1401000.0,762000.0,262001.0,0.0,246277.0
2024-03-01 05:20:00,1401000.0,761000.0,259380.0,0.0,245292.0
2024-03-01 05:25:00,1394000.0,764000.0,251712.0,0.0,237207.0
2024-03-01 05:30:00,1384000.0,763000.0,243427.0,0.0,229461.0
