기준일시,공급능력(kW),현재수요(kW),신재생총합(kW),신재생태양광(kW),신재생풍력(kW)
2024-09-04 00:00:00,1342000.0,745000.0,59837.1,0.0,45310.4
2024-09-04 00:05:00,1346000.0,744000.0,62770.4,0.0,48353.7
2024-09-04 00:10:00,1354000.0,733000.0,71362.7,0.0,55884.7
2024-09-04 00:15:00,1357000.0,729000.0,71801.7,0.0,57349.3
2024-09-04 00:20:00,1352000.0,725000.0,68683.1,0.0,54751.1
2024-09-04 00:25:00,1341000.0,722000.0,57846.2,0.0,43784.7
2024-09-04 00:30:00,1339000.0,719000.0,55536.9,0.0,41976.1
2024-09-04 00:35:00,1338000.0,714000.0,54817.3,0.0,41649.6
2024-09-04 00:40:00,1339000.0,710000.0,55723.4,0.0,41746.5
2024-09-04 00:45:00,1338000.0,706000.0,55391.3,0.0,41540.6
2024-09-04 00:50:00,1334000.0,704000.0,52279.6,0.0,39136.1
2024-09-04 00:55:00,1335000.0,701000.0,52339.1,0.0,39238.6
2024-09-04 01:00:00,1333000.0,695000.0,50996.9,0.0,36357.6
2024-09-04 01:05:00,1335000.0,689000.0,50182.5,0.0,37200.3
2024-09-04 01:10:00,1334000.0,687000.0,49564.5,0.0,35738.7
2024-09-04 01:15:00,1337000.0,684000.0,52617.9,0.0,38625.8
2024-09-04 01:20:00,1330000.0,681000.0,46814.6,0.0,33750.5
2024-09-04 01:25:00,1329000.0,676000.0,43206.8,0.0,30125.2
2024-09-04 01:30:00,1325000.0,676000.0,40692.4,0.0,27670.3
2024-09-04 01:35:00,1326000.0,673000.0,40551.6,0.0,27460.7
2024-09-04 01:40:00,1322000.0,670000.0,38871.1,0.0,25785.2
2024-09-04 01:45:00,1326000.0,666000.0,40376.9,0.0,26683.6
2024-09-04 01:50:00,1328000.0,665000.0,44387.6,0.0,30282.4
2024-09-04 01:55:00,1334000.0,664000.0,48973.5,0.0,34326.3
2024-09-04 02:00:00,1334000.0,662000.0,49697.2,0.0,34228.2
2024-09-04 02:05:00,1334000.0,656000.0,49701.7,0.0,36442.1
2024-09-04 02:10:00,1339000.0,651000.0,51779.6,0.0,38497.4
2024-09-04 02:15:00,1340000.0,652000.0,54169.0,0.0,41039.5
2024-09-04 02:20:00,1344000.0,650000.0,56435.4,0.0,41234.9
2024-09-04 02:25:00,1339000.0,646000.0,56012.0,0.0,42670.6
2024-09-04 02:30:00,1343000.0,648000.0,58123.0,0.0,43127.2
2024-09-04 02:35:00,1344000.0,646000.0,59133.9,0.0,46054.7
2024-09-04 02:40:00,1342000.0,643000.0,56206.7,0.0,43155.5
2024-09-04 02:45:00,1340000.0,642000.0,55026.5,0.0,41906.0
2024-09-04 02:50:00,1341000.0,640000.0,55353.9,0.0,41583.7
2024-09-04 02:55:00,1340000.0,637000.0,55189.2,0.0,42032.8
2024-09-04 03:00:00,1346000.0,636000.0,60596.3,0.0,47459.6
2024-09-04 03:05:00,1340000.0,636000.0,56019.2,0.0,42193.5
2024-09-04 03:10:00,1336000.0,635000.0,50778.7,0.0,37251.3
2024-09-04 03:15:00,1333000.0,631000.0,47686.1,0.0,34562.7
2024-09-04 03:20:00,1333000.0,630000.0,49030.5,0.0,35872.4
2024-09-04 03:25:00,1333000.0,628000.0,48920.5,0.0,34025.9
2024-09-04 03:30:00,1333000.0,624000.0,48256.8,0.0,35146.7
2024-09-04 03:35:00,1333000.0,624000.0,47848.4,0.0,34819.7
2024-09-04 03:40:00,1333000.0,624000.0,48442.0,0.0,34705.4
2024-09-04 03:45:00,1330000.0,626000.0,44660.0,0.0,30821.8
2024-09-04 03:50:00,1333000.0,625000.0,48134.7,0.0,35095.6
2024-09-04 03:55:00,1329000.0,622000.0,43761.6,0.0,29921.5
2024-09-04 04:00:00,1329000.0,622000.0,43937.0,0.0,30650.1
2024-09-04 04:05:00,1334000.0,625000.0,48755.9,0.0,35481.2
2024-09-04 04:10:00,1336000.0,624000.0,51128.0,0.0,36100.8
2024-09-04 04:15:00,1337000.0,624000.0,51588.8,0.0,38529.5
2024-09-04 04:20:00,1334000.0,624000.0,48980.4,0.0,35896.9
2024-09-04 04:25:00,1337000.0,623000.0,51585.6,0.0,37079.7
2024-09-04 04:30:00,1335000.0,625000.0,49702.5,0.0,36456.3
2024-09-04 04:35:00,1335000.0,622000.0,49729.9,0.0,36477.5
2024-09-04 04:40:00,1337000.0,625000.0,52670.1,0.0,39453.9
2024-09-04 04:45:00,1338000.0,628000.0,53354.1,0.0,39134.4
2024-09-04 04:50:00,1338000.0,626000.0,53153.7,0.0,40044.9
2024-09-04 04:55:00,1335000.0,625000.0,49780.4,0.0,35890.7
2024-09-04 05:00:00,1334000.0,627000.0,48833.4,0.0,34050.8
2024-09-04 05:05:00,1331000.0,629000.0,45813.0,0.0,32805.3
2024-09-04 05:10:00,1330000.0,629000.0,46327.7,0.0,33091.4
2024-09-04 05:15:00,1335000.0,629000.0,49682.0,0.0,34448.9
2024-09-04 05:20:00,1333000.0,629000.0,47609.7,0.0,34231.0
2024-09-04 05:25:00,1328000.0,634000.0,43022.7,0.0,28773.5
2024-09-04 05:30:00,1327000.0,635000.0,42452.5,0.0,27076.1
2024-09-04 05:35:00,1327000.0,638000.0,42525.2,0.0,27986.2
2024-09-04 05:40:00,1329000.0,641000.0,44127.8,0.0,29494.6
2024-09-04 05:45:00,1327000.0,644000.0,42123.3,0.0,28578.1
2024-09-04 05:50:00,1325000.0,646000.0,40141.6,0.0,25562.0
2024-09-04 05:55:00,1322000.0,652000.0,36879.8,0.0,23650.2
2024-09-04 06:00:00,1318000.0,653000.0,32554.1,0.0,19470.3
2024-09-04 06:05:00,1320000.0,657000.0,34736.0,0.0,21591.4
2024-09-04 06:10:00,1322000.0,656000.0,36787.8,0.0,21482.1
2024-09-04 06:15:00,1322000.0,658000.0,36260.0,0.0,22896.9
2024-09-04 06:20:00,1318000.0,660000.0,33424.7,0.0,20055.1
2024-09-04 06:25:00,1320000.0,666000.0,35500.6,0.0,19909.8
2024-09-04 06:30:00,1319000.0,668000.0,33769.4,0.0,19572.1
2024-09-04 06:35:00,1323000.0,672000.0,37492.8,1249.85,22908.7
