기준일시,공급능력(kW),현재수요(kW),신재생총합(kW),신재생태양광(kW),신재생풍력(kW)
2024-08-06 00:00:00,1294000.0,860000.0,15707.2,1182.6,9179.64
2024-08-06 00:05:00,1297000.0,852000.0,19230.5,1183.03,12411.5
2024-08-06 00:10:00,1296000.0,847000.0,18416.9,1185.0,10694.7
2024-08-06 00:15:00,1295000.0,840000.0,16876.2,1182.19,11149.5
2024-08-06 00:20:00,1294000.0,834000.0,16416.8,1182.19,9198.03
2024-08-06 00:25:00,1293000.0,831000.0,14924.3,1184.21,8734.96
2024-08-06 00:30:00,1296000.0,824000.0,17528.9,1181.64,10701.3
2024-08-06 00:35:00,1299000.0,819000.0,20595.5,1184.11,12944.2
2024-08-06 00:40:00,1295000.0,812000.0,17268.4,1182.22,11061.0
2024-08-06 00:45:00,1295000.0,808000.0,17298.8,1181.66,11159.2
2024-08-06 00:50:00,1295000.0,805000.0,16744.2,1182.24,10670.9
2024-08-06 00:55:00,1295000.0,804000.0,16556.9,1182.24,10233.3
2024-08-06 01:00:00,1295000.0,797000.0,17176.7,1181.66,10743.4
2024-08-06 01:05:00,1296000.0,792000.0,17998.5,1182.98,11473.9
2024-08-06 01:10:00,1300000.0,787000.0,21706.4,1184.14,15771.4
2024-08-06 01:15:00,1301000.0,784000.0,22553.2,1232.57,15197.8
2024-08-06 01:20:00,1296000.0,780000.0,17563.4,1252.78,12253.6
2024-08-06 01:25:00,1296000.0,776000.0,17495.2,1254.34,10779.4
2024-08-06 01:30:00,1294000.0,773000.0,16106.1,1253.52,9170.83
2024-08-06 01:35:00,1293000.0,770000.0,15342.9,1252.9,8708.75
2024-08-06 01:40:00,1294000.0,763000.0,16498.1,1253.23,9392.89
2024-08-06 01:45:00,1294000.0,760000.0,16300.2,1252.37,10861.1
2024-08-06 01:50:00,1296000.0,755000.0,17658.9,1255.73,10060.5
2024-08-06 01:55:00,1293000.0,752000.0,15426.8,1251.79,7932.46
2024-08-06 02:00:00,1293000.0,748000.0,14932.3,1253.33,7556.66
2024-08-06 02:05:00,1293000.0,743000.0,15275.6,1251.89,7874.23
2024-08-06 02:10:00,1290000.0,742000.0,12164.2,1253.33,6731.32
2024-08-06 02:15:00,1291000.0,740000.0,13168.4,1255.73,6881.83
2024-08-06 02:20:00,1292000.0,737000.0,14164.6,1250.3,6551.59
2024-08-06 02:25:00,1290000.0,735000.0,12211.3,1251.46,6252.44
2024-08-06 02:30:00,1292000.0,731000.0,13645.4,1249.92,6082.85
2024-08-06 02:35:00,1291000.0,727000.0,12778.3,1252.73,5132.88
2024-08-06 02:40:00,1290000.0,725000.0,11949.7,1250.02,5548.28
2024-08-06 02:45:00,1290000.0,723000.0,12241.0,1250.02,6860.98
2024-08-06 02:50:00,1292000.0,723000.0,13789.6,1250.02,6309.51
2024-08-06 02:55:00,1291000.0,723000.0,13171.2,1252.18,5726.09
2024-08-06 03:00:00,1292000.0,720000.0,14240.5,1228.37,7332.81
2024-08-06 03:05:00,1294000.0,719000.0,14891.7,1183.54,7635.44
2024-08-06 03:10:00,1293000.0,716000.0,13640.3,1183.54,7405.5
2024-08-06 03:15:00,1294000.0,712000.0,15462.1,1182.19,7919.68
2024-08-06 03:20:00,1291000.0,711000.0,12515.7,1183.01,7162.65
2024-08-06 03:25:00,1293000.0,710000.0,14617.4,1183.01,7131.31
2024-08-06 03:30:00,1292000.0,708000.0,13341.0,1183.01,7357.05
2024-08-06 03:35:00,1293000.0,708000.0,13720.6,1183.01,7499.2
2024-08-06 03:40:00,1292000.0,705000.0,12732.9,1181.86,7391.03
2024-08-06 03:45:00,1295000.0,704000.0,15820.7,1183.2,8895.21
2024-08-06 03:50:00,1295000.0,703000.0,16304.0,1184.21,9280.3
2024-08-06 03:55:00,1295000.0,701000.0,15967.6,1183.75,9572.38
2024-08-06 04:00:00,1297000.0,701000.0,17597.0,1181.64,10012.1
2024-08-06 04:05:00,1294000.0,702000.0,13468.7,1182.72,8048.77
2024-08-06 04:10:00,1293000.0,700000.0,12721.8,1183.7,5915.98
2024-08-06 04:15:00,1293000.0,703000.0,12854.3,1181.28,6454.4
2024-08-06 04:20:00,1293000.0,698000.0,13010.8,1182.19,6567.0
2024-08-06 04:25:00,1292000.0,700000.0,12200.3,1184.21,6538.49
2024-08-06 04:30:00,1294000.0,700000.0,13670.2,1184.21,6273.03
2024-08-06 04:35:00,1293000.0,700000.0,12428.5,1182.19,5534.1
2024-08-06 04:40:00,1292000.0,697000.0,12366.3,1183.73,5914.36
2024-08-06 04:45:00,1292000.0,698000.0,11771.8,1183.73,5877.74
2024-08-06 04:50:00,1293000.0,696000.0,12421.8,1182.72,5857.75
2024-08-06 04:55:00,1293000.0,702000.0,13411.7,1183.54,8058.17
2024-08-06 05:00:00,1295000.0,701000.0,15140.8,1181.76,8917.73
2024-08-06 05:05:00,1296000.0,705000.0,14383.0,1182.65,9000.26
2024-08-06 05:10:00,1295000.0,706000.0,12870.3,1183.63,7486.09
2024-08-06 05:15:00,1297000.0,708000.0,14673.0,1182.67,7116.68
2024-08-06 05:20:00,1296000.0,708000.0,14401.1,1183.13,7565.41
2024-08-06 05:25:00,1297000.0,709000.0,14998.3,1185.17,7770.49
2024-08-06 05:30:00,1295000.0,712000.0,12312.9,1182.24,7050.77
2024-08-06 05:35:00,1297000.0,713000.0,15066.1,1182.24,7991.36
2024-08-06 05:40:00,1297000.0,714000.0,15691.0,1184.21,10396.9
2024-08-06 05:45:00,1299000.0,711000.0,17397.4,1182.72,12114.7
2024-08-06 05:50:00,1302000.0,717000.0,20243.3,1185.55,12634.5
2024-08-06 05:55:00,1301000.0,717000.0,18411.3,1187.88,11441.2
2024-08-06 06:00:00,1299000.0,721000.0,16887.4,1207.56,10518.4
2024-08-06 06:05:00,1297000.0,725000.0,15168.8,1333.71,9044.22
2024-08-06 06:10:00,1297000.0,731000.0,14615.8,1668.76,6904.35
2024-08-06 06:15:00,1294000.0,734000.0,11746.8,2221.86,4653.95
2024-08-06 06:20:00,1293000.0,741000.0,10720.3,2829.3,3410.54
2024-08-06 06:25:00,1293000.0,747000.0,11431.6,3468.91,2768.33
2024-08-06 06:30:00,1294000.0,746000.0,12055.1,4222.81,3121.52
2024-08-06 06:35:00,1295000.0,748000.0,13121.3,4916.49,3504.01
2024-08-06 06:40:00,1295000.0,749000.0,12791.8,6200.26,2942.23
2024-08-06 06:45:00,1298000.0,754000.0,15573.4,8833.04,3081.03
2024-08-06 06:50:00,1302000.0,759000.0,19642.4,11924.6,3027.06
2024-08-06 06:55:00,1306000.0,765000.0,24202.7,15671.5,3867.58
2024-08-06 07:00:00,1311000.0,772000.0,28670.3,19683.7,4305.88
2024-08-06 07:05:00,1306000.0,780000.0,30495.9,21646.7,4148.43
2024-08-06 07:10:00,1309000.0,786000.0,34210.5,25535.4,3994.35
2024-08-06 07:15:00,1314000.0,789000.0,38500.9,29459.4,4350.77
2024-08-06 07:20:00,1318000.0,796000.0,42877.7,34188.5,4005.55
2024-08-06 07:25:00,1320000.0,803000.0,45356.2,38641.8,3105.14
