timestamp,gen,forecast_da,capacity_da,forecast_rt,capacity_rt
2024-01-13 06:00:00+09:00,0,0,1053.965,0,1053.965
2024-01-13 07:00:00+09:00,0,0.122227057,1053.965,0.40715387,1053.965
2024-01-13 08:00:00+09:00,4.3606,6.548582855,1053.965,7.984203621,1053.965
2024-01-13 09:00:00+09:00,86.4754,91.81824403,1053.965,101.9130492,1053.965
2024-01-13 10:00:00+09:00,305.2082,334.2443319,1053.965,335.2667764,1053.965
2024-01-13 11:00:00+09:00,508.5308,531.4567916,1053.965,520.7494565,1053.965
2024-01-13 12:00:00+09:00,633.7765,680.841172,1053.965,668.8925665,1053.965
2024-01-13 13:00:00+09:00,687.1389,720.5430848,1053.965,729.2570136,1053.965
2024-01-13 14:00:00+09:00,662.0288,674.9214498,1053.965,682.46057,1053.965
2024-01-13 15:00:00+09:00,559.5058,566.554014,1053.965,576.4228835,1053.965
2024-01-13 16:00:00+09:00,370.6486,346.5114903,1053.965,362.459138,1053.965
2024-01-13 17:00:00+09:00,147.1548,127.8289564,1053.965,141.5187767,1053.965
2024-01-13 18:00:00+09:00,10.6196,11.61848879,1053.965,17.44857185,1053.965
2024-01-13 19:00:00+09:00,0,0.32726859,1053.965,1.048521809,1053.965
2024-01-13 20:00:00+09:00,0,0,1053.965,0,1053.965
2024-01-13 21:00:00+09:00,0,0,1053.965,0,1053.965
2024-01-13 22:00:00+09:00,0,0,1053.965,0,1053.965
2024-01-13 23:00:00+09:00,0,0,1053.965,0,1053.965
2024-01-14 00:00:00+09:00,0,0,1053.965,0,1053.965
2024-01-14 01:00:00+09:00,0,0,1053.965,0,1053.965
2024-01-14 02:00:00+09:00,0,0,1053.965,0,1053.965
2024-01-14 03:00:00+09:00,0,0,1053.965,0,1053.965
2024-01-14 04:00:00+09:00,0,0,1053.965,0,1053.965
2024-01-14 05:00:00+09:00,0,0,1053.965,0,1053.965
2024-01-14 06:00:00+09:00,0,0,1053.965,0,1053.965
2024-01-14 07:00:00+09:00,0,0.307636455,1053.965,0.310689992,1053.965
2024-01-14 08:00:00+09:00,3.2682,6.931671031,1053.965,6.237836767,1053.965
2024-01-14 09:00:00+09:00,91.0978,89.68587262,1053.965,85.50399675,1053.965
2024-01-14 10:00:00+09:00,281.7588,274.5832279,1053.965,278.9583879,1053.965
2024-01-14 11:00:00+09:00,480.8392,449.0508192,1053.965,439.4514346,1053.965
2024-01-14 12:00:00+09:00,587.8942,609.6608286,1053.965,617.8787434,1053.965
2024-01-14 13:00:00+09:00,639.5074,647.453081,1053.965,656.8982382,1053.965
2024-01-14 14:00:00+09:00,610.5708,612.4538727,1053.965,637.2545741,1053.965
2024-01-14 15:00:00+09:00,515.9201,497.6550215,1053.965,524.7138914,1053.965
2024-01-14 16:00:00+09:00,311.53217,287.4797052,1053.965,355.9426296,1053.965
2024-01-14 17:00:00+09:00,85.877333,94.19261866,1053.965,120.2400855,1053.965
2024-01-14 18:00:00+09:00,0.311,8.4568431,1053.965,12.57043562,1053.965
2024-01-14 19:00:00+09:00,0,1.152934453,1053.965,4.995893323,1053.965
2024-01-14 20:00:00+09:00,0,0,1053.965,0,1053.965
2024-01-14 21:00:00+09:00,0,0,1053.965,0,1053.965
2024-01-14 22:00:00+09:00,0,0,1053.965,0,1053.965
2024-01-14 23:00:00+09:00,0,0,1053.965,0,1053.965
2024-01-15 00:00:00+09:00,0,0,1053.965,0,1053.965
2024-01-15 01:00:00+09:00,0,0,1053.965,0,1053.965
2024-01-15 02:00:00+09:00,0,0,1053.965,0,1053.965
2024-01-15 03:00:00+09:00,0,0,1053.965,0,1053.965
2024-01-15 04:00:00+09:00,0,0,1053.965,0,1053.965
2024-01-15 05:00:00+09:00,0,0,1053.965,0,1053.965
2024-01-15 06:00:00+09:00,0,0,1053.965,0,1053.965
2024-01-15 07:00:00+09:00,0,0.090612094,1053.965,0.07177047,1053.965
2024-01-15 08:00:00+09:00,1.4518,6.53538621,1053.965,8.79238741,1053.965
2024-01-15 09:00:00+09:00,94.89447,100.4455334,1053.965,107.8627574,1053.965
2024-01-15 10:00:00+09:00,283.7547,336.8474331,1053.965,349.6034954,1053.965
2024-01-15 11:00:00+09:00,497.257,545.6566988,1053.965,567.5052005,1053.965
2024-01-15 12:00:00+09:00,625.339,670.3711077,1053.965,737.880756,1053.965
