,시간,10-02 (수)
0,최대,152.32
1,최소,98.22
2,가중평균,129.07
3,01시 1구간,105.41
4,01시 2구간,105.41
5,01시 3구간,105.41
6,01시 4구간,105.41
7,02시 1구간,98.22
8,02시 2구간,98.22
9,02시 3구간,98.22
10,02시 4구간,98.22
11,03시 1구간,98.22
12,03시 2구간,98.22
13,03시 3구간,98.22
14,03시 4구간,98.22
15,04시 1구간,98.32
16,04시 2구간,98.32
17,04시 3구간,98.32
18,04시 4구간,98.32
19,05시 1구간,98.32
20,05시 2구간,98.32
21,05시 3구간,98.32
22,05시 4구간,98.32
23,06시 1구간,103.6
24,06시 2구간,103.6
25,06시 3구간,103.6
26,06시 4구간,103.6
27,07시 1구간,105.41
28,07시 2구간,105.41
29,07시 3구간,105.41
30,07시 4구간,105.41
31,08시 1구간,129.24
32,08시 2구간,129.24
33,08시 3구간,129.24
34,08시 4구간,129.24
35,09시 1구간,139.3
36,09시 2구간,139.3
37,09시 3구간,139.3
38,09시 4구간,139.3
39,10시 1구간,152.32
40,10시 2구간,152.32
41,10시 3구간,152.32
42,10시 4구간,152.32
43,11시 1구간,152.32
44,11시 2구간,152.32
45,11시 3구간,152.32
46,11시 4구간,152.32
47,12시 1구간,139.28
48,12시 2구간,139.28
49,12시 3구간,139.28
50,12시 4구간,139.28
51,13시 1구간,137.89
52,13시 2구간,137.89
53,13시 3구간,137.89
54,13시 4구간,137.89
55,14시 1구간,139.25
56,14시 2구간,139.25
57,14시 3구간,139.25
58,14시 4구간,139.25
59,15시 1구간,139.27
60,15시 2구간,139.27
61,15시 3구간,139.27
62,15시 4구간,139.27
63,16시 1구간,141.38
64,16시 2구간,141.38
65,16시 3구간,141.38
66,16시 4구간,141.38
67,17시 1구간,141.38
68,17시 2구간,141.38
69,17시 3구간,141.38
70,17시 4구간,141.38
71,18시 1구간,141.38
72,18시 2구간,141.38
73,18시 3구간,141.38
74,18시 4구간,141.38
75,19시 1구간,144.08
76,19시 2구간,144.08
77,19시 3구간,144.08
78,19시 4구간,144.08
79,20시 1구간,144.08
80,20시 2구간,144.08
81,20시 3구간,144.08
82,20시 4구간,144.08
83,21시 1구간,135.44
84,21시 2구간,135.44
85,21시 3구간,135.44
86,21시 4구간,135.44
87,22시 1구간,128.59
88,22시 2구간,128.59
89,22시 3구간,128.59
90,22시 4구간,128.59
91,23시 1구간,128.3
92,23시 2구간,128.3
93,23시 3구간,128.3
94,23시 4구간,128.3
95,24시 1구간,113.21
96,24시 2구간,113.21
97,24시 3구간,113.21
98,24시 4구간,128.29
