,시간,06-21 (금)
0,최대,176.97
1,최소,98.98
2,가중평균,138.16
3,01시 1구간,122.56
4,01시 2구간,122.56
5,01시 3구간,122.56
6,01시 4구간,122.56
7,02시 1구간,109.44
8,02시 2구간,109.44
9,02시 3구간,109.44
10,02시 4구간,109.44
11,03시 1구간,98.98
12,03시 2구간,98.98
13,03시 3구간,98.98
14,03시 4구간,98.98
15,04시 1구간,99.27
16,04시 2구간,99.27
17,04시 3구간,99.27
18,04시 4구간,99.27
19,05시 1구간,99.27
20,05시 2구간,99.27
21,05시 3구간,99.27
22,05시 4구간,99.27
23,06시 1구간,101.63
24,06시 2구간,101.63
25,06시 3구간,101.63
26,06시 4구간,101.63
27,07시 1구간,117.27
28,07시 2구간,117.27
29,07시 3구간,117.27
30,07시 4구간,117.27
31,08시 1구간,132.72
32,08시 2구간,132.72
33,08시 3구간,132.72
34,08시 4구간,132.72
35,09시 1구간,136.13
36,09시 2구간,136.13
37,09시 3구간,136.13
38,09시 4구간,136.13
39,10시 1구간,137.87
40,10시 2구간,137.87
41,10시 3구간,137.87
42,10시 4구간,137.87
43,11시 1구간,139.65
44,11시 2구간,139.65
45,11시 3구간,139.65
46,11시 4구간,139.65
47,12시 1구간,150.57
48,12시 2구간,150.57
49,12시 3구간,150.57
50,12시 4구간,150.68
51,13시 1구간,148.38
52,13시 2구간,148.38
53,13시 3구간,148.38
54,13시 4구간,148.38
55,14시 1구간,167.06
56,14시 2구간,167.06
57,14시 3구간,167.06
58,14시 4구간,167.06
59,15시 1구간,176.97
60,15시 2구간,176.97
61,15시 3구간,176.97
62,15시 4구간,176.97
63,16시 1구간,153.75
64,16시 2구간,153.75
65,16시 3구간,153.75
66,16시 4구간,153.75
67,17시 1구간,143.57
68,17시 2구간,149.59
69,17시 3구간,149.59
70,17시 4구간,149.59
71,18시 1구간,148.37
72,18시 2구간,148.37
73,18시 3구간,148.37
74,18시 4구간,148.37
75,19시 1구간,148.76
76,19시 2구간,148.76
77,19시 3구간,148.76
78,19시 4구간,148.76
79,20시 1구간,148.85
80,20시 2구간,148.85
81,20시 3구간,148.86
82,20시 4구간,149.24
83,21시 1구간,149.24
84,21시 2구간,149.17
85,21시 3구간,149.24
86,21시 4구간,148.9
87,22시 1구간,148.96
88,22시 2구간,148.97
89,22시 3구간,148.96
90,22시 4구간,149.28
91,23시 1구간,148.91
92,23시 2구간,131.11
93,23시 3구간,131.11
94,23시 4구간,131.11
95,24시 1구간,130.06
96,24시 2구간,130.06
97,24시 3구간,130.06
98,24시 4구간,130.06
