,시간,08-13 (화)
0,최대,203.42
1,최소,125.21
2,가중평균,154.48
3,01시 1구간,158.89
4,01시 2구간,144.6
5,01시 3구간,144.6
6,01시 4구간,144.6
7,02시 1구간,138.84
8,02시 2구간,138.84
9,02시 3구간,138.84
10,02시 4구간,138.84
11,03시 1구간,139.26
12,03시 2구간,139.26
13,03시 3구간,139.26
14,03시 4구간,139.26
15,04시 1구간,138.85
16,04시 2구간,138.85
17,04시 3구간,138.85
18,04시 4구간,138.85
19,05시 1구간,125.21
20,05시 2구간,125.21
21,05시 3구간,125.21
22,05시 4구간,125.21
23,06시 1구간,138.88
24,06시 2구간,138.88
25,06시 3구간,138.88
26,06시 4구간,138.88
27,07시 1구간,139.26
28,07시 2구간,139.26
29,07시 3구간,139.26
30,07시 4구간,139.26
31,08시 1구간,141.26
32,08시 2구간,141.26
33,08시 3구간,141.26
34,08시 4구간,141.26
35,09시 1구간,143.82
36,09시 2구간,143.82
37,09시 3구간,143.82
38,09시 4구간,143.82
39,10시 1구간,156.68
40,10시 2구간,156.68
41,10시 3구간,156.68
42,10시 4구간,156.65
43,11시 1구간,156.65
44,11시 2구간,156.65
45,11시 3구간,156.65
46,11시 4구간,156.62
47,12시 1구간,156.62
48,12시 2구간,156.62
49,12시 3구간,156.62
50,12시 4구간,156.69
51,13시 1구간,156.69
52,13시 2구간,156.69
53,13시 3구간,156.69
54,13시 4구간,155.93
55,14시 1구간,162.32
56,14시 2구간,162.32
57,14시 3구간,162.32
58,14시 4구간,162.32
59,15시 1구간,162.29
60,15시 2구간,162.29
61,15시 3구간,162.29
62,15시 4구간,162.29
63,16시 1구간,162.29
64,16시 2구간,162.29
65,16시 3구간,162.29
66,16시 4구간,162.29
67,17시 1구간,157.52
68,17시 2구간,157.52
69,17시 3구간,157.52
70,17시 4구간,157.52
71,18시 1구간,157.52
72,18시 2구간,157.52
73,18시 3구간,157.52
74,18시 4구간,157.52
75,19시 1구간,157.75
76,19시 2구간,157.75
77,19시 3구간,157.75
78,19시 4구간,157.69
79,20시 1구간,157.96
80,20시 2구간,157.96
81,20시 3구간,157.96
82,20시 4구간,157.87
83,21시 1구간,157.87
84,21시 2구간,157.97
85,21시 3구간,158.06
86,21시 4구간,158.07
87,22시 1구간,203.42
88,22시 2구간,203.31
89,22시 3구간,203.22
90,22시 4구간,203.13
91,23시 1구간,156.83
92,23시 2구간,156.83
93,23시 3구간,155.79
94,23시 4구간,155.79
95,24시 1구간,155.8
96,24시 2구간,155.8
97,24시 3구간,155.79
98,24시 4구간,141.84
