,시간,04-16 (화)
0,최대,191.97
1,최소,0.0
2,가중평균,139.46
3,01시 1구간,154.96
4,01시 2구간,154.18
5,01시 3구간,152.71
6,01시 4구간,153.22
7,02시 1구간,152.44
8,02시 2구간,153.32
9,02시 3구간,153.04
10,02시 4구간,109.93
11,03시 1구간,152.23
12,03시 2구간,99.29
13,03시 3구간,152.05
14,03시 4구간,152.25
15,04시 1구간,95.57
16,04시 2구간,95.57
17,04시 3구간,95.57
18,04시 4구간,152.59
19,05시 1구간,99.29
20,05시 2구간,99.29
21,05시 3구간,99.29
22,05시 4구간,99.29
23,06시 1구간,101.47
24,06시 2구간,101.47
25,06시 3구간,101.47
26,06시 4구간,101.47
27,07시 1구간,115.89
28,07시 2구간,115.89
29,07시 3구간,115.89
30,07시 4구간,115.89
31,08시 1구간,154.54
32,08시 2구간,154.54
33,08시 3구간,154.54
34,08시 4구간,142.93
35,09시 1구간,154.62
36,09시 2구간,143.03
37,09시 3구간,143.03
38,09시 4구간,143.03
39,10시 1구간,191.97
40,10시 2구간,191.97
41,10시 3구간,191.97
42,10시 4구간,191.97
43,11시 1구간,142.99
44,11시 2구간,142.99
45,11시 3구간,142.99
46,11시 4구간,142.99
47,12시 1구간,142.75
48,12시 2구간,142.75
49,12시 3구간,142.75
50,12시 4구간,142.75
51,13시 1구간,0.0
52,13시 2구간,0.0
53,13시 3구간,137.15
54,13시 4구간,137.15
55,14시 1구간,137.15
56,14시 2구간,137.15
57,14시 3구간,137.15
58,14시 4구간,137.15
59,15시 1구간,137.28
60,15시 2구간,137.28
61,15시 3구간,137.28
62,15시 4구간,137.28
63,16시 1구간,141.79
64,16시 2구간,141.79
65,16시 3구간,141.79
66,16시 4구간,141.79
67,17시 1구간,141.55
68,17시 2구간,141.55
69,17시 3구간,141.55
70,17시 4구간,141.55
71,18시 1구간,137.12
72,18시 2구간,137.12
73,18시 3구간,137.12
74,18시 4구간,137.12
75,19시 1구간,153.37
76,19시 2구간,153.44
77,19시 3구간,153.49
78,19시 4구간,154.82
79,20시 1구간,154.17
80,20시 2구간,154.17
81,20시 3구간,154.17
82,20시 4구간,154.17
83,21시 1구간,153.19
84,21시 2구간,153.19
85,21시 3구간,153.19
86,21시 4구간,153.19
87,22시 1구간,153.19
88,22시 2구간,153.19
89,22시 3구간,153.19
90,22시 4구간,153.19
91,23시 1구간,153.19
92,23시 2구간,152.62
93,23시 3구간,152.62
94,23시 4구간,152.62
95,24시 1구간,153.19
96,24시 2구간,153.19
97,24시 3구간,153.19
98,24시 4구간,153.19
