,시간,03-21 (목)
0,최대,258.1
1,최소,-77.94
2,가중평균,137.19
3,01시 1구간,127.41
4,01시 2구간,127.41
5,01시 3구간,127.41
6,01시 4구간,127.41
7,02시 1구간,108.69
8,02시 2구간,108.69
9,02시 3구간,108.69
10,02시 4구간,108.69
11,03시 1구간,103.53
12,03시 2구간,103.53
13,03시 3구간,103.53
14,03시 4구간,103.53
15,04시 1구간,103.34
16,04시 2구간,103.34
17,04시 3구간,103.34
18,04시 4구간,103.34
19,05시 1구간,107.31
20,05시 2구간,107.31
21,05시 3구간,107.31
22,05시 4구간,107.31
23,06시 1구간,127.59
24,06시 2구간,127.59
25,06시 3구간,127.59
26,06시 4구간,127.59
27,07시 1구간,136.1
28,07시 2구간,169.21
29,07시 3구간,136.04
30,07시 4구간,255.56
31,08시 1구간,258.1
32,08시 2구간,257.66
33,08시 3구간,255.61
34,08시 4구간,153.23
35,09시 1구간,168.1
36,09시 2구간,168.19
37,09시 3구간,-77.94
38,09시 4구간,168.22
39,10시 1구간,168.27
40,10시 2구간,0.0
41,10시 3구간,-8.66
42,10시 4구간,-77.94
43,11시 1구간,151.23
44,11시 2구간,151.23
45,11시 3구간,151.23
46,11시 4구간,151.23
47,12시 1구간,150.46
48,12시 2구간,150.46
49,12시 3구간,150.46
50,12시 4구간,150.46
51,13시 1구간,0.0
52,13시 2구간,126.25
53,13시 3구간,0.0
54,13시 4구간,126.25
55,14시 1구간,147.14
56,14시 2구간,147.14
57,14시 3구간,147.14
58,14시 4구간,147.14
59,15시 1구간,149.42
60,15시 2구간,149.42
61,15시 3구간,149.42
62,15시 4구간,149.42
63,16시 1구간,149.29
64,16시 2구간,149.29
65,16시 3구간,149.29
66,16시 4구간,149.29
67,17시 1구간,0.0
68,17시 2구간,149.29
69,17시 3구간,149.29
70,17시 4구간,-76.38
71,18시 1구간,0.0
72,18시 2구간,166.62
73,18시 3구간,168.7
74,18시 4구간,169.47
75,19시 1구간,168.99
76,19시 2구간,168.97
77,19시 3구간,168.97
78,19시 4구간,168.97
79,20시 1구간,168.97
80,20시 2구간,168.97
81,20시 3구간,169.0
82,20시 4구간,169.01
83,21시 1구간,169.19
84,21시 2구간,169.14
85,21시 3구간,169.13
86,21시 4구간,169.13
87,22시 1구간,169.13
88,22시 2구간,169.13
89,22시 3구간,169.13
90,22시 4구간,169.13
91,23시 1구간,169.13
92,23시 2구간,170.1
93,23시 3구간,170.1
94,23시 4구간,170.1
95,24시 1구간,170.1
96,24시 2구간,170.1
97,24시 3구간,169.13
98,24시 4구간,169.13
