,시간,10-06 (일)
0,최대,102.05
1,최소,76.01
2,가중평균,91.02
3,01시 1구간,83.42
4,01시 2구간,83.42
5,01시 3구간,83.42
6,01시 4구간,83.42
7,02시 1구간,79.1
8,02시 2구간,79.1
9,02시 3구간,79.1
10,02시 4구간,79.1
11,03시 1구간,77.26
12,03시 2구간,77.26
13,03시 3구간,77.26
14,03시 4구간,77.26
15,04시 1구간,76.01
16,04시 2구간,76.01
17,04시 3구간,76.01
18,04시 4구간,76.01
19,05시 1구간,76.01
20,05시 2구간,76.01
21,05시 3구간,76.01
22,05시 4구간,76.01
23,06시 1구간,77.73
24,06시 2구간,77.73
25,06시 3구간,77.73
26,06시 4구간,77.73
27,07시 1구간,78.46
28,07시 2구간,78.46
29,07시 3구간,78.46
30,07시 4구간,78.46
31,08시 1구간,76.01
32,08시 2구간,76.01
33,08시 3구간,76.01
34,08시 4구간,76.01
35,09시 1구간,76.01
36,09시 2구간,76.01
37,09시 3구간,76.01
38,09시 4구간,76.01
39,10시 1구간,76.01
40,10시 2구간,76.01
41,10시 3구간,76.01
42,10시 4구간,76.01
43,11시 1구간,92.66
44,11시 2구간,92.66
45,11시 3구간,92.66
46,11시 4구간,92.66
47,12시 1구간,92.89
48,12시 2구간,92.89
49,12시 3구간,92.89
50,12시 4구간,92.89
51,13시 1구간,93.34
52,13시 2구간,93.34
53,13시 3구간,93.34
54,13시 4구간,93.34
55,14시 1구간,101.96
56,14시 2구간,101.96
57,14시 3구간,101.96
58,14시 4구간,101.96
59,15시 1구간,102.02
60,15시 2구간,102.02
61,15시 3구간,102.02
62,15시 4구간,102.02
63,16시 1구간,101.58
64,16시 2구간,101.58
65,16시 3구간,101.58
66,16시 4구간,101.58
67,17시 1구간,101.71
68,17시 2구간,101.71
69,17시 3구간,101.71
70,17시 4구간,101.71
71,18시 1구간,102.03
72,18시 2구간,102.03
73,18시 3구간,102.03
74,18시 4구간,102.03
75,19시 1구간,102.04
76,19시 2구간,102.04
77,19시 3구간,102.04
78,19시 4구간,102.04
79,20시 1구간,102.05
80,20시 2구간,102.05
81,20시 3구간,102.05
82,20시 4구간,102.05
83,21시 1구간,102.05
84,21시 2구간,102.05
85,21시 3구간,102.05
86,21시 4구간,102.05
87,22시 1구간,101.76
88,22시 2구간,101.76
89,22시 3구간,101.76
90,22시 4구간,101.76
91,23시 1구간,93.35
92,23시 2구간,93.35
93,23시 3구간,93.35
94,23시 4구간,93.35
95,24시 1구간,93.25
96,24시 2구간,93.25
97,24시 3구간,93.25
98,24시 4구간,93.25
