,시간,03-20 (수)
0,최대,169.2
1,최소,-77.94
2,가중평균,74.27
3,01시 1구간,124.24
4,01시 2구간,124.24
5,01시 3구간,124.24
6,01시 4구간,124.24
7,02시 1구간,107.31
8,02시 2구간,107.31
9,02시 3구간,107.31
10,02시 4구간,107.31
11,03시 1구간,103.39
12,03시 2구간,103.39
13,03시 3구간,103.39
14,03시 4구간,103.39
15,04시 1구간,103.32
16,04시 2구간,103.32
17,04시 3구간,103.32
18,04시 4구간,103.32
19,05시 1구간,103.63
20,05시 2구간,103.63
21,05시 3구간,103.63
22,05시 4구간,103.63
23,06시 1구간,118.48
24,06시 2구간,118.48
25,06시 3구간,118.48
26,06시 4구간,118.48
27,07시 1구간,125.91
28,07시 2구간,125.91
29,07시 3구간,125.91
30,07시 4구간,125.91
31,08시 1구간,129.18
32,08시 2구간,129.18
33,08시 3구간,129.18
34,08시 4구간,129.18
35,09시 1구간,169.2
36,09시 2구간,0.0
37,09시 3구간,0.0
38,09시 4구간,-19.0
39,10시 1구간,0.0
40,10시 2구간,0.0
41,10시 3구간,-19.0
42,10시 4구간,-25.98
43,11시 1구간,-25.98
44,11시 2구간,-77.94
45,11시 3구간,-77.94
46,11시 4구간,-77.94
47,12시 1구간,-76.38
48,12시 2구간,-76.38
49,12시 3구간,-77.94
50,12시 4구간,-77.94
51,13시 1구간,-77.94
52,13시 2구간,-77.94
53,13시 3구간,-77.94
54,13시 4구간,-77.94
55,14시 1구간,-77.94
56,14시 2구간,-77.94
57,14시 3구간,-77.94
58,14시 4구간,-77.94
59,15시 1구간,-77.94
60,15시 2구간,-77.94
61,15시 3구간,-77.94
62,15시 4구간,-77.94
63,16시 1구간,-77.94
64,16시 2구간,-77.94
65,16시 3구간,-77.94
66,16시 4구간,-76.38
67,17시 1구간,-77.94
68,17시 2구간,-69.28
69,17시 3구간,0.0
70,17시 4구간,0.0
71,18시 1구간,-19.0
72,18시 2구간,0.0
73,18시 3구간,0.0
74,18시 4구간,125.62
75,19시 1구간,146.98
76,19시 2구간,146.98
77,19시 3구간,146.98
78,19시 4구간,146.98
79,20시 1구간,147.59
80,20시 2구간,147.59
81,20시 3구간,147.59
82,20시 4구간,147.59
83,21시 1구간,147.64
84,21시 2구간,147.64
85,21시 3구간,147.64
86,21시 4구간,147.64
87,22시 1구간,147.69
88,22시 2구간,147.69
89,22시 3구간,147.69
90,22시 4구간,147.69
91,23시 1구간,152.99
92,23시 2구간,152.99
93,23시 3구간,152.99
94,23시 4구간,152.99
95,24시 1구간,168.4
96,24시 2구간,168.4
97,24시 3구간,168.4
98,24시 4구간,167.3
