,시간,10-07 (월)
0,최대,160.52
1,최소,-0.19
2,가중평균,125.79
3,01시 1구간,92.47
4,01시 2구간,92.47
5,01시 3구간,92.47
6,01시 4구간,92.47
7,02시 1구간,92.47
8,02시 2구간,92.47
9,02시 3구간,92.47
10,02시 4구간,92.47
11,03시 1구간,92.2
12,03시 2구간,92.2
13,03시 3구간,92.2
14,03시 4구간,92.2
15,04시 1구간,91.96
16,04시 2구간,91.96
17,04시 3구간,91.96
18,04시 4구간,91.96
19,05시 1구간,92.26
20,05시 2구간,92.26
21,05시 3구간,92.26
22,05시 4구간,92.26
23,06시 1구간,92.24
24,06시 2구간,92.24
25,06시 3구간,92.24
26,06시 4구간,92.24
27,07시 1구간,-0.19
28,07시 2구간,97.64
29,07시 3구간,97.64
30,07시 4구간,97.64
31,08시 1구간,100.67
32,08시 2구간,100.67
33,08시 3구간,100.67
34,08시 4구간,100.67
35,09시 1구간,160.52
36,09시 2구간,160.52
37,09시 3구간,160.52
38,09시 4구간,160.52
39,10시 1구간,160.52
40,10시 2구간,160.52
41,10시 3구간,160.52
42,10시 4구간,160.52
43,11시 1구간,141.26
44,11시 2구간,141.26
45,11시 3구간,141.26
46,11시 4구간,141.26
47,12시 1구간,141.11
48,12시 2구간,141.11
49,12시 3구간,141.11
50,12시 4구간,141.11
51,13시 1구간,137.92
52,13시 2구간,137.92
53,13시 3구간,137.92
54,13시 4구간,137.92
55,14시 1구간,139.2
56,14시 2구간,139.2
57,14시 3구간,139.2
58,14시 4구간,139.2
59,15시 1구간,139.23
60,15시 2구간,139.23
61,15시 3구간,139.23
62,15시 4구간,139.23
63,16시 1구간,139.16
64,16시 2구간,139.16
65,16시 3구간,139.16
66,16시 4구간,139.16
67,17시 1구간,139.27
68,17시 2구간,139.27
69,17시 3구간,139.27
70,17시 4구간,139.27
71,18시 1구간,139.27
72,18시 2구간,139.27
73,18시 3구간,139.27
74,18시 4구간,139.27
75,19시 1구간,139.06
76,19시 2구간,139.06
77,19시 3구간,139.06
78,19시 4구간,139.06
79,20시 1구간,139.26
80,20시 2구간,139.26
81,20시 3구간,139.26
82,20시 4구간,139.26
83,21시 1구간,138.36
84,21시 2구간,138.36
85,21시 3구간,138.36
86,21시 4구간,138.36
87,22시 1구간,134.48
88,22시 2구간,134.48
89,22시 3구간,134.48
90,22시 4구간,134.48
91,23시 1구간,120.89
92,23시 2구간,120.89
93,23시 3구간,120.89
94,23시 4구간,120.89
95,24시 1구간,114.68
96,24시 2구간,114.68
97,24시 3구간,114.68
98,24시 4구간,114.68
