,시간,05-14 (화)
0,최대,157.2
1,최소,-79.06
2,가중평균,106.91
3,01시 1구간,115.08
4,01시 2구간,115.08
5,01시 3구간,115.08
6,01시 4구간,115.08
7,02시 1구간,102.53
8,02시 2구간,102.53
9,02시 3구간,102.53
10,02시 4구간,102.53
11,03시 1구간,91.52
12,03시 2구간,91.52
13,03시 3구간,91.52
14,03시 4구간,91.52
15,04시 1구간,91.52
16,04시 2구간,91.52
17,04시 3구간,91.52
18,04시 4구간,91.52
19,05시 1구간,99.62
20,05시 2구간,99.62
21,05시 3구간,99.62
22,05시 4구간,99.62
23,06시 1구간,115.36
24,06시 2구간,115.36
25,06시 3구간,115.36
26,06시 4구간,115.36
27,07시 1구간,115.08
28,07시 2구간,115.08
29,07시 3구간,115.08
30,07시 4구간,115.08
31,08시 1구간,114.71
32,08시 2구간,114.71
33,08시 3구간,114.71
34,08시 4구간,114.71
35,09시 1구간,139.03
36,09시 2구간,139.03
37,09시 3구간,139.03
38,09시 4구간,139.03
39,10시 1구간,-79.06
40,10시 2구간,-79.06
41,10시 3구간,-79.06
42,10시 4구간,-79.06
43,11시 1구간,154.11
44,11시 2구간,154.11
45,11시 3구간,154.11
46,11시 4구간,154.11
47,12시 1구간,133.45
48,12시 2구간,133.45
49,12시 3구간,-1.42
50,12시 4구간,-2.0
51,13시 1구간,-77.94
52,13시 2구간,-43.92
53,13시 3구간,-8.78
54,13시 4구간,153.44
55,14시 1구간,133.45
56,14시 2구간,133.45
57,14시 3구간,133.45
58,14시 4구간,133.45
59,15시 1구간,144.28
60,15시 2구간,144.28
61,15시 3구간,144.28
62,15시 4구간,144.28
63,16시 1구간,148.47
64,16시 2구간,148.47
65,16시 3구간,121.08
66,16시 4구간,-39.53
67,17시 1구간,-79.06
68,17시 2구간,-79.06
69,17시 3구간,-39.51
70,17시 4구간,0.0
71,18시 1구간,154.5
72,18시 2구간,154.9
73,18시 3구간,154.9
74,18시 4구간,154.9
75,19시 1구간,154.37
76,19시 2구간,154.37
77,19시 3구간,154.37
78,19시 4구간,154.37
79,20시 1구간,155.46
80,20시 2구간,155.46
81,20시 3구간,155.46
82,20시 4구간,155.46
83,21시 1구간,156.53
84,21시 2구간,156.53
85,21시 3구간,156.53
86,21시 4구간,156.53
87,22시 1구간,157.06
88,22시 2구간,157.06
89,22시 3구간,157.06
90,22시 4구간,157.06
91,23시 1구간,157.2
92,23시 2구간,154.82
93,23시 3구간,154.82
94,23시 4구간,154.82
95,24시 1구간,116.46
96,24시 2구간,116.46
97,24시 3구간,116.46
98,24시 4구간,116.46
