,시간,03-28 (목)
0,최대,170.09
1,최소,0.0
2,가중평균,152.78
3,01시 1구간,120.54
4,01시 2구간,120.54
5,01시 3구간,120.54
6,01시 4구간,120.54
7,02시 1구간,119.97
8,02시 2구간,119.97
9,02시 3구간,119.97
10,02시 4구간,119.97
11,03시 1구간,119.97
12,03시 2구간,119.97
13,03시 3구간,119.97
14,03시 4구간,119.97
15,04시 1구간,119.97
16,04시 2구간,119.97
17,04시 3구간,119.97
18,04시 4구간,119.97
19,05시 1구간,119.97
20,05시 2구간,119.97
21,05시 3구간,119.97
22,05시 4구간,119.97
23,06시 1구간,119.97
24,06시 2구간,119.97
25,06시 3구간,119.97
26,06시 4구간,119.97
27,07시 1구간,120.42
28,07시 2구간,120.42
29,07시 3구간,120.42
30,07시 4구간,120.42
31,08시 1구간,153.23
32,08시 2구간,153.23
33,08시 3구간,153.23
34,08시 4구간,153.23
35,09시 1구간,168.17
36,09시 2구간,168.17
37,09시 3구간,168.17
38,09시 4구간,167.84
39,10시 1구간,169.67
40,10시 2구간,169.67
41,10시 3구간,169.56
42,10시 4구간,169.4
43,11시 1구간,167.44
44,11시 2구간,167.44
45,11시 3구간,167.44
46,11시 4구간,167.17
47,12시 1구간,167.17
48,12시 2구간,167.17
49,12시 3구간,167.17
50,12시 4구간,166.12
51,13시 1구간,165.84
52,13시 2구간,165.84
53,13시 3구간,165.84
54,13시 4구간,165.84
55,14시 1구간,166.12
56,14시 2구간,166.07
57,14시 3구간,166.07
58,14시 4구간,166.2
59,15시 1구간,166.02
60,15시 2구간,165.99
61,15시 3구간,165.96
62,15시 4구간,166.15
63,16시 1구간,165.47
64,16시 2구간,165.47
65,16시 3구간,0.0
66,16시 4구간,170.09
67,17시 1구간,158.88
68,17시 2구간,158.88
69,17시 3구간,158.88
70,17시 4구간,167.75
71,18시 1구간,167.75
72,18시 2구간,167.75
73,18시 3구간,167.75
74,18시 4구간,167.75
75,19시 1구간,167.75
76,19시 2구간,167.75
77,19시 3구간,167.75
78,19시 4구간,168.72
79,20시 1구간,168.69
80,20시 2구간,168.67
81,20시 3구간,168.64
82,20시 4구간,168.01
83,21시 1구간,168.01
84,21시 2구간,168.01
85,21시 3구간,168.01
86,21시 4구간,168.01
87,22시 1구간,168.01
88,22시 2구간,168.01
89,22시 3구간,168.01
90,22시 4구간,168.01
91,23시 1구간,168.05
92,23시 2구간,168.05
93,23시 3구간,168.05
94,23시 4구간,168.05
95,24시 1구간,168.05
96,24시 2구간,168.05
97,24시 3구간,168.05
98,24시 4구간,168.05
