,시간,11-09 (토)
0,최대,113.22
1,최소,80.28
2,가중평균,98.6
3,01시 1구간,113.22
4,01시 2구간,113.22
5,01시 3구간,113.22
6,01시 4구간,113.22
7,02시 1구간,88.17
8,02시 2구간,88.17
9,02시 3구간,88.17
10,02시 4구간,88.17
11,03시 1구간,87.58
12,03시 2구간,87.58
13,03시 3구간,87.58
14,03시 4구간,87.58
15,04시 1구간,80.28
16,04시 2구간,80.28
17,04시 3구간,80.28
18,04시 4구간,80.28
19,05시 1구간,80.28
20,05시 2구간,80.28
21,05시 3구간,80.28
22,05시 4구간,80.28
23,06시 1구간,87.55
24,06시 2구간,87.55
25,06시 3구간,87.55
26,06시 4구간,87.55
27,07시 1구간,88.34
28,07시 2구간,88.34
29,07시 3구간,88.34
30,07시 4구간,88.34
31,08시 1구간,93.07
32,08시 2구간,93.07
33,08시 3구간,93.07
34,08시 4구간,93.07
35,09시 1구간,93.07
36,09시 2구간,93.07
37,09시 3구간,93.07
38,09시 4구간,93.07
39,10시 1구간,105.86
40,10시 2구간,105.86
41,10시 3구간,105.86
42,10시 4구간,105.86
43,11시 1구간,105.84
44,11시 2구간,105.84
45,11시 3구간,105.84
46,11시 4구간,105.84
47,12시 1구간,105.61
48,12시 2구간,105.61
49,12시 3구간,105.61
50,12시 4구간,105.61
51,13시 1구간,105.82
52,13시 2구간,105.82
53,13시 3구간,105.82
54,13시 4구간,105.82
55,14시 1구간,105.81
56,14시 2구간,105.81
57,14시 3구간,105.81
58,14시 4구간,105.81
59,15시 1구간,104.82
60,15시 2구간,104.82
61,15시 3구간,104.82
62,15시 4구간,104.82
63,16시 1구간,105.64
64,16시 2구간,105.64
65,16시 3구간,105.64
66,16시 4구간,105.64
67,17시 1구간,105.25
68,17시 2구간,105.25
69,17시 3구간,105.25
70,17시 4구간,105.25
71,18시 1구간,105.73
72,18시 2구간,105.73
73,18시 3구간,105.73
74,18시 4구간,105.73
75,19시 1구간,105.85
76,19시 2구간,105.85
77,19시 3구간,105.85
78,19시 4구간,105.85
79,20시 1구간,105.86
80,20시 2구간,105.86
81,20시 3구간,105.86
82,20시 4구간,105.86
83,21시 1구간,104.28
84,21시 2구간,104.28
85,21시 3구간,104.28
86,21시 4구간,104.28
87,22시 1구간,92.08
88,22시 2구간,92.08
89,22시 3구간,92.08
90,22시 4구간,92.08
91,23시 1구간,92.29
92,23시 2구간,92.29
93,23시 3구간,92.29
94,23시 4구간,92.29
95,24시 1구간,92.29
96,24시 2구간,92.29
97,24시 3구간,92.29
98,24시 4구간,92.29
