,시간,09-05 (목)
0,최대,161.09
1,최소,-48.0
2,가중평균,146.42
3,01시 1구간,161.09
4,01시 2구간,161.09
5,01시 3구간,161.09
6,01시 4구간,137.56
7,02시 1구간,106.85
8,02시 2구간,106.85
9,02시 3구간,106.85
10,02시 4구간,106.85
11,03시 1구간,106.85
12,03시 2구간,106.85
13,03시 3구간,106.85
14,03시 4구간,106.85
15,04시 1구간,106.7
16,04시 2구간,106.7
17,04시 3구간,106.7
18,04시 4구간,106.7
19,05시 1구간,106.86
20,05시 2구간,106.86
21,05시 3구간,106.86
22,05시 4구간,106.86
23,06시 1구간,106.86
24,06시 2구간,106.86
25,06시 3구간,106.86
26,06시 4구간,106.86
27,07시 1구간,106.85
28,07시 2구간,106.85
29,07시 3구간,106.85
30,07시 4구간,106.85
31,08시 1구간,142.63
32,08시 2구간,142.63
33,08시 3구간,142.63
34,08시 4구간,142.63
35,09시 1구간,160.7
36,09시 2구간,160.65
37,09시 3구간,160.59
38,09시 4구간,160.54
39,10시 1구간,160.36
40,10시 2구간,160.4
41,10시 3구간,160.34
42,10시 4구간,160.48
43,11시 1구간,160.2
44,11시 2구간,160.25
45,11시 3구간,160.04
46,11시 4구간,159.32
47,12시 1구간,146.2
48,12시 2구간,158.63
49,12시 3구간,-48.0
50,12시 4구간,157.73
51,13시 1구간,158.96
52,13시 2구간,159.28
53,13시 3구간,159.28
54,13시 4구간,159.02
55,14시 1구간,159.02
56,14시 2구간,159.02
57,14시 3구간,159.02
58,14시 4구간,159.02
59,15시 1구간,159.02
60,15시 2구간,159.02
61,15시 3구간,159.02
62,15시 4구간,159.02
63,16시 1구간,159.02
64,16시 2구간,159.02
65,16시 3구간,159.02
66,16시 4구간,159.02
67,17시 1구간,159.02
68,17시 2구간,159.02
69,17시 3구간,159.26
70,17시 4구간,159.26
71,18시 1구간,159.96
72,18시 2구간,159.96
73,18시 3구간,159.96
74,18시 4구간,159.81
75,19시 1구간,159.81
76,19시 2구간,159.81
77,19시 3구간,159.81
78,19시 4구간,159.89
79,20시 1구간,160.24
80,20시 2구간,160.27
81,20시 3구간,160.3
82,20시 4구간,160.32
83,21시 1구간,159.77
84,21시 2구간,159.77
85,21시 3구간,159.77
86,21시 4구간,159.77
87,22시 1구간,159.94
88,22시 2구간,159.93
89,22시 3구간,159.92
90,22시 4구간,159.91
91,23시 1구간,160.65
92,23시 2구간,159.51
93,23시 3구간,159.51
94,23시 4구간,160.65
95,24시 1구간,159.48
96,24시 2구간,159.48
97,24시 3구간,159.48
98,24시 4구간,159.48
