,시간,10-03 (목)
0,최대,140.72
1,최소,87.04
2,가중평균,114.54
3,01시 1구간,126.23
4,01시 2구간,92.46
5,01시 3구간,92.46
6,01시 4구간,92.46
7,02시 1구간,92.4
8,02시 2구간,92.4
9,02시 3구간,92.4
10,02시 4구간,92.4
11,03시 1구간,91.88
12,03시 2구간,91.88
13,03시 3구간,91.88
14,03시 4구간,91.88
15,04시 1구간,87.04
16,04시 2구간,87.04
17,04시 3구간,87.04
18,04시 4구간,87.04
19,05시 1구간,91.66
20,05시 2구간,91.66
21,05시 3구간,91.66
22,05시 4구간,91.66
23,06시 1구간,92.4
24,06시 2구간,92.4
25,06시 3구간,92.4
26,06시 4구간,92.4
27,07시 1구간,92.46
28,07시 2구간,92.46
29,07시 3구간,92.46
30,07시 4구간,92.46
31,08시 1구간,101.05
32,08시 2구간,101.05
33,08시 3구간,101.05
34,08시 4구간,101.05
35,09시 1구간,123.06
36,09시 2구간,123.06
37,09시 3구간,123.06
38,09시 4구간,123.06
39,10시 1구간,137.43
40,10시 2구간,137.43
41,10시 3구간,137.43
42,10시 4구간,137.43
43,11시 1구간,140.72
44,11시 2구간,140.72
45,11시 3구간,140.72
46,11시 4구간,140.72
47,12시 1구간,140.08
48,12시 2구간,140.08
49,12시 3구간,140.08
50,12시 4구간,140.08
51,13시 1구간,135.61
52,13시 2구간,135.61
53,13시 3구간,135.61
54,13시 4구간,135.61
55,14시 1구간,135.6
56,14시 2구간,135.6
57,14시 3구간,135.6
58,14시 4구간,135.6
59,15시 1구간,135.61
60,15시 2구간,135.61
61,15시 3구간,135.61
62,15시 4구간,135.61
63,16시 1구간,135.61
64,16시 2구간,135.61
65,16시 3구간,135.61
66,16시 4구간,135.61
67,17시 1구간,129.06
68,17시 2구간,129.06
69,17시 3구간,129.06
70,17시 4구간,129.06
71,18시 1구간,120.8
72,18시 2구간,120.8
73,18시 3구간,120.8
74,18시 4구간,120.8
75,19시 1구간,121.16
76,19시 2구간,121.16
77,19시 3구간,121.16
78,19시 4구간,121.16
79,20시 1구간,106.16
80,20시 2구간,106.16
81,20시 3구간,106.16
82,20시 4구간,106.16
83,21시 1구간,106.16
84,21시 2구간,106.16
85,21시 3구간,106.16
86,21시 4구간,106.16
87,22시 1구간,101.05
88,22시 2구간,101.05
89,22시 3구간,101.05
90,22시 4구간,101.05
91,23시 1구간,101.06
92,23시 2구간,101.06
93,23시 3구간,101.06
94,23시 4구간,101.06
95,24시 1구간,100.64
96,24시 2구간,100.64
97,24시 3구간,100.64
98,24시 4구간,100.64
