,시간,04-06 (토)
0,최대,206.03
1,최소,96.08
2,가중평균,146.21
3,01시 1구간,156.22
4,01시 2구간,206.03
5,01시 3구간,158.02
6,01시 4구간,156.73
7,02시 1구간,153.15
8,02시 2구간,158.93
9,02시 3구간,152.66
10,02시 4구간,158.53
11,03시 1구간,158.18
12,03시 2구간,157.57
13,03시 3구간,157.38
14,03시 4구간,154.94
15,04시 1구간,154.35
16,04시 2구간,155.99
17,04시 3구간,96.08
18,04시 4구간,155.58
19,05시 1구간,155.57
20,05시 2구간,154.46
21,05시 3구간,155.36
22,05시 4구간,155.42
23,06시 1구간,153.21
24,06시 2구간,155.65
25,06시 3구간,155.81
26,06시 4구간,155.83
27,07시 1구간,157.69
28,07시 2구간,155.29
29,07시 3구간,154.97
30,07시 4구간,155.6
31,08시 1구간,154.02
32,08시 2구간,152.18
33,08시 3구간,103.54
34,08시 4구간,103.54
35,09시 1구간,153.66
36,09시 2구간,96.77
37,09시 3구간,146.29
38,09시 4구간,148.19
39,10시 1구간,147.9
40,10시 2구간,147.81
41,10시 3구간,147.72
42,10시 4구간,146.21
43,11시 1구간,145.82
44,11시 2구간,145.8
45,11시 3구간,145.78
46,11시 4구간,145.81
47,12시 1구간,145.8
48,12시 2구간,145.78
49,12시 3구간,145.76
50,12시 4구간,144.95
51,13시 1구간,144.95
52,13시 2구간,144.95
53,13시 3구간,144.95
54,13시 4구간,144.95
55,14시 1구간,144.95
56,14시 2구간,144.95
57,14시 3구간,144.95
58,14시 4구간,144.95
59,15시 1구간,144.95
60,15시 2구간,144.95
61,15시 3구간,144.95
62,15시 4구간,144.95
63,16시 1구간,96.27
64,16시 2구간,96.27
65,16시 3구간,96.27
66,16시 4구간,96.27
67,17시 1구간,97.0
68,17시 2구간,97.0
69,17시 3구간,97.0
70,17시 4구간,97.0
71,18시 1구간,114.7
72,18시 2구간,145.53
73,18시 3구간,114.7
74,18시 4구간,145.61
75,19시 1구간,145.61
76,19시 2구간,145.61
77,19시 3구간,145.61
78,19시 4구간,145.61
79,20시 1구간,158.51
80,20시 2구간,158.51
81,20시 3구간,158.51
82,20시 4구간,158.51
83,21시 1구간,158.7
84,21시 2구간,158.7
85,21시 3구간,158.7
86,21시 4구간,157.91
87,22시 1구간,158.07
88,22시 2구간,158.01
89,22시 3구간,158.36
90,22시 4구간,158.36
91,23시 1구간,158.36
92,23시 2구간,157.29
93,23시 3구간,157.17
94,23시 4구간,157.02
95,24시 1구간,158.36
96,24시 2구간,158.36
97,24시 3구간,158.36
98,24시 4구간,158.36
