,시간,07-13 (토)
0,최대,157.14
1,최소,101.18
2,가중평균,134.29
3,01시 1구간,124.87
4,01시 2구간,124.87
5,01시 3구간,124.87
6,01시 4구간,124.87
7,02시 1구간,105.29
8,02시 2구간,105.29
9,02시 3구간,105.29
10,02시 4구간,105.29
11,03시 1구간,101.18
12,03시 2구간,101.18
13,03시 3구간,101.18
14,03시 4구간,101.18
15,04시 1구간,101.18
16,04시 2구간,101.18
17,04시 3구간,101.18
18,04시 4구간,101.18
19,05시 1구간,101.18
20,05시 2구간,101.18
21,05시 3구간,101.18
22,05시 4구간,101.18
23,06시 1구간,101.18
24,06시 2구간,101.18
25,06시 3구간,101.18
26,06시 4구간,101.18
27,07시 1구간,101.18
28,07시 2구간,101.18
29,07시 3구간,101.18
30,07시 4구간,101.18
31,08시 1구간,106.05
32,08시 2구간,106.05
33,08시 3구간,106.05
34,08시 4구간,106.05
35,09시 1구간,138.09
36,09시 2구간,138.09
37,09시 3구간,138.09
38,09시 4구간,138.09
39,10시 1구간,138.0
40,10시 2구간,138.0
41,10시 3구간,138.0
42,10시 4구간,138.0
43,11시 1구간,139.27
44,11시 2구간,139.27
45,11시 3구간,139.27
46,11시 4구간,139.27
47,12시 1구간,157.14
48,12시 2구간,157.14
49,12시 3구간,157.14
50,12시 4구간,157.14
51,13시 1구간,139.23
52,13시 2구간,139.23
53,13시 3구간,139.23
54,13시 4구간,151.82
55,14시 1구간,151.98
56,14시 2구간,151.98
57,14시 3구간,151.98
58,14시 4구간,151.66
59,15시 1구간,151.68
60,15시 2구간,151.68
61,15시 3구간,151.68
62,15시 4구간,151.83
63,16시 1구간,151.83
64,16시 2구간,151.83
65,16시 3구간,151.83
66,16시 4구간,151.82
67,17시 1구간,151.65
68,17시 2구간,151.65
69,17시 3구간,151.65
70,17시 4구간,151.69
71,18시 1구간,151.77
72,18시 2구간,151.77
73,18시 3구간,151.77
74,18시 4구간,151.68
75,19시 1구간,155.11
76,19시 2구간,151.75
77,19시 3구간,151.75
78,19시 4구간,151.75
79,20시 1구간,154.53
80,20시 2구간,154.5
81,20시 3구간,154.47
82,20시 4구간,154.45
83,21시 1구간,154.42
84,21시 2구간,154.4
85,21시 3구간,138.1
86,21시 4구간,138.1
87,22시 1구간,137.09
88,22시 2구간,137.09
89,22시 3구간,137.09
90,22시 4구간,137.09
91,23시 1구간,135.36
92,23시 2구간,135.36
93,23시 3구간,135.36
94,23시 4구간,135.36
95,24시 1구간,120.18
96,24시 2구간,120.18
97,24시 3구간,120.18
98,24시 4구간,120.18
