,시간,10-01 (화)
0,최대,157.69
1,최소,92.19
2,가중평균,128.43
3,01시 1구간,106.02
4,01시 2구간,106.02
5,01시 3구간,106.02
6,01시 4구간,106.02
7,02시 1구간,95.8
8,02시 2구간,95.8
9,02시 3구간,95.8
10,02시 4구간,95.8
11,03시 1구간,95.5
12,03시 2구간,95.5
13,03시 3구간,95.5
14,03시 4구간,95.5
15,04시 1구간,92.19
16,04시 2구간,92.19
17,04시 3구간,92.19
18,04시 4구간,92.19
19,05시 1구간,95.5
20,05시 2구간,95.5
21,05시 3구간,95.5
22,05시 4구간,95.5
23,06시 1구간,95.89
24,06시 2구간,95.89
25,06시 3구간,95.89
26,06시 4구간,95.89
27,07시 1구간,106.03
28,07시 2구간,106.03
29,07시 3구간,106.03
30,07시 4구간,106.03
31,08시 1구간,137.32
32,08시 2구간,137.32
33,08시 3구간,137.32
34,08시 4구간,137.32
35,09시 1구간,137.36
36,09시 2구간,137.36
37,09시 3구간,137.36
38,09시 4구간,137.36
39,10시 1구간,139.92
40,10시 2구간,139.92
41,10시 3구간,139.92
42,10시 4구간,139.92
43,11시 1구간,140.32
44,11시 2구간,140.32
45,11시 3구간,140.32
46,11시 4구간,140.32
47,12시 1구간,140.33
48,12시 2구간,140.33
49,12시 3구간,140.33
50,12시 4구간,140.33
51,13시 1구간,140.16
52,13시 2구간,140.16
53,13시 3구간,140.16
54,13시 4구간,140.16
55,14시 1구간,140.33
56,14시 2구간,140.33
57,14시 3구간,140.33
58,14시 4구간,140.33
59,15시 1구간,140.32
60,15시 2구간,140.32
61,15시 3구간,140.32
62,15시 4구간,140.32
63,16시 1구간,140.33
64,16시 2구간,140.33
65,16시 3구간,140.33
66,16시 4구간,140.33
67,17시 1구간,157.69
68,17시 2구간,157.64
69,17시 3구간,157.6
70,17시 4구간,157.55
71,18시 1구간,139.32
72,18시 2구간,139.32
73,18시 3구간,139.32
74,18시 4구간,139.32
75,19시 1구간,139.92
76,19시 2구간,139.92
77,19시 3구간,139.92
78,19시 4구간,139.92
79,20시 1구간,139.92
80,20시 2구간,139.92
81,20시 3구간,139.92
82,20시 4구간,139.92
83,21시 1구간,137.36
84,21시 2구간,137.36
85,21시 3구간,137.36
86,21시 4구간,137.36
87,22시 1구간,137.32
88,22시 2구간,137.32
89,22시 3구간,137.32
90,22시 4구간,137.32
91,23시 1구간,128.91
92,23시 2구간,128.91
93,23시 3구간,128.91
94,23시 4구간,128.91
95,24시 1구간,107.21
96,24시 2구간,107.21
97,24시 3구간,107.21
98,24시 4구간,107.21
