,시간,10-09 (수)
0,최대,151.88
1,최소,95.03
2,가중평균,124.81
3,01시 1구간,100.32
4,01시 2구간,100.32
5,01시 3구간,100.32
6,01시 4구간,100.32
7,02시 1구간,99.84
8,02시 2구간,99.84
9,02시 3구간,99.84
10,02시 4구간,99.84
11,03시 1구간,99.16
12,03시 2구간,99.16
13,03시 3구간,99.16
14,03시 4구간,99.16
15,04시 1구간,95.03
16,04시 2구간,95.03
17,04시 3구간,95.03
18,04시 4구간,95.03
19,05시 1구간,98.0
20,05시 2구간,98.0
21,05시 3구간,98.0
22,05시 4구간,98.0
23,06시 1구간,98.76
24,06시 2구간,98.76
25,06시 3구간,98.76
26,06시 4구간,98.76
27,07시 1구간,100.39
28,07시 2구간,100.39
29,07시 3구간,100.39
30,07시 4구간,100.39
31,08시 1구간,100.67
32,08시 2구간,100.67
33,08시 3구간,100.67
34,08시 4구간,100.67
35,09시 1구간,121.48
36,09시 2구간,121.48
37,09시 3구간,121.48
38,09시 4구간,121.48
39,10시 1구간,138.97
40,10시 2구간,138.97
41,10시 3구간,138.97
42,10시 4구간,138.97
43,11시 1구간,138.97
44,11시 2구간,138.97
45,11시 3구간,138.97
46,11시 4구간,138.97
47,12시 1구간,142.14
48,12시 2구간,142.14
49,12시 3구간,142.14
50,12시 4구간,142.14
51,13시 1구간,138.88
52,13시 2구간,138.88
53,13시 3구간,138.88
54,13시 4구간,138.88
55,14시 1구간,138.85
56,14시 2구간,138.85
57,14시 3구간,138.85
58,14시 4구간,138.85
59,15시 1구간,139.4
60,15시 2구간,139.4
61,15시 3구간,139.4
62,15시 4구간,139.4
63,16시 1구간,151.88
64,16시 2구간,151.88
65,16시 3구간,151.88
66,16시 4구간,151.88
67,17시 1구간,138.97
68,17시 2구간,138.97
69,17시 3구간,138.97
70,17시 4구간,138.97
71,18시 1구간,138.75
72,18시 2구간,138.75
73,18시 3구간,138.75
74,18시 4구간,138.75
75,19시 1구간,139.38
76,19시 2구간,139.38
77,19시 3구간,139.38
78,19시 4구간,139.38
79,20시 1구간,139.4
80,20시 2구간,139.4
81,20시 3구간,139.4
82,20시 4구간,139.4
83,21시 1구간,134.6
84,21시 2구간,134.6
85,21시 3구간,134.6
86,21시 4구간,134.6
87,22시 1구간,129.82
88,22시 2구간,129.82
89,22시 3구간,129.82
90,22시 4구간,129.82
91,23시 1구간,127.37
92,23시 2구간,127.37
93,23시 3구간,127.37
94,23시 4구간,127.37
95,24시 1구간,105.51
96,24시 2구간,105.51
97,24시 3구간,105.51
98,24시 4구간,105.51
