,시간,06-01 (토)
0,최대,145.67
1,최소,-75.58
2,가중평균,60.72
3,01시 1구간,100.33
4,01시 2구간,100.33
5,01시 3구간,100.33
6,01시 4구간,100.33
7,02시 1구간,93.74
8,02시 2구간,93.74
9,02시 3구간,93.74
10,02시 4구간,93.74
11,03시 1구간,90.02
12,03시 2구간,90.02
13,03시 3구간,90.02
14,03시 4구간,90.02
15,04시 1구간,86.94
16,04시 2구간,86.94
17,04시 3구간,86.94
18,04시 4구간,86.94
19,05시 1구간,90.24
20,05시 2구간,90.24
21,05시 3구간,90.24
22,05시 4구간,90.24
23,06시 1구간,90.24
24,06시 2구간,90.24
25,06시 3구간,90.24
26,06시 4구간,90.24
27,07시 1구간,90.24
28,07시 2구간,90.24
29,07시 3구간,90.24
30,07시 4구간,90.24
31,08시 1구간,94.29
32,08시 2구간,94.29
33,08시 3구간,94.29
34,08시 4구간,0.0
35,09시 1구간,107.7
36,09시 2구간,107.7
37,09시 3구간,107.7
38,09시 4구간,107.7
39,10시 1구간,145.67
40,10시 2구간,145.67
41,10시 3구간,145.67
42,10시 4구간,145.67
43,11시 1구간,-0.08
44,11시 2구간,-75.58
45,11시 3구간,-0.08
46,11시 4구간,-75.58
47,12시 1구간,-75.58
48,12시 2구간,-75.58
49,12시 3구간,-75.58
50,12시 4구간,-75.58
51,13시 1구간,-75.58
52,13시 2구간,-75.58
53,13시 3구간,-75.58
54,13시 4구간,-75.58
55,14시 1구간,-75.58
56,14시 2구간,-75.58
57,14시 3구간,-75.58
58,14시 4구간,-75.58
59,15시 1구간,-75.58
60,15시 2구간,-75.58
61,15시 3구간,-75.58
62,15시 4구간,-75.58
63,16시 1구간,-2.0
64,16시 2구간,-2.0
65,16시 3구간,-2.0
66,16시 4구간,105.91
67,17시 1구간,110.73
68,17시 2구간,110.73
69,17시 3구간,110.73
70,17시 4구간,110.73
71,18시 1구간,110.45
72,18시 2구간,110.45
73,18시 3구간,110.45
74,18시 4구간,110.45
75,19시 1구간,122.45
76,19시 2구간,122.45
77,19시 3구간,122.45
78,19시 4구간,122.45
79,20시 1구간,-2.0
80,20시 2구간,-0.79
81,20시 3구간,-0.79
82,20시 4구간,124.3
83,21시 1구간,125.6
84,21시 2구간,125.6
85,21시 3구간,-0.54
86,21시 4구간,-0.54
87,22시 1구간,103.74
88,22시 2구간,103.74
89,22시 3구간,103.74
90,22시 4구간,103.74
91,23시 1구간,103.74
92,23시 2구간,103.74
93,23시 3구간,103.74
94,23시 4구간,103.74
95,24시 1구간,100.42
96,24시 2구간,100.42
97,24시 3구간,100.42
98,24시 4구간,100.42
