,시간,08-12 (월)
0,최대,202.13
1,최소,106.91
2,가중평균,153.8
3,01시 1구간,159.28
4,01시 2구간,159.28
5,01시 3구간,159.28
6,01시 4구간,137.52
7,02시 1구간,135.54
8,02시 2구간,135.54
9,02시 3구간,135.54
10,02시 4구간,135.54
11,03시 1구간,127.64
12,03시 2구간,127.64
13,03시 3구간,127.64
14,03시 4구간,127.64
15,04시 1구간,121.34
16,04시 2구간,121.34
17,04시 3구간,121.34
18,04시 4구간,121.34
19,05시 1구간,106.91
20,05시 2구간,106.91
21,05시 3구간,106.91
22,05시 4구간,106.91
23,06시 1구간,125.1
24,06시 2구간,125.1
25,06시 3구간,125.1
26,06시 4구간,125.1
27,07시 1구간,135.41
28,07시 2구간,135.41
29,07시 3구간,135.41
30,07시 4구간,135.41
31,08시 1구간,143.64
32,08시 2구간,143.64
33,08시 3구간,143.64
34,08시 4구간,143.64
35,09시 1구간,156.17
36,09시 2구간,156.17
37,09시 3구간,156.17
38,09시 4구간,156.17
39,10시 1구간,157.59
40,10시 2구간,157.59
41,10시 3구간,157.59
42,10시 4구간,157.82
43,11시 1구간,159.28
44,11시 2구간,159.28
45,11시 3구간,159.28
46,11시 4구간,159.26
47,12시 1구간,158.24
48,12시 2구간,158.36
49,12시 3구간,157.7
50,12시 4구간,157.21
51,13시 1구간,157.87
52,13시 2구간,157.95
53,13시 3구간,157.95
54,13시 4구간,158.57
55,14시 1구간,158.57
56,14시 2구간,158.57
57,14시 3구간,158.57
58,14시 4구간,158.83
59,15시 1구간,158.83
60,15시 2구간,158.83
61,15시 3구간,158.83
62,15시 4구간,158.27
63,16시 1구간,199.25
64,16시 2구간,199.25
65,16시 3구간,199.25
66,16시 4구간,199.25
67,17시 1구간,158.29
68,17시 2구간,158.29
69,17시 3구간,158.29
70,17시 4구간,158.29
71,18시 1구간,158.26
72,18시 2구간,158.26
73,18시 3구간,158.26
74,18시 4구간,158.11
75,19시 1구간,158.61
76,19시 2구간,158.61
77,19시 3구간,158.61
78,19시 4구간,158.61
79,20시 1구간,159.05
80,20시 2구간,202.13
81,20시 3구간,159.08
82,20시 4구간,159.11
83,21시 1구간,156.51
84,21시 2구간,156.53
85,21시 3구간,156.55
86,21시 4구간,156.55
87,22시 1구간,157.02
88,22시 2구간,157.02
89,22시 3구간,157.02
90,22시 4구간,157.05
91,23시 1구간,157.56
92,23시 2구간,157.56
93,23시 3구간,157.56
94,23시 4구간,157.56
95,24시 1구간,157.56
96,24시 2구간,157.56
97,24시 3구간,157.56
98,24시 4구간,157.56
