,시간,08-14 (수)
0,최대,160.92
1,최소,124.46
2,가중평균,152.41
3,01시 1구간,146.97
4,01시 2구간,158.69
5,01시 3구간,146.97
6,01시 4구간,146.97
7,02시 1구간,137.16
8,02시 2구간,137.16
9,02시 3구간,137.16
10,02시 4구간,137.16
11,03시 1구간,138.34
12,03시 2구간,138.34
13,03시 3구간,138.34
14,03시 4구간,138.34
15,04시 1구간,137.16
16,04시 2구간,137.16
17,04시 3구간,137.16
18,04시 4구간,137.16
19,05시 1구간,124.46
20,05시 2구간,124.46
21,05시 3구간,124.46
22,05시 4구간,124.46
23,06시 1구간,137.16
24,06시 2구간,137.16
25,06시 3구간,137.16
26,06시 4구간,137.16
27,07시 1구간,139.65
28,07시 2구간,139.65
29,07시 3구간,139.65
30,07시 4구간,139.65
31,08시 1구간,140.88
32,08시 2구간,140.88
33,08시 3구간,140.88
34,08시 4구간,140.88
35,09시 1구간,146.27
36,09시 2구간,146.27
37,09시 3구간,146.27
38,09시 4구간,146.27
39,10시 1구간,157.3
40,10시 2구간,157.3
41,10시 3구간,157.3
42,10시 4구간,157.15
43,11시 1구간,156.99
44,11시 2구간,156.99
45,11시 3구간,156.99
46,11시 4구간,156.86
47,12시 1구간,156.86
48,12시 2구간,156.86
49,12시 3구간,156.86
50,12시 4구간,155.44
51,13시 1구간,155.44
52,13시 2구간,155.44
53,13시 3구간,154.94
54,13시 4구간,156.44
55,14시 1구간,160.88
56,14시 2구간,160.88
57,14시 3구간,160.88
58,14시 4구간,160.88
59,15시 1구간,160.92
60,15시 2구간,160.92
61,15시 3구간,160.92
62,15시 4구간,160.92
63,16시 1구간,160.91
64,16시 2구간,160.91
65,16시 3구간,160.91
66,16시 4구간,160.91
67,17시 1구간,159.06
68,17시 2구간,159.06
69,17시 3구간,159.06
70,17시 4구간,159.06
71,18시 1구간,159.06
72,18시 2구간,159.06
73,18시 3구간,159.06
74,18시 4구간,159.06
75,19시 1구간,159.08
76,19시 2구간,159.08
77,19시 3구간,159.08
78,19시 4구간,159.08
79,20시 1구간,157.85
80,20시 2구간,158.0
81,20시 3구간,158.14
82,20시 4구간,158.26
83,21시 1구간,158.26
84,21시 2구간,158.3
85,21시 3구간,158.34
86,21시 4구간,158.33
87,22시 1구간,156.07
88,22시 2구간,156.07
89,22시 3구간,156.07
90,22시 4구간,156.15
91,23시 1구간,157.08
92,23시 2구간,157.08
93,23시 3구간,156.06
94,23시 4구간,156.06
95,24시 1구간,155.98
96,24시 2구간,155.98
97,24시 3구간,155.98
98,24시 4구간,157.0
