,시간,06-26 (수)
0,최대,152.37
1,최소,88.77
2,가중평균,130.6
3,01시 1구간,97.51
4,01시 2구간,97.51
5,01시 3구간,97.51
6,01시 4구간,97.51
7,02시 1구간,92.91
8,02시 2구간,92.91
9,02시 3구간,92.91
10,02시 4구간,92.91
11,03시 1구간,92.02
12,03시 2구간,92.02
13,03시 3구간,92.02
14,03시 4구간,92.02
15,04시 1구간,88.77
16,04시 2구간,88.77
17,04시 3구간,88.77
18,04시 4구간,88.77
19,05시 1구간,88.79
20,05시 2구간,88.79
21,05시 3구간,88.79
22,05시 4구간,88.79
23,06시 1구간,88.83
24,06시 2구간,88.83
25,06시 3구간,88.83
26,06시 4구간,88.83
27,07시 1구간,94.73
28,07시 2구간,94.73
29,07시 3구간,94.73
30,07시 4구간,94.73
31,08시 1구간,102.39
32,08시 2구간,102.39
33,08시 3구간,102.39
34,08시 4구간,102.39
35,09시 1구간,131.17
36,09시 2구간,131.17
37,09시 3구간,131.17
38,09시 4구간,131.17
39,10시 1구간,132.96
40,10시 2구간,132.96
41,10시 3구간,132.96
42,10시 4구간,132.96
43,11시 1구간,134.84
44,11시 2구간,134.84
45,11시 3구간,134.84
46,11시 4구간,134.84
47,12시 1구간,134.84
48,12시 2구간,134.84
49,12시 3구간,151.81
50,12시 4구간,151.62
51,13시 1구간,151.17
52,13시 2구간,134.69
53,13시 3구간,134.69
54,13시 4구간,134.69
55,14시 1구간,138.13
56,14시 2구간,138.13
57,14시 3구간,138.13
58,14시 4구간,150.73
59,15시 1구간,150.73
60,15시 2구간,150.73
61,15시 3구간,150.73
62,15시 4구간,151.34
63,16시 1구간,151.34
64,16시 2구간,151.34
65,16시 3구간,139.79
66,16시 4구간,139.79
67,17시 1구간,151.26
68,17시 2구간,151.26
69,17시 3구간,151.26
70,17시 4구간,151.33
71,18시 1구간,151.41
72,18시 2구간,151.41
73,18시 3구간,151.41
74,18시 4구간,151.37
75,19시 1구간,151.82
76,19시 2구간,151.82
77,19시 3구간,151.82
78,19시 4구간,151.82
79,20시 1구간,151.93
80,20시 2구간,151.93
81,20시 3구간,151.93
82,20시 4구간,151.88
83,21시 1구간,152.19
84,21시 2구간,152.19
85,21시 3구간,152.19
86,21시 4구간,152.19
87,22시 1구간,152.19
88,22시 2구간,152.16
89,22시 3구간,152.12
90,22시 4구간,152.09
91,23시 1구간,151.48
92,23시 2구간,152.09
93,23시 3구간,152.09
94,23시 4구간,152.09
95,24시 1구간,152.37
96,24시 2구간,130.47
97,24시 3구간,130.47
98,24시 4구간,130.47
