,시간,08-26 (월)
0,최대,176.59
1,최소,106.33
2,가중평균,148.91
3,01시 1구간,128.98
4,01시 2구간,128.98
5,01시 3구간,128.98
6,01시 4구간,128.98
7,02시 1구간,106.91
8,02시 2구간,106.91
9,02시 3구간,106.91
10,02시 4구간,106.91
11,03시 1구간,106.91
12,03시 2구간,106.91
13,03시 3구간,106.91
14,03시 4구간,106.91
15,04시 1구간,106.62
16,04시 2구간,106.62
17,04시 3구간,106.62
18,04시 4구간,106.62
19,05시 1구간,106.33
20,05시 2구간,106.33
21,05시 3구간,106.33
22,05시 4구간,106.33
23,06시 1구간,106.91
24,06시 2구간,106.91
25,06시 3구간,106.91
26,06시 4구간,106.91
27,07시 1구간,106.93
28,07시 2구간,106.93
29,07시 3구간,106.93
30,07시 4구간,106.93
31,08시 1구간,143.2
32,08시 2구간,143.2
33,08시 3구간,143.2
34,08시 4구간,143.2
35,09시 1구간,143.79
36,09시 2구간,143.79
37,09시 3구간,143.79
38,09시 4구간,143.79
39,10시 1구간,156.39
40,10시 2구간,156.39
41,10시 3구간,156.39
42,10시 4구간,156.41
43,11시 1구간,156.63
44,11시 2구간,156.63
45,11시 3구간,156.63
46,11시 4구간,156.48
47,12시 1구간,156.48
48,12시 2구간,156.48
49,12시 3구간,156.48
50,12시 4구간,156.45
51,13시 1구간,156.45
52,13시 2구간,156.45
53,13시 3구간,156.45
54,13시 4구간,156.09
55,14시 1구간,165.35
56,14시 2구간,165.35
57,14시 3구간,165.35
58,14시 4구간,165.35
59,15시 1구간,176.59
60,15시 2구간,176.59
61,15시 3구간,176.59
62,15시 4구간,176.59
63,16시 1구간,165.24
64,16시 2구간,165.24
65,16시 3구간,165.24
66,16시 4구간,165.24
67,17시 1구간,174.2
68,17시 2구간,174.2
69,17시 3구간,174.2
70,17시 4구간,174.2
71,18시 1구간,159.97
72,18시 2구간,159.97
73,18시 3구간,159.97
74,18시 4구간,159.97
75,19시 1구간,160.35
76,19시 2구간,160.35
77,19시 3구간,160.35
78,19시 4구간,160.35
79,20시 1구간,160.35
80,20시 2구간,160.35
81,20시 3구간,160.35
82,20시 4구간,160.35
83,21시 1구간,159.43
84,21시 2구간,159.43
85,21시 3구간,159.43
86,21시 4구간,159.41
87,22시 1구간,156.87
88,22시 2구간,156.87
89,22시 3구간,156.86
90,22시 4구간,156.86
91,23시 1구간,156.77
92,23시 2구간,156.77
93,23시 3구간,156.77
94,23시 4구간,156.77
95,24시 1구간,156.93
96,24시 2구간,156.93
97,24시 3구간,156.93
98,24시 4구간,156.93
