,시간,06-11 (화)
0,최대,150.01
1,최소,88.71
2,가중평균,130.1
3,01시 1구간,116.05
4,01시 2구간,116.05
5,01시 3구간,116.05
6,01시 4구간,116.05
7,02시 1구간,109.0
8,02시 2구간,109.0
9,02시 3구간,109.0
10,02시 4구간,109.0
11,03시 1구간,107.84
12,03시 2구간,107.84
13,03시 3구간,107.84
14,03시 4구간,107.84
15,04시 1구간,88.71
16,04시 2구간,88.71
17,04시 3구간,88.71
18,04시 4구간,88.71
19,05시 1구간,88.71
20,05시 2구간,88.71
21,05시 3구간,88.71
22,05시 4구간,88.71
23,06시 1구간,88.71
24,06시 2구간,88.71
25,06시 3구간,88.71
26,06시 4구간,88.71
27,07시 1구간,107.84
28,07시 2구간,107.84
29,07시 3구간,107.84
30,07시 4구간,107.84
31,08시 1구간,126.19
32,08시 2구간,126.19
33,08시 3구간,126.19
34,08시 4구간,126.19
35,09시 1구간,132.73
36,09시 2구간,132.73
37,09시 3구간,132.73
38,09시 4구간,132.73
39,10시 1구간,139.71
40,10시 2구간,139.71
41,10시 3구간,139.71
42,10시 4구간,139.71
43,11시 1구간,140.09
44,11시 2구간,140.09
45,11시 3구간,140.09
46,11시 4구간,140.09
47,12시 1구간,140.09
48,12시 2구간,140.09
49,12시 3구간,140.09
50,12시 4구간,140.09
51,13시 1구간,134.41
52,13시 2구간,134.41
53,13시 3구간,134.41
54,13시 4구간,134.41
55,14시 1구간,140.05
56,14시 2구간,140.05
57,14시 3구간,140.05
58,14시 4구간,140.05
59,15시 1구간,139.57
60,15시 2구간,139.57
61,15시 3구간,139.57
62,15시 4구간,139.57
63,16시 1구간,139.79
64,16시 2구간,139.79
65,16시 3구간,139.79
66,16시 4구간,139.79
67,17시 1구간,138.07
68,17시 2구간,138.07
69,17시 3구간,138.07
70,17시 4구간,138.07
71,18시 1구간,138.07
72,18시 2구간,138.07
73,18시 3구간,138.07
74,18시 4구간,138.07
75,19시 1구간,150.01
76,19시 2구간,150.01
77,19시 3구간,150.01
78,19시 4구간,150.01
79,20시 1구간,148.08
80,20시 2구간,148.08
81,20시 3구간,148.08
82,20시 4구간,148.08
83,21시 1구간,148.6
84,21시 2구간,148.6
85,21시 3구간,148.6
86,21시 4구간,148.74
87,22시 1구간,149.17
88,22시 2구간,149.17
89,22시 3구간,149.24
90,22시 4구간,138.07
91,23시 1구간,136.32
92,23시 2구간,136.32
93,23시 3구간,136.32
94,23시 4구간,136.32
95,24시 1구간,132.86
96,24시 2구간,132.86
97,24시 3구간,132.86
98,24시 4구간,132.86
