,시간,04-08 (월)
0,최대,162.45
1,최소,86.38
2,가중평균,146.52
3,01시 1구간,156.13
4,01시 2구간,146.0
5,01시 3구간,146.19
6,01시 4구간,146.14
7,02시 1구간,159.19
8,02시 2구간,158.0
9,02시 3구간,156.42
10,02시 4구간,99.08
11,03시 1구간,96.22
12,03시 2구간,96.22
13,03시 3구간,96.22
14,03시 4구간,96.22
15,04시 1구간,86.38
16,04시 2구간,86.38
17,04시 3구간,86.38
18,04시 4구간,86.38
19,05시 1구간,86.38
20,05시 2구간,86.38
21,05시 3구간,86.38
22,05시 4구간,86.38
23,06시 1구간,99.08
24,06시 2구간,99.08
25,06시 3구간,99.08
26,06시 4구간,99.08
27,07시 1구간,156.73
28,07시 2구간,146.61
29,07시 3구간,158.36
30,07시 4구간,113.07
31,08시 1구간,157.22
32,08시 2구간,157.26
33,08시 3구간,157.32
34,08시 4구간,157.8
35,09시 1구간,159.96
36,09시 2구간,161.28
37,09시 3구간,162.45
38,09시 4구간,162.45
39,10시 1구간,158.37
40,10시 2구간,158.37
41,10시 3구간,158.37
42,10시 4구간,158.65
43,11시 1구간,158.52
44,11시 2구간,158.49
45,11시 3구간,158.46
46,11시 4구간,158.22
47,12시 1구간,157.57
48,12시 2구간,157.55
49,12시 3구간,157.52
50,12시 4구간,156.45
51,13시 1구간,156.42
52,13시 2구간,156.42
53,13시 3구간,156.41
54,13시 4구간,156.6
55,14시 1구간,156.57
56,14시 2구간,156.54
57,14시 3구간,154.73
58,14시 4구간,154.92
59,15시 1구간,154.92
60,15시 2구간,154.92
61,15시 3구간,154.92
62,15시 4구간,154.74
63,16시 1구간,154.76
64,16시 2구간,154.76
65,16시 3구간,154.76
66,16시 4구간,154.76
67,17시 1구간,154.76
68,17시 2구간,154.79
69,17시 3구간,145.14
70,17시 4구간,145.13
71,18시 1구간,162.45
72,18시 2구간,162.45
73,18시 3구간,162.45
74,18시 4구간,162.45
75,19시 1구간,158.41
76,19시 2구간,158.41
77,19시 3구간,158.41
78,19시 4구간,158.41
79,20시 1구간,158.53
80,20시 2구간,156.94
81,20시 3구간,158.49
82,20시 4구간,157.07
83,21시 1구간,158.76
84,21시 2구간,158.76
85,21시 3구간,158.76
86,21시 4구간,158.76
87,22시 1구간,157.73
88,22시 2구간,157.73
89,22시 3구간,157.73
90,22시 4구간,157.82
91,23시 1구간,157.82
92,23시 2구간,158.01
93,23시 3구간,158.01
94,23시 4구간,158.01
95,24시 1구간,158.01
96,24시 2구간,158.01
97,24시 3구간,158.01
98,24시 4구간,158.01
