,시간,08-28 (수)
0,최대,161.55
1,최소,106.76
2,가중평균,145.3
3,01시 1구간,139.43
4,01시 2구간,139.43
5,01시 3구간,139.43
6,01시 4구간,139.43
7,02시 1구간,125.33
8,02시 2구간,125.33
9,02시 3구간,125.33
10,02시 4구간,125.33
11,03시 1구간,106.78
12,03시 2구간,106.78
13,03시 3구간,106.78
14,03시 4구간,106.78
15,04시 1구간,106.76
16,04시 2구간,106.76
17,04시 3구간,106.76
18,04시 4구간,106.76
19,05시 1구간,106.76
20,05시 2구간,106.76
21,05시 3구간,106.76
22,05시 4구간,106.76
23,06시 1구간,125.33
24,06시 2구간,125.33
25,06시 3구간,125.33
26,06시 4구간,125.33
27,07시 1구간,131.15
28,07시 2구간,131.15
29,07시 3구간,131.15
30,07시 4구간,131.15
31,08시 1구간,142.27
32,08시 2구간,142.27
33,08시 3구간,142.27
34,08시 4구간,142.27
35,09시 1구간,144.11
36,09시 2구간,144.11
37,09시 3구간,144.11
38,09시 4구간,144.11
39,10시 1구간,156.71
40,10시 2구간,156.71
41,10시 3구간,156.71
42,10시 4구간,157.04
43,11시 1구간,157.04
44,11시 2구간,157.14
45,11시 3구간,157.13
46,11시 4구간,157.47
47,12시 1구간,157.38
48,12시 2구간,157.36
49,12시 3구간,157.36
50,12시 4구간,157.35
51,13시 1구간,156.89
52,13시 2구간,156.82
53,13시 3구간,157.42
54,13시 4구간,157.31
55,14시 1구간,157.17
56,14시 2구간,157.19
57,14시 3구간,157.16
58,14시 4구간,158.18
59,15시 1구간,158.19
60,15시 2구간,158.2
61,15시 3구간,158.18
62,15시 4구간,158.19
63,16시 1구간,158.19
64,16시 2구간,158.19
65,16시 3구간,158.19
66,16시 4구간,158.21
67,17시 1구간,148.58
68,17시 2구간,148.58
69,17시 3구간,148.58
70,17시 4구간,148.58
71,18시 1구간,147.76
72,18시 2구간,147.76
73,18시 3구간,147.76
74,18시 4구간,147.76
75,19시 1구간,148.58
76,19시 2구간,148.58
77,19시 3구간,156.25
78,19시 4구간,156.25
79,20시 1구간,156.34
80,20시 2구간,156.34
81,20시 3구간,156.34
82,20시 4구간,156.34
83,21시 1구간,161.31
84,21시 2구간,161.28
85,21시 3구간,161.2
86,21시 4구간,161.15
87,22시 1구간,161.55
88,22시 2구간,144.15
89,22시 3구간,144.15
90,22시 4구간,144.15
91,23시 1구간,143.32
92,23시 2구간,143.32
93,23시 3구간,143.32
94,23시 4구간,143.32
95,24시 1구간,141.15
96,24시 2구간,141.15
97,24시 3구간,141.15
98,24시 4구간,141.15
