,시간,11-24 (일)
0,최대,112.08
1,최소,0.0
2,가중평균,94.13
3,01시 1구간,106.64
4,01시 2구간,106.64
5,01시 3구간,106.64
6,01시 4구간,106.64
7,02시 1구간,87.95
8,02시 2구간,87.95
9,02시 3구간,87.95
10,02시 4구간,87.95
11,03시 1구간,85.2
12,03시 2구간,85.2
13,03시 3구간,85.2
14,03시 4구간,85.2
15,04시 1구간,85.2
16,04시 2구간,85.2
17,04시 3구간,85.2
18,04시 4구간,85.2
19,05시 1구간,85.2
20,05시 2구간,85.2
21,05시 3구간,85.2
22,05시 4구간,85.2
23,06시 1구간,87.95
24,06시 2구간,87.95
25,06시 3구간,87.95
26,06시 4구간,87.95
27,07시 1구간,101.19
28,07시 2구간,101.19
29,07시 3구간,101.19
30,07시 4구간,101.19
31,08시 1구간,106.64
32,08시 2구간,106.64
33,08시 3구간,106.64
34,08시 4구간,106.64
35,09시 1구간,107.03
36,09시 2구간,107.03
37,09시 3구간,107.03
38,09시 4구간,107.03
39,10시 1구간,91.88
40,10시 2구간,91.88
41,10시 3구간,91.88
42,10시 4구간,91.88
43,11시 1구간,112.08
44,11시 2구간,112.08
45,11시 3구간,112.08
46,11시 4구간,112.08
47,12시 1구간,105.82
48,12시 2구간,105.82
49,12시 3구간,105.82
50,12시 4구간,105.82
51,13시 1구간,0.0
52,13시 2구간,0.0
53,13시 3구간,0.0
54,13시 4구간,0.0
55,14시 1구간,78.4
56,14시 2구간,78.4
57,14시 3구간,78.4
58,14시 4구간,78.4
59,15시 1구간,78.4
60,15시 2구간,78.4
61,15시 3구간,78.4
62,15시 4구간,78.4
63,16시 1구간,87.55
64,16시 2구간,87.55
65,16시 3구간,87.55
66,16시 4구간,87.55
67,17시 1구간,91.52
68,17시 2구간,91.52
69,17시 3구간,91.52
70,17시 4구간,91.52
71,18시 1구간,108.84
72,18시 2구간,108.84
73,18시 3구간,108.84
74,18시 4구간,108.84
75,19시 1구간,108.85
76,19시 2구간,108.85
77,19시 3구간,108.85
78,19시 4구간,108.85
79,20시 1구간,108.85
80,20시 2구간,108.85
81,20시 3구간,108.85
82,20시 4구간,108.85
83,21시 1구간,108.85
84,21시 2구간,108.85
85,21시 3구간,108.85
86,21시 4구간,108.85
87,22시 1구간,108.49
88,22시 2구간,108.49
89,22시 3구간,108.49
90,22시 4구간,108.49
91,23시 1구간,101.37
92,23시 2구간,101.37
93,23시 3구간,101.37
94,23시 4구간,101.37
95,24시 1구간,101.2
96,24시 2구간,101.2
97,24시 3구간,101.2
98,24시 4구간,101.2
