,시간,07-31 (수)
0,최대,154.69
1,최소,101.52
2,가중평균,140.42
3,01시 1구간,153.28
4,01시 2구간,124.16
5,01시 3구간,124.16
6,01시 4구간,124.16
7,02시 1구간,109.89
8,02시 2구간,109.89
9,02시 3구간,109.89
10,02시 4구간,109.89
11,03시 1구간,101.52
12,03시 2구간,101.52
13,03시 3구간,101.52
14,03시 4구간,101.52
15,04시 1구간,101.52
16,04시 2구간,101.52
17,04시 3구간,101.52
18,04시 4구간,101.52
19,05시 1구간,101.52
20,05시 2구간,101.52
21,05시 3구간,101.52
22,05시 4구간,101.52
23,06시 1구간,101.52
24,06시 2구간,101.52
25,06시 3구간,101.52
26,06시 4구간,101.52
27,07시 1구간,120.88
28,07시 2구간,120.88
29,07시 3구간,120.88
30,07시 4구간,120.88
31,08시 1구간,134.16
32,08시 2구간,134.16
33,08시 3구간,134.16
34,08시 4구간,134.16
35,09시 1구간,137.99
36,09시 2구간,137.99
37,09시 3구간,137.99
38,09시 4구간,137.99
39,10시 1구간,140.33
40,10시 2구간,140.33
41,10시 3구간,140.33
42,10시 4구간,140.33
43,11시 1구간,142.35
44,11시 2구간,142.35
45,11시 3구간,142.35
46,11시 4구간,142.35
47,12시 1구간,143.33
48,12시 2구간,143.33
49,12시 3구간,143.33
50,12시 4구간,143.33
51,13시 1구간,143.29
52,13시 2구간,143.29
53,13시 3구간,143.29
54,13시 4구간,143.29
55,14시 1구간,152.0
56,14시 2구간,152.0
57,14시 3구간,152.0
58,14시 4구간,151.98
59,15시 1구간,152.08
60,15시 2구간,152.08
61,15시 3구간,152.08
62,15시 4구간,152.14
63,16시 1구간,152.14
64,16시 2구간,152.18
65,16시 3구간,152.23
66,16시 4구간,152.27
67,17시 1구간,153.5
68,17시 2구간,153.5
69,17시 3구간,153.5
70,17시 4구간,153.5
71,18시 1구간,151.25
72,18시 2구간,151.57
73,18시 3구간,151.79
74,18시 4구간,153.72
75,19시 1구간,153.93
76,19시 2구간,154.07
77,19시 3구간,154.2
78,19시 4구간,154.26
79,20시 1구간,154.18
80,20시 2구간,154.18
81,20시 3구간,154.18
82,20시 4구간,154.3
83,21시 1구간,154.69
84,21시 2구간,154.69
85,21시 3구간,154.68
86,21시 4구간,154.65
87,22시 1구간,154.62
88,22시 2구간,154.61
89,22시 3구간,154.6
90,22시 4구간,154.55
91,23시 1구간,154.01
92,23시 2구간,154.01
93,23시 3구간,154.37
94,23시 4구간,154.37
95,24시 1구간,154.28
96,24시 2구간,154.28
97,24시 3구간,154.17
98,24시 4구간,154.17
