,시간,03-24 (일)
0,최대,158.14
1,최소,91.38
2,가중평균,117.22
3,01시 1구간,158.11
4,01시 2구간,158.14
5,01시 3구간,158.14
6,01시 4구간,127.8
7,02시 1구간,104.62
8,02시 2구간,104.62
9,02시 3구간,104.62
10,02시 4구간,104.62
11,03시 1구간,104.62
12,03시 2구간,104.62
13,03시 3구간,104.62
14,03시 4구간,104.62
15,04시 1구간,100.21
16,04시 2구간,100.21
17,04시 3구간,100.21
18,04시 4구간,100.21
19,05시 1구간,104.62
20,05시 2구간,104.62
21,05시 3구간,104.62
22,05시 4구간,104.62
23,06시 1구간,125.92
24,06시 2구간,125.92
25,06시 3구간,125.92
26,06시 4구간,125.92
27,07시 1구간,130.8
28,07시 2구간,130.8
29,07시 3구간,130.8
30,07시 4구간,130.8
31,08시 1구간,122.6
32,08시 2구간,122.6
33,08시 3구간,122.6
34,08시 4구간,122.6
35,09시 1구간,95.83
36,09시 2구간,95.83
37,09시 3구간,95.83
38,09시 4구간,95.83
39,10시 1구간,100.21
40,10시 2구간,100.21
41,10시 3구간,100.21
42,10시 4구간,100.21
43,11시 1구간,100.21
44,11시 2구간,100.21
45,11시 3구간,100.21
46,11시 4구간,100.21
47,12시 1구간,96.49
48,12시 2구간,96.49
49,12시 3구간,96.49
50,12시 4구간,96.49
51,13시 1구간,95.77
52,13시 2구간,95.77
53,13시 3구간,95.77
54,13시 4구간,95.77
55,14시 1구간,95.77
56,14시 2구간,95.77
57,14시 3구간,95.77
58,14시 4구간,95.77
59,15시 1구간,95.42
60,15시 2구간,95.42
61,15시 3구간,95.42
62,15시 4구간,95.42
63,16시 1구간,91.38
64,16시 2구간,91.38
65,16시 3구간,91.38
66,16시 4구간,91.38
67,17시 1구간,95.47
68,17시 2구간,95.47
69,17시 3구간,95.47
70,17시 4구간,95.47
71,18시 1구간,104.78
72,18시 2구간,104.78
73,18시 3구간,104.78
74,18시 4구간,104.78
75,19시 1구간,157.19
76,19시 2구간,157.19
77,19시 3구간,157.19
78,19시 4구간,157.19
79,20시 1구간,157.19
80,20시 2구간,157.19
81,20시 3구간,157.19
82,20시 4구간,157.19
83,21시 1구간,157.19
84,21시 2구간,157.19
85,21시 3구간,157.19
86,21시 4구간,157.19
87,22시 1구간,157.19
88,22시 2구간,157.19
89,22시 3구간,129.41
90,22시 4구간,129.41
91,23시 1구간,129.5
92,23시 2구간,129.5
93,23시 3구간,129.5
94,23시 4구간,129.5
95,24시 1구간,128.34
96,24시 2구간,128.34
97,24시 3구간,128.34
98,24시 4구간,128.34
