,시간,04-23 (화)
0,최대,188.25
1,최소,-2.0
2,가중평균,138.53
3,01시 1구간,159.63
4,01시 2구간,159.63
5,01시 3구간,159.63
6,01시 4구간,159.63
7,02시 1구간,118.33
8,02시 2구간,118.33
9,02시 3구간,118.33
10,02시 4구간,118.33
11,03시 1구간,116.08
12,03시 2구간,116.08
13,03시 3구간,116.08
14,03시 4구간,116.08
15,04시 1구간,113.91
16,04시 2구간,113.91
17,04시 3구간,113.91
18,04시 4구간,113.91
19,05시 1구간,115.28
20,05시 2구간,115.28
21,05시 3구간,115.28
22,05시 4구간,115.28
23,06시 1구간,116.16
24,06시 2구간,116.16
25,06시 3구간,116.16
26,06시 4구간,116.16
27,07시 1구간,141.65
28,07시 2구간,154.51
29,07시 3구간,154.51
30,07시 4구간,154.51
31,08시 1구간,154.51
32,08시 2구간,154.51
33,08시 3구간,154.16
34,08시 4구간,154.16
35,09시 1구간,188.25
36,09시 2구간,188.25
37,09시 3구간,188.25
38,09시 4구간,188.25
39,10시 1구간,154.07
40,10시 2구간,142.15
41,10시 3구간,142.15
42,10시 4구간,142.15
43,11시 1구간,133.68
44,11시 2구간,133.68
45,11시 3구간,131.1
46,11시 4구간,131.1
47,12시 1구간,130.92
48,12시 2구간,0.0
49,12시 3구간,0.0
50,12시 4구간,0.0
51,13시 1구간,129.61
52,13시 2구간,-2.0
53,13시 3구간,129.61
54,13시 4구간,129.61
55,14시 1구간,133.68
56,14시 2구간,133.68
57,14시 3구간,133.68
58,14시 4구간,133.68
59,15시 1구간,136.09
60,15시 2구간,136.09
61,15시 3구간,136.09
62,15시 4구간,136.09
63,16시 1구간,141.62
64,16시 2구간,141.62
65,16시 3구간,153.46
66,16시 4구간,153.44
67,17시 1구간,153.58
68,17시 2구간,153.58
69,17시 3구간,153.58
70,17시 4구간,153.77
71,18시 1구간,153.92
72,18시 2구간,153.95
73,18시 3구간,153.97
74,18시 4구간,153.97
75,19시 1구간,157.49
76,19시 2구간,157.49
77,19시 3구간,157.49
78,19시 4구간,157.49
79,20시 1구간,155.57
80,20시 2구간,155.57
81,20시 3구간,156.4
82,20시 4구간,155.72
83,21시 1구간,155.3
84,21시 2구간,155.3
85,21시 3구간,155.3
86,21시 4구간,155.3
87,22시 1구간,154.06
88,22시 2구간,154.06
89,22시 3구간,154.06
90,22시 4구간,154.06
91,23시 1구간,153.65
92,23시 2구간,153.65
93,23시 3구간,153.65
94,23시 4구간,153.65
95,24시 1구간,153.65
96,24시 2구간,153.65
97,24시 3구간,153.65
98,24시 4구간,153.65
