,시간,06-02 (일)
0,최대,110.94
1,최소,-75.58
2,가중평균,64.38
3,01시 1구간,88.88
4,01시 2구간,88.88
5,01시 3구간,88.88
6,01시 4구간,88.88
7,02시 1구간,81.26
8,02시 2구간,81.26
9,02시 3구간,81.26
10,02시 4구간,81.26
11,03시 1구간,81.2
12,03시 2구간,81.2
13,03시 3구간,81.2
14,03시 4구간,81.2
15,04시 1구간,81.2
16,04시 2구간,81.2
17,04시 3구간,81.2
18,04시 4구간,81.2
19,05시 1구간,87.57
20,05시 2구간,-0.38
21,05시 3구간,-0.38
22,05시 4구간,-0.38
23,06시 1구간,-0.09
24,06시 2구간,-0.09
25,06시 3구간,-0.09
26,06시 4구간,91.24
27,07시 1구간,87.57
28,07시 2구간,87.57
29,07시 3구간,-0.09
30,07시 4구간,-2.0
31,08시 1구간,-0.75
32,08시 2구간,-2.0
33,08시 3구간,-75.58
34,08시 4구간,-75.58
35,09시 1구간,40.16
36,09시 2구간,40.16
37,09시 3구간,40.16
38,09시 4구간,40.16
39,10시 1구간,87.57
40,10시 2구간,87.57
41,10시 3구간,87.57
42,10시 4구간,-0.01
43,11시 1구간,0.0
44,11시 2구간,0.0
45,11시 3구간,-2.0
46,11시 4구간,-2.0
47,12시 1구간,-75.58
48,12시 2구간,-75.58
49,12시 3구간,-75.58
50,12시 4구간,-75.58
51,13시 1구간,-75.58
52,13시 2구간,-75.58
53,13시 3구간,-75.58
54,13시 4구간,-2.0
55,14시 1구간,-2.0
56,14시 2구간,0.0
57,14시 3구간,0.0
58,14시 4구간,110.57
59,15시 1구간,104.08
60,15시 2구간,104.08
61,15시 3구간,104.08
62,15시 4구간,104.08
63,16시 1구간,104.08
64,16시 2구간,104.08
65,16시 3구간,104.08
66,16시 4구간,104.08
67,17시 1구간,109.83
68,17시 2구간,109.83
69,17시 3구간,109.83
70,17시 4구간,109.83
71,18시 1구간,110.94
72,18시 2구간,110.94
73,18시 3구간,110.94
74,18시 4구간,110.94
75,19시 1구간,103.6
76,19시 2구간,103.6
77,19시 3구간,103.6
78,19시 4구간,103.6
79,20시 1구간,104.78
80,20시 2구간,104.78
81,20시 3구간,104.78
82,20시 4구간,104.78
83,21시 1구간,110.85
84,21시 2구간,110.85
85,21시 3구간,110.85
86,21시 4구간,110.85
87,22시 1구간,104.2
88,22시 2구간,104.2
89,22시 3구간,104.2
90,22시 4구간,104.2
91,23시 1구간,103.36
92,23시 2구간,103.36
93,23시 3구간,103.36
94,23시 4구간,103.36
95,24시 1구간,100.08
96,24시 2구간,100.08
97,24시 3구간,100.08
98,24시 4구간,100.08
