,시간,08-16 (금)
0,최대,159.12
1,최소,124.13
2,가중평균,151.39
3,01시 1구간,159.12
4,01시 2구간,139.87
5,01시 3구간,139.87
6,01시 4구간,139.87
7,02시 1구간,136.13
8,02시 2구간,136.13
9,02시 3구간,136.13
10,02시 4구간,136.13
11,03시 1구간,136.13
12,03시 2구간,136.13
13,03시 3구간,136.13
14,03시 4구간,136.13
15,04시 1구간,129.36
16,04시 2구간,129.36
17,04시 3구간,129.36
18,04시 4구간,129.36
19,05시 1구간,124.13
20,05시 2구간,124.13
21,05시 3구간,124.13
22,05시 4구간,124.13
23,06시 1구간,129.55
24,06시 2구간,129.55
25,06시 3구간,129.55
26,06시 4구간,129.55
27,07시 1구간,141.21
28,07시 2구간,141.21
29,07시 3구간,141.21
30,07시 4구간,141.21
31,08시 1구간,144.3
32,08시 2구간,144.3
33,08시 3구간,144.3
34,08시 4구간,144.3
35,09시 1구간,143.78
36,09시 2구간,143.78
37,09시 3구간,143.78
38,09시 4구간,143.78
39,10시 1구간,156.77
40,10시 2구간,157.46
41,10시 3구간,157.49
42,10시 4구간,157.48
43,11시 1구간,158.75
44,11시 2구간,158.75
45,11시 3구간,158.75
46,11시 4구간,158.71
47,12시 1구간,158.43
48,12시 2구간,158.43
49,12시 3구간,158.43
50,12시 4구간,157.96
51,13시 1구간,157.96
52,13시 2구간,157.96
53,13시 3구간,157.96
54,13시 4구간,158.52
55,14시 1구간,158.25
56,14시 2구간,158.25
57,14시 3구간,158.25
58,14시 4구간,158.24
59,15시 1구간,158.51
60,15시 2구간,158.51
61,15시 3구간,158.51
62,15시 4구간,158.08
63,16시 1구간,158.08
64,16시 2구간,158.08
65,16시 3구간,158.08
66,16시 4구간,157.81
67,17시 1구간,157.57
68,17시 2구간,157.57
69,17시 3구간,157.57
70,17시 4구간,157.57
71,18시 1구간,157.4
72,18시 2구간,157.4
73,18시 3구간,157.4
74,18시 4구간,157.43
75,19시 1구간,157.77
76,19시 2구간,157.81
77,19시 3구간,157.91
78,19시 4구간,157.89
79,20시 1구간,157.89
80,20시 2구간,157.89
81,20시 3구간,157.89
82,20시 4구간,157.88
83,21시 1구간,156.34
84,21시 2구간,156.32
85,21시 3구간,156.31
86,21시 4구간,156.52
87,22시 1구간,156.5
88,22시 2구간,156.58
89,22시 3구간,156.67
90,22시 4구간,156.62
91,23시 1구간,156.59
92,23시 2구간,156.59
93,23시 3구간,156.91
94,23시 4구간,156.91
95,24시 1구간,156.74
96,24시 2구간,156.59
97,24시 3구간,156.59
98,24시 4구간,156.59
