,시간,03-27 (수)
0,최대,255.56
1,최소,0.0
2,가중평균,154.87
3,01시 1구간,170.96
4,01시 2구간,170.96
5,01시 3구간,170.96
6,01시 4구간,170.96
7,02시 1구간,120.59
8,02시 2구간,120.59
9,02시 3구간,120.59
10,02시 4구간,120.59
11,03시 1구간,118.5
12,03시 2구간,118.5
13,03시 3구간,118.5
14,03시 4구간,118.5
15,04시 1구간,116.57
16,04시 2구간,116.57
17,04시 3구간,116.57
18,04시 4구간,116.57
19,05시 1구간,118.5
20,05시 2구간,118.5
21,05시 3구간,118.5
22,05시 4구간,118.5
23,06시 1구간,121.18
24,06시 2구간,121.18
25,06시 3구간,121.18
26,06시 4구간,121.18
27,07시 1구간,170.96
28,07시 2구간,170.87
29,07시 3구간,170.88
30,07시 4구간,171.0
31,08시 1구간,171.22
32,08시 2구간,171.04
33,08시 3구간,171.07
34,08시 4구간,171.11
35,09시 1구간,166.31
36,09시 2구간,166.41
37,09시 3구간,166.41
38,09시 4구간,155.71
39,10시 1구간,165.47
40,10시 2구간,165.47
41,10시 3구간,165.47
42,10시 4구간,165.47
43,11시 1구간,159.69
44,11시 2구간,159.69
45,11시 3구간,159.69
46,11시 4구간,159.69
47,12시 1구간,159.29
48,12시 2구간,159.29
49,12시 3구간,159.29
50,12시 4구간,159.29
51,13시 1구간,148.03
52,13시 2구간,148.03
53,13시 3구간,148.03
54,13시 4구간,148.03
55,14시 1구간,156.6
56,14시 2구간,156.6
57,14시 3구간,156.6
58,14시 4구간,156.6
59,15시 1구간,160.09
60,15시 2구간,160.09
61,15시 3구간,160.09
62,15시 4구간,160.09
63,16시 1구간,168.71
64,16시 2구간,168.71
65,16시 3구간,0.0
66,16시 4구간,168.71
67,17시 1구간,255.56
68,17시 2구간,171.24
69,17시 3구간,171.24
70,17시 4구간,171.24
71,18시 1구간,163.39
72,18시 2구간,162.37
73,18시 3구간,162.37
74,18시 4구간,162.83
75,19시 1구간,162.83
76,19시 2구간,168.86
77,19시 3구간,168.86
78,19시 4구간,168.12
79,20시 1구간,168.12
80,20시 2구간,168.12
81,20시 3구간,168.12
82,20시 4구간,168.5
83,21시 1구간,168.5
84,21시 2구간,168.5
85,21시 3구간,168.5
86,21시 4구간,167.78
87,22시 1구간,167.83
88,22시 2구간,168.0
89,22시 3구간,168.22
90,22시 4구간,168.17
91,23시 1구간,172.38
92,23시 2구간,167.72
93,23시 3구간,167.47
94,23시 4구간,167.85
95,24시 1구간,163.14
96,24시 2구간,163.14
97,24시 3구간,163.14
98,24시 4구간,153.69
