,시간,04-30 (화)
0,최대,164.89
1,최소,-79.32
2,가중평균,136.97
3,01시 1구간,156.41
4,01시 2구간,156.41
5,01시 3구간,156.41
6,01시 4구간,157.29
7,02시 1구간,110.09
8,02시 2구간,110.09
9,02시 3구간,110.09
10,02시 4구간,110.09
11,03시 1구간,103.86
12,03시 2구간,103.86
13,03시 3구간,103.86
14,03시 4구간,103.86
15,04시 1구간,103.17
16,04시 2구간,103.17
17,04시 3구간,103.17
18,04시 4구간,103.17
19,05시 1구간,103.86
20,05시 2구간,103.86
21,05시 3구간,103.86
22,05시 4구간,103.86
23,06시 1구간,110.41
24,06시 2구간,110.41
25,06시 3구간,110.41
26,06시 4구간,110.41
27,07시 1구간,157.29
28,07시 2구간,157.29
29,07시 3구간,157.29
30,07시 4구간,157.34
31,08시 1구간,164.1
32,08시 2구간,164.1
33,08시 3구간,164.1
34,08시 4구간,164.1
35,09시 1구간,164.89
36,09시 2구간,164.89
37,09시 3구간,164.89
38,09시 4구간,164.89
39,10시 1구간,143.48
40,10시 2구간,143.48
41,10시 3구간,143.48
42,10시 4구간,143.48
43,11시 1구간,129.76
44,11시 2구간,129.76
45,11시 3구간,129.76
46,11시 4구간,129.76
47,12시 1구간,129.76
48,12시 2구간,129.76
49,12시 3구간,129.76
50,12시 4구간,129.76
51,13시 1구간,102.72
52,13시 2구간,102.72
53,13시 3구간,-79.32
54,13시 4구간,102.72
55,14시 1구간,110.95
56,14시 2구간,110.95
57,14시 3구간,110.95
58,14시 4구간,110.95
59,15시 1구간,129.76
60,15시 2구간,129.76
61,15시 3구간,129.76
62,15시 4구간,129.76
63,16시 1구간,130.41
64,16시 2구간,130.41
65,16시 3구간,130.41
66,16시 4구간,130.41
67,17시 1구간,148.97
68,17시 2구간,148.97
69,17시 3구간,148.97
70,17시 4구간,152.06
71,18시 1구간,155.66
72,18시 2구간,162.45
73,18시 3구간,162.45
74,18시 4구간,162.45
75,19시 1구간,162.45
76,19시 2구간,162.45
77,19시 3구간,162.45
78,19시 4구간,162.45
79,20시 1구간,153.33
80,20시 2구간,153.33
81,20시 3구간,153.33
82,20시 4구간,153.33
83,21시 1구간,153.46
84,21시 2구간,153.46
85,21시 3구간,153.46
86,21시 4구간,153.46
87,22시 1구간,153.46
88,22시 2구간,153.46
89,22시 3구간,153.46
90,22시 4구간,153.46
91,23시 1구간,153.46
92,23시 2구간,153.46
93,23시 3구간,153.46
94,23시 4구간,153.09
95,24시 1구간,153.09
96,24시 2구간,153.09
97,24시 3구간,153.09
98,24시 4구간,151.07
