,시간,04-09 (화)
0,최대,167.92
1,최소,-79.32
2,가중평균,125.9
3,01시 1구간,101.22
4,01시 2구간,101.22
5,01시 3구간,101.22
6,01시 4구간,101.22
7,02시 1구간,95.68
8,02시 2구간,95.68
9,02시 3구간,95.68
10,02시 4구간,95.68
11,03시 1구간,86.84
12,03시 2구간,86.84
13,03시 3구간,86.84
14,03시 4구간,86.84
15,04시 1구간,86.84
16,04시 2구간,86.84
17,04시 3구간,86.84
18,04시 4구간,86.84
19,05시 1구간,87.05
20,05시 2구간,87.05
21,05시 3구간,87.05
22,05시 4구간,87.05
23,06시 1구간,95.96
24,06시 2구간,95.96
25,06시 3구간,95.96
26,06시 4구간,95.96
27,07시 1구간,166.52
28,07시 2구간,167.92
29,07시 3구간,165.66
30,07시 4구간,165.67
31,08시 1구간,167.62
32,08시 2구간,167.88
33,08시 3구간,167.88
34,08시 4구간,167.85
35,09시 1구간,167.69
36,09시 2구간,167.59
37,09시 3구간,0.0
38,09시 4구간,0.0
39,10시 1구간,144.45
40,10시 2구간,144.45
41,10시 3구간,144.45
42,10시 4구간,144.45
43,11시 1구간,136.64
44,11시 2구간,136.64
45,11시 3구간,-51.27
46,11시 4구간,-79.32
47,12시 1구간,0.0
48,12시 2구간,133.59
49,12시 3구간,133.59
50,12시 4구간,133.59
51,13시 1구간,113.17
52,13시 2구간,113.17
53,13시 3구간,113.17
54,13시 4구간,113.17
55,14시 1구간,129.76
56,14시 2구간,129.76
57,14시 3구간,129.76
58,14시 4구간,129.76
59,15시 1구간,133.59
60,15시 2구간,133.59
61,15시 3구간,133.59
62,15시 4구간,133.59
63,16시 1구간,133.59
64,16시 2구간,133.59
65,16시 3구간,133.59
66,16시 4구간,133.59
67,17시 1구간,133.59
68,17시 2구간,152.23
69,17시 3구간,152.23
70,17시 4구간,152.23
71,18시 1구간,152.23
72,18시 2구간,152.23
73,18시 3구간,152.23
74,18시 4구간,152.22
75,19시 1구간,152.43
76,19시 2구간,152.43
77,19시 3구간,152.44
78,19시 4구간,153.48
79,20시 1구간,153.48
80,20시 2구간,153.48
81,20시 3구간,153.48
82,20시 4구간,152.44
83,21시 1구간,152.48
84,21시 2구간,152.48
85,21시 3구간,152.48
86,21시 4구간,152.48
87,22시 1구간,152.48
88,22시 2구간,152.48
89,22시 3구간,152.48
90,22시 4구간,152.48
91,23시 1구간,152.48
92,23시 2구간,152.48
93,23시 3구간,152.48
94,23시 4구간,152.48
95,24시 1구간,152.48
96,24시 2구간,152.48
97,24시 3구간,152.48
98,24시 4구간,152.48
