,시간,06-15 (토)
0,최대,153.76
1,최소,94.59
2,가중평균,126.61
3,01시 1구간,132.62
4,01시 2구간,132.62
5,01시 3구간,132.62
6,01시 4구간,132.62
7,02시 1구간,98.38
8,02시 2구간,98.38
9,02시 3구간,98.38
10,02시 4구간,98.38
11,03시 1구간,97.18
12,03시 2구간,97.18
13,03시 3구간,97.18
14,03시 4구간,97.18
15,04시 1구간,94.59
16,04시 2구간,94.59
17,04시 3구간,94.59
18,04시 4구간,94.59
19,05시 1구간,94.59
20,05시 2구간,94.59
21,05시 3구간,94.59
22,05시 4구간,94.59
23,06시 1구간,94.59
24,06시 2구간,94.59
25,06시 3구간,94.59
26,06시 4구간,94.59
27,07시 1구간,94.59
28,07시 2구간,94.59
29,07시 3구간,94.59
30,07시 4구간,94.59
31,08시 1구간,121.02
32,08시 2구간,121.02
33,08시 3구간,121.02
34,08시 4구간,121.02
35,09시 1구간,135.67
36,09시 2구간,135.66
37,09시 3구간,135.67
38,09시 4구간,135.67
39,10시 1구간,138.07
40,10시 2구간,138.07
41,10시 3구간,138.07
42,10시 4구간,138.07
43,11시 1구간,138.08
44,11시 2구간,138.08
45,11시 3구간,138.08
46,11시 4구간,138.08
47,12시 1구간,138.08
48,12시 2구간,138.08
49,12시 3구간,138.08
50,12시 4구간,138.08
51,13시 1구간,138.05
52,13시 2구간,138.05
53,13시 3구간,138.05
54,13시 4구간,138.05
55,14시 1구간,138.05
56,14시 2구간,138.05
57,14시 3구간,138.05
58,14시 4구간,138.05
59,15시 1구간,153.76
60,15시 2구간,153.76
61,15시 3구간,153.76
62,15시 4구간,153.76
63,16시 1구간,135.44
64,16시 2구간,135.44
65,16시 3구간,135.44
66,16시 4구간,135.44
67,17시 1구간,135.36
68,17시 2구간,135.36
69,17시 3구간,135.36
70,17시 4구간,135.36
71,18시 1구간,135.37
72,18시 2구간,135.37
73,18시 3구간,151.6
74,18시 4구간,151.52
75,19시 1구간,151.61
76,19시 2구간,151.63
77,19시 3구간,151.65
78,19시 4구간,151.67
79,20시 1구간,151.94
80,20시 2구간,151.94
81,20시 3구간,151.94
82,20시 4구간,151.94
83,21시 1구간,152.32
84,21시 2구간,152.32
85,21시 3구간,152.32
86,21시 4구간,152.32
87,22시 1구간,112.39
88,22시 2구간,112.39
89,22시 3구간,112.39
90,22시 4구간,112.39
91,23시 1구간,105.51
92,23시 2구간,105.51
93,23시 3구간,105.51
94,23시 4구간,105.51
95,24시 1구간,98.87
96,24시 2구간,98.87
97,24시 3구간,98.87
98,24시 4구간,98.87
