,시간,05-09 (목)
0,최대,154.42
1,최소,-79.06
2,가중평균,102.21
3,01시 1구간,154.42
4,01시 2구간,153.62
5,01시 3구간,153.71
6,01시 4구간,153.79
7,02시 1구간,115.86
8,02시 2구간,115.86
9,02시 3구간,115.86
10,02시 4구간,115.86
11,03시 1구간,115.86
12,03시 2구간,115.86
13,03시 3구간,115.86
14,03시 4구간,115.86
15,04시 1구간,95.82
16,04시 2구간,95.82
17,04시 3구간,95.82
18,04시 4구간,95.82
19,05시 1구간,113.76
20,05시 2구간,113.76
21,05시 3구간,113.76
22,05시 4구간,113.76
23,06시 1구간,125.53
24,06시 2구간,125.53
25,06시 3구간,125.53
26,06시 4구간,125.53
27,07시 1구간,129.12
28,07시 2구간,129.12
29,07시 3구간,129.12
30,07시 4구간,129.12
31,08시 1구간,129.52
32,08시 2구간,129.52
33,08시 3구간,129.52
34,08시 4구간,-2.0
35,09시 1구간,150.76
36,09시 2구간,150.76
37,09시 3구간,150.76
38,09시 4구간,150.76
39,10시 1구간,-77.94
40,10시 2구간,-79.06
41,10시 3구간,-79.06
42,10시 4구간,-79.06
43,11시 1구간,-77.94
44,11시 2구간,-79.06
45,11시 3구간,-79.06
46,11시 4구간,-79.06
47,12시 1구간,-79.06
48,12시 2구간,-77.94
49,12시 3구간,-79.06
50,12시 4구간,-79.06
51,13시 1구간,-79.06
52,13시 2구간,-79.06
53,13시 3구간,-79.06
54,13시 4구간,-77.94
55,14시 1구간,-2.0
56,14시 2구간,-2.0
57,14시 3구간,132.29
58,14시 4구간,132.29
59,15시 1구간,138.36
60,15시 2구간,138.36
61,15시 3구간,138.36
62,15시 4구간,138.36
63,16시 1구간,134.54
64,16시 2구간,134.54
65,16시 3구간,134.54
66,16시 4구간,134.54
67,17시 1구간,146.47
68,17시 2구간,147.23
69,17시 3구간,147.23
70,17시 4구간,147.23
71,18시 1구간,147.87
72,18시 2구간,147.87
73,18시 3구간,147.87
74,18시 4구간,147.87
75,19시 1구간,148.27
76,19시 2구간,148.27
77,19시 3구간,148.27
78,19시 4구간,148.27
79,20시 1구간,148.75
80,20시 2구간,148.75
81,20시 3구간,148.75
82,20시 4구간,148.75
83,21시 1구간,149.07
84,21시 2구간,149.07
85,21시 3구간,149.07
86,21시 4구간,149.07
87,22시 1구간,149.07
88,22시 2구간,149.07
89,22시 3구간,149.07
90,22시 4구간,149.07
91,23시 1구간,149.07
92,23시 2구간,149.07
93,23시 3구간,149.07
94,23시 4구간,149.07
95,24시 1구간,149.07
96,24시 2구간,149.07
97,24시 3구간,149.07
98,24시 4구간,149.07
