,시간,09-06 (금)
0,최대,161.85
1,최소,106.84
2,가중평균,148.51
3,01시 1구간,140.07
4,01시 2구간,140.07
5,01시 3구간,140.07
6,01시 4구간,140.07
7,02시 1구간,106.84
8,02시 2구간,106.84
9,02시 3구간,106.84
10,02시 4구간,106.84
11,03시 1구간,106.84
12,03시 2구간,106.84
13,03시 3구간,106.84
14,03시 4구간,106.84
15,04시 1구간,106.84
16,04시 2구간,106.84
17,04시 3구간,106.84
18,04시 4구간,106.84
19,05시 1구간,106.84
20,05시 2구간,106.84
21,05시 3구간,106.84
22,05시 4구간,106.84
23,06시 1구간,106.84
24,06시 2구간,106.84
25,06시 3구간,106.84
26,06시 4구간,106.84
27,07시 1구간,142.39
28,07시 2구간,142.39
29,07시 3구간,142.39
30,07시 4구간,142.39
31,08시 1구간,143.91
32,08시 2구간,143.91
33,08시 3구간,143.91
34,08시 4구간,143.91
35,09시 1구간,146.76
36,09시 2구간,146.76
37,09시 3구간,146.76
38,09시 4구간,146.76
39,10시 1구간,158.34
40,10시 2구간,158.35
41,10시 3구간,158.35
42,10시 4구간,158.42
43,11시 1구간,158.45
44,11시 2구간,158.39
45,11시 3구간,158.46
46,11시 4구간,158.38
47,12시 1구간,157.69
48,12시 2구간,157.73
49,12시 3구간,157.77
50,12시 4구간,156.87
51,13시 1구간,156.45
52,13시 2구간,157.05
53,13시 3구간,157.06
54,13시 4구간,158.06
55,14시 1구간,158.06
56,14시 2구간,158.06
57,14시 3구간,158.06
58,14시 4구간,158.09
59,15시 1구간,158.09
60,15시 2구간,158.09
61,15시 3구간,158.09
62,15시 4구간,158.06
63,16시 1구간,158.23
64,16시 2구간,158.23
65,16시 3구간,158.23
66,16시 4구간,158.24
67,17시 1구간,158.24
68,17시 2구간,158.24
69,17시 3구간,158.24
70,17시 4구간,158.26
71,18시 1구간,161.85
72,18시 2구간,161.85
73,18시 3구간,161.85
74,18시 4구간,160.3
75,19시 1구간,160.3
76,19시 2구간,160.3
77,19시 3구간,160.3
78,19시 4구간,160.3
79,20시 1구간,160.3
80,20시 2구간,160.3
81,20시 3구간,160.3
82,20시 4구간,160.3
83,21시 1구간,160.58
84,21시 2구간,160.58
85,21시 3구간,160.58
86,21시 4구간,160.71
87,22시 1구간,158.91
88,22시 2구간,159.02
89,22시 3구간,159.12
90,22시 4구간,159.22
91,23시 1구간,159.73
92,23시 2구간,158.59
93,23시 3구간,158.59
94,23시 4구간,158.59
95,24시 1구간,158.59
96,24시 2구간,158.59
97,24시 3구간,158.59
98,24시 4구간,157.46
