,시간,04-11 (목)
0,최대,252.21
1,최소,85.92
2,가중평균,132.08
3,01시 1구간,102.01
4,01시 2구간,252.21
5,01시 3구간,102.01
6,01시 4구간,102.01
7,02시 1구간,96.31
8,02시 2구간,96.31
9,02시 3구간,96.31
10,02시 4구간,96.31
11,03시 1구간,86.93
12,03시 2구간,86.93
13,03시 3구간,86.93
14,03시 4구간,86.93
15,04시 1구간,85.92
16,04시 2구간,85.92
17,04시 3구간,85.92
18,04시 4구간,85.92
19,05시 1구간,86.93
20,05시 2구간,86.93
21,05시 3구간,86.93
22,05시 4구간,86.93
23,06시 1구간,96.31
24,06시 2구간,96.31
25,06시 3구간,96.31
26,06시 4구간,96.31
27,07시 1구간,102.32
28,07시 2구간,102.32
29,07시 3구간,102.32
30,07시 4구간,102.32
31,08시 1구간,113.53
32,08시 2구간,113.53
33,08시 3구간,113.53
34,08시 4구간,113.53
35,09시 1구간,159.81
36,09시 2구간,159.81
37,09시 3구간,159.81
38,09시 4구간,158.34
39,10시 1구간,164.2
40,10시 2구간,164.2
41,10시 3구간,164.2
42,10시 4구간,164.2
43,11시 1구간,137.28
44,11시 2구간,137.28
45,11시 3구간,137.28
46,11시 4구간,137.28
47,12시 1구간,141.68
48,12시 2구간,141.68
49,12시 3구간,141.68
50,12시 4구간,141.68
51,13시 1구간,117.79
52,13시 2구간,117.79
53,13시 3구간,117.79
54,13시 4구간,117.79
55,14시 1구간,144.41
56,14시 2구간,144.41
57,14시 3구간,144.41
58,14시 4구간,144.41
59,15시 1구간,117.79
60,15시 2구간,117.79
61,15시 3구간,117.79
62,15시 4구간,117.79
63,16시 1구간,143.55
64,16시 2구간,143.55
65,16시 3구간,143.55
66,16시 4구간,143.55
67,17시 1구간,117.79
68,17시 2구간,117.79
69,17시 3구간,117.79
70,17시 4구간,117.79
71,18시 1구간,157.63
72,18시 2구간,157.63
73,18시 3구간,157.63
74,18시 4구간,157.63
75,19시 1구간,157.63
76,19시 2구간,157.63
77,19시 3구간,157.63
78,19시 4구간,157.63
79,20시 1구간,157.96
80,20시 2구간,157.96
81,20시 3구간,163.45
82,20시 4구간,163.45
83,21시 1구간,163.45
84,21시 2구간,163.45
85,21시 3구간,163.45
86,21시 4구간,163.45
87,22시 1구간,145.18
88,22시 2구간,145.18
89,22시 3구간,145.18
90,22시 4구간,145.18
91,23시 1구간,163.45
92,23시 2구간,159.87
93,23시 3구간,159.87
94,23시 4구간,159.87
95,24시 1구간,145.41
96,24시 2구간,145.41
97,24시 3구간,145.41
98,24시 4구간,116.33
