,시간,10-11 (금)
0,최대,150.58
1,최소,104.64
2,가중평균,127.88
3,01시 1구간,105.18
4,01시 2구간,105.18
5,01시 3구간,105.18
6,01시 4구간,105.18
7,02시 1구간,105.04
8,02시 2구간,105.04
9,02시 3구간,105.04
10,02시 4구간,105.04
11,03시 1구간,105.08
12,03시 2구간,105.08
13,03시 3구간,105.08
14,03시 4구간,105.08
15,04시 1구간,104.64
16,04시 2구간,104.64
17,04시 3구간,104.64
18,04시 4구간,104.64
19,05시 1구간,105.01
20,05시 2구간,105.01
21,05시 3구간,105.01
22,05시 4구간,105.01
23,06시 1구간,105.49
24,06시 2구간,105.49
25,06시 3구간,105.49
26,06시 4구간,105.49
27,07시 1구간,105.35
28,07시 2구간,105.35
29,07시 3구간,105.35
30,07시 4구간,105.35
31,08시 1구간,106.21
32,08시 2구간,106.21
33,08시 3구간,106.21
34,08시 4구간,106.21
35,09시 1구간,137.96
36,09시 2구간,137.96
37,09시 3구간,137.96
38,09시 4구간,137.96
39,10시 1구간,141.15
40,10시 2구간,122.23
41,10시 3구간,141.15
42,10시 4구간,141.15
43,11시 1구간,141.15
44,11시 2구간,141.15
45,11시 3구간,141.15
46,11시 4구간,141.15
47,12시 1구간,140.95
48,12시 2구간,140.95
49,12시 3구간,140.95
50,12시 4구간,140.95
51,13시 1구간,140.81
52,13시 2구간,140.81
53,13시 3구간,140.81
54,13시 4구간,140.81
55,14시 1구간,141.13
56,14시 2구간,141.13
57,14시 3구간,141.13
58,14시 4구간,141.13
59,15시 1구간,150.58
60,15시 2구간,150.58
61,15시 3구간,150.58
62,15시 4구간,150.58
63,16시 1구간,150.58
64,16시 2구간,150.58
65,16시 3구간,150.58
66,16시 4구간,150.58
67,17시 1구간,140.92
68,17시 2구간,140.92
69,17시 3구간,140.92
70,17시 4구간,140.92
71,18시 1구간,137.96
72,18시 2구간,137.96
73,18시 3구간,137.96
74,18시 4구간,137.96
75,19시 1구간,137.95
76,19시 2구간,137.95
77,19시 3구간,137.95
78,19시 4구간,137.95
79,20시 1구간,134.35
80,20시 2구간,134.35
81,20시 3구간,134.35
82,20시 4구간,134.35
83,21시 1구간,134.35
84,21시 2구간,134.35
85,21시 3구간,134.35
86,21시 4구간,134.35
87,22시 1구간,136.86
88,22시 2구간,136.86
89,22시 3구간,136.86
90,22시 4구간,136.86
91,23시 1구간,126.87
92,23시 2구간,126.87
93,23시 3구간,126.87
94,23시 4구간,126.87
95,24시 1구간,106.13
96,24시 2구간,106.13
97,24시 3구간,106.13
98,24시 4구간,106.13
