,시간,11-21 (목)
0,최대,151.57
1,최소,87.06
2,가중평균,116.89
3,01시 1구간,106.74
4,01시 2구간,106.74
5,01시 3구간,106.74
6,01시 4구간,106.74
7,02시 1구간,87.43
8,02시 2구간,87.43
9,02시 3구간,87.43
10,02시 4구간,87.43
11,03시 1구간,87.16
12,03시 2구간,87.16
13,03시 3구간,87.16
14,03시 4구간,87.16
15,04시 1구간,87.27
16,04시 2구간,87.27
17,04시 3구간,87.27
18,04시 4구간,87.27
19,05시 1구간,87.06
20,05시 2구간,87.06
21,05시 3구간,87.06
22,05시 4구간,87.06
23,06시 1구간,87.6
24,06시 2구간,87.6
25,06시 3구간,87.6
26,06시 4구간,87.6
27,07시 1구간,107.37
28,07시 2구간,107.37
29,07시 3구간,107.37
30,07시 4구간,107.37
31,08시 1구간,107.29
32,08시 2구간,107.29
33,08시 3구간,107.29
34,08시 4구간,107.29
35,09시 1구간,137.88
36,09시 2구간,137.88
37,09시 3구간,137.88
38,09시 4구간,137.88
39,10시 1구간,150.52
40,10시 2구간,150.52
41,10시 3구간,150.52
42,10시 4구간,150.52
43,11시 1구간,137.89
44,11시 2구간,137.89
45,11시 3구간,137.89
46,11시 4구간,137.89
47,12시 1구간,117.01
48,12시 2구간,117.01
49,12시 3구간,117.01
50,12시 4구간,117.01
51,13시 1구간,117.01
52,13시 2구간,117.01
53,13시 3구간,117.01
54,13시 4구간,117.01
55,14시 1구간,116.96
56,14시 2구간,116.96
57,14시 3구간,116.96
58,14시 4구간,116.96
59,15시 1구간,137.63
60,15시 2구간,137.63
61,15시 3구간,137.63
62,15시 4구간,137.63
63,16시 1구간,127.32
64,16시 2구간,127.32
65,16시 3구간,127.32
66,16시 4구간,127.32
67,17시 1구간,137.63
68,17시 2구간,137.63
69,17시 3구간,137.63
70,17시 4구간,137.63
71,18시 1구간,137.87
72,18시 2구간,137.87
73,18시 3구간,137.87
74,18시 4구간,137.87
75,19시 1구간,151.52
76,19시 2구간,151.54
77,19시 3구간,151.56
78,19시 4구간,151.57
79,20시 1구간,117.26
80,20시 2구간,117.26
81,20시 3구간,117.26
82,20시 4구간,117.26
83,21시 1구간,107.87
84,21시 2구간,107.87
85,21시 3구간,107.87
86,21시 4구간,107.87
87,22시 1구간,107.87
88,22시 2구간,107.87
89,22시 3구간,107.87
90,22시 4구간,107.87
91,23시 1구간,107.87
92,23시 2구간,107.87
93,23시 3구간,107.87
94,23시 4구간,107.87
95,24시 1구간,107.87
96,24시 2구간,107.87
97,24시 3구간,107.87
98,24시 4구간,107.87
