,시간,10-05 (토)
0,최대,137.05
1,최소,84.94
2,가중평균,103.04
3,01시 1구간,100.35
4,01시 2구간,100.35
5,01시 3구간,100.35
6,01시 4구간,100.35
7,02시 1구간,95.45
8,02시 2구간,95.45
9,02시 3구간,95.45
10,02시 4구간,95.45
11,03시 1구간,92.23
12,03시 2구간,92.23
13,03시 3구간,92.23
14,03시 4구간,92.23
15,04시 1구간,84.94
16,04시 2구간,84.94
17,04시 3구간,84.94
18,04시 4구간,84.94
19,05시 1구간,95.28
20,05시 2구간,95.28
21,05시 3구간,95.28
22,05시 4구간,95.28
23,06시 1구간,95.33
24,06시 2구간,95.33
25,06시 3구간,95.33
26,06시 4구간,95.33
27,07시 1구간,98.63
28,07시 2구간,98.63
29,07시 3구간,98.63
30,07시 4구간,98.63
31,08시 1구간,96.09
32,08시 2구간,96.09
33,08시 3구간,96.09
34,08시 4구간,96.09
35,09시 1구간,101.49
36,09시 2구간,101.49
37,09시 3구간,101.49
38,09시 4구간,101.49
39,10시 1구간,101.14
40,10시 2구간,101.14
41,10시 3구간,101.14
42,10시 4구간,101.14
43,11시 1구간,101.25
44,11시 2구간,101.25
45,11시 3구간,101.25
46,11시 4구간,101.25
47,12시 1구간,137.05
48,12시 2구간,137.05
49,12시 3구간,137.05
50,12시 4구간,137.05
51,13시 1구간,100.91
52,13시 2구간,100.91
53,13시 3구간,100.91
54,13시 4구간,100.91
55,14시 1구간,100.9
56,14시 2구간,125.54
57,14시 3구간,125.54
58,14시 4구간,125.54
59,15시 1구간,100.78
60,15시 2구간,100.78
61,15시 3구간,125.54
62,15시 4구간,125.54
63,16시 1구간,100.99
64,16시 2구간,100.99
65,16시 3구간,100.99
66,16시 4구간,100.99
67,17시 1구간,100.91
68,17시 2구간,100.91
69,17시 3구간,100.91
70,17시 4구간,100.91
71,18시 1구간,101.31
72,18시 2구간,101.31
73,18시 3구간,101.31
74,18시 4구간,101.31
75,19시 1구간,105.75
76,19시 2구간,105.75
77,19시 3구간,105.75
78,19시 4구간,105.75
79,20시 1구간,105.75
80,20시 2구간,105.75
81,20시 3구간,105.75
82,20시 4구간,105.75
83,21시 1구간,105.75
84,21시 2구간,105.75
85,21시 3구간,105.75
86,21시 4구간,105.75
87,22시 1구간,105.67
88,22시 2구간,105.67
89,22시 3구간,105.67
90,22시 4구간,105.67
91,23시 1구간,101.73
92,23시 2구간,101.73
93,23시 3구간,101.73
94,23시 4구간,101.73
95,24시 1구간,101.73
96,24시 2구간,101.73
97,24시 3구간,101.73
98,24시 4구간,101.73
