,시간,11-10 (일)
0,최대,114.99
1,최소,78.4
2,가중평균,98.74
3,01시 1구간,98.1
4,01시 2구간,98.1
5,01시 3구간,98.1
6,01시 4구간,98.1
7,02시 1구간,78.4
8,02시 2구간,78.4
9,02시 3구간,78.4
10,02시 4구간,78.4
11,03시 1구간,78.4
12,03시 2구간,78.4
13,03시 3구간,78.4
14,03시 4구간,78.4
15,04시 1구간,78.4
16,04시 2구간,78.4
17,04시 3구간,78.4
18,04시 4구간,78.4
19,05시 1구간,78.4
20,05시 2구간,78.4
21,05시 3구간,78.4
22,05시 4구간,78.4
23,06시 1구간,78.4
24,06시 2구간,78.4
25,06시 3구간,78.4
26,06시 4구간,78.4
27,07시 1구간,80.24
28,07시 2구간,80.24
29,07시 3구간,80.24
30,07시 4구간,80.24
31,08시 1구간,90.77
32,08시 2구간,90.77
33,08시 3구간,90.77
34,08시 4구간,90.77
35,09시 1구간,90.68
36,09시 2구간,90.68
37,09시 3구간,90.68
38,09시 4구간,90.68
39,10시 1구간,92.45
40,10시 2구간,92.45
41,10시 3구간,92.45
42,10시 4구간,92.45
43,11시 1구간,92.24
44,11시 2구간,92.24
45,11시 3구간,92.24
46,11시 4구간,92.24
47,12시 1구간,114.99
48,12시 2구간,114.99
49,12시 3구간,114.99
50,12시 4구간,114.99
51,13시 1구간,92.0
52,13시 2구간,92.0
53,13시 3구간,92.0
54,13시 4구간,92.0
55,14시 1구간,114.27
56,14시 2구간,114.27
57,14시 3구간,114.27
58,14시 4구간,114.27
59,15시 1구간,92.0
60,15시 2구간,92.0
61,15시 3구간,92.0
62,15시 4구간,92.0
63,16시 1구간,114.6
64,16시 2구간,114.6
65,16시 3구간,114.6
66,16시 4구간,114.6
67,17시 1구간,114.99
68,17시 2구간,114.99
69,17시 3구간,114.99
70,17시 4구간,114.99
71,18시 1구간,114.99
72,18시 2구간,114.99
73,18시 3구간,114.99
74,18시 4구간,114.99
75,19시 1구간,114.99
76,19시 2구간,114.99
77,19시 3구간,114.99
78,19시 4구간,114.99
79,20시 1구간,114.99
80,20시 2구간,114.99
81,20시 3구간,114.99
82,20시 4구간,114.99
83,21시 1구간,114.99
84,21시 2구간,114.99
85,21시 3구간,114.99
86,21시 4구간,114.99
87,22시 1구간,114.94
88,22시 2구간,114.94
89,22시 3구간,114.94
90,22시 4구간,114.94
91,23시 1구간,92.24
92,23시 2구간,92.24
93,23시 3구간,92.24
94,23시 4구간,92.24
95,24시 1구간,92.45
96,24시 2구간,92.45
97,24시 3구간,92.45
98,24시 4구간,92.45
