,시간,07-07 (일)
0,최대,154.96
1,최소,-0.42
2,가중평균,127.38
3,01시 1구간,124.96
4,01시 2구간,124.96
5,01시 3구간,124.96
6,01시 4구간,124.96
7,02시 1구간,101.4
8,02시 2구간,101.4
9,02시 3구간,101.4
10,02시 4구간,101.4
11,03시 1구간,95.43
12,03시 2구간,95.43
13,03시 3구간,95.43
14,03시 4구간,95.43
15,04시 1구간,95.43
16,04시 2구간,95.43
17,04시 3구간,95.43
18,04시 4구간,95.43
19,05시 1구간,95.43
20,05시 2구간,95.43
21,05시 3구간,95.43
22,05시 4구간,95.43
23,06시 1구간,95.43
24,06시 2구간,95.43
25,06시 3구간,95.43
26,06시 4구간,95.43
27,07시 1구간,95.43
28,07시 2구간,95.43
29,07시 3구간,95.43
30,07시 4구간,95.43
31,08시 1구간,-0.42
32,08시 2구간,-0.42
33,08시 3구간,-0.42
34,08시 4구간,101.42
35,09시 1구간,104.74
36,09시 2구간,104.74
37,09시 3구간,104.74
38,09시 4구간,104.74
39,10시 1구간,136.89
40,10시 2구간,136.89
41,10시 3구간,136.89
42,10시 4구간,136.89
43,11시 1구간,136.88
44,11시 2구간,136.88
45,11시 3구간,136.88
46,11시 4구간,136.88
47,12시 1구간,140.6
48,12시 2구간,140.6
49,12시 3구간,140.6
50,12시 4구간,140.6
51,13시 1구간,140.6
52,13시 2구간,140.6
53,13시 3구간,140.6
54,13시 4구간,140.6
55,14시 1구간,138.47
56,14시 2구간,138.47
57,14시 3구간,138.47
58,14시 4구간,138.47
59,15시 1구간,136.88
60,15시 2구간,136.88
61,15시 3구간,136.88
62,15시 4구간,136.88
63,16시 1구간,136.88
64,16시 2구간,136.88
65,16시 3구간,136.88
66,16시 4구간,136.88
67,17시 1구간,136.88
68,17시 2구간,136.88
69,17시 3구간,136.88
70,17시 4구간,136.88
71,18시 1구간,151.5
72,18시 2구간,151.7
73,18시 3구간,151.7
74,18시 4구간,151.81
75,19시 1구간,151.83
76,19시 2구간,152.08
77,19시 3구간,152.08
78,19시 4구간,152.04
79,20시 1구간,154.9
80,20시 2구간,154.87
81,20시 3구간,154.85
82,20시 4구간,154.96
83,21시 1구간,154.93
84,21시 2구간,154.9
85,21시 3구간,154.88
86,21시 4구간,154.85
87,22시 1구간,152.55
88,22시 2구간,152.63
89,22시 3구간,152.71
90,22시 4구간,152.78
91,23시 1구간,153.49
92,23시 2구간,152.61
93,23시 3구간,153.49
94,23시 4구간,153.49
95,24시 1구간,115.67
96,24시 2구간,115.67
97,24시 3구간,115.67
98,24시 4구간,115.67
