,시간,09-10 (화)
0,최대,175.23
1,최소,143.06
2,가중평균,161.18
3,01시 1구간,160.87
4,01시 2구간,160.91
5,01시 3구간,160.94
6,01시 4구간,160.99
7,02시 1구간,160.37
8,02시 2구간,160.44
9,02시 3구간,160.44
10,02시 4구간,160.46
11,03시 1구간,160.49
12,03시 2구간,160.51
13,03시 3구간,160.54
14,03시 4구간,160.63
15,04시 1구간,160.78
16,04시 2구간,160.67
17,04시 3구간,160.74
18,04시 4구간,160.44
19,05시 1구간,158.25
20,05시 2구간,158.29
21,05시 3구간,158.32
22,05시 4구간,157.11
23,06시 1구간,157.1
24,06시 2구간,157.1
25,06시 3구간,157.1
26,06시 4구간,157.1
27,07시 1구간,157.1
28,07시 2구간,157.1
29,07시 3구간,157.1
30,07시 4구간,157.13
31,08시 1구간,161.82
32,08시 2구간,161.75
33,08시 3구간,161.68
34,08시 4구간,161.61
35,09시 1구간,156.79
36,09시 2구간,156.79
37,09시 3구간,156.79
38,09시 4구간,156.79
39,10시 1구간,161.18
40,10시 2구간,161.18
41,10시 3구간,161.18
42,10시 4구간,161.32
43,11시 1구간,161.32
44,11시 2구간,161.32
45,11시 3구간,161.32
46,11시 4구간,160.98
47,12시 1구간,160.98
48,12시 2구간,160.98
49,12시 3구간,160.98
50,12시 4구간,161.37
51,13시 1구간,161.37
52,13시 2구간,161.37
53,13시 3구간,161.37
54,13시 4구간,161.13
55,14시 1구간,161.13
56,14시 2구간,161.13
57,14시 3구간,161.13
58,14시 4구간,161.13
59,15시 1구간,161.13
60,15시 2구간,161.13
61,15시 3구간,161.13
62,15시 4구간,161.13
63,16시 1구간,173.95
64,16시 2구간,173.95
65,16시 3구간,173.95
66,16시 4구간,173.95
67,17시 1구간,175.23
68,17시 2구간,175.23
69,17시 3구간,175.23
70,17시 4구간,175.23
71,18시 1구간,161.03
72,18시 2구간,161.03
73,18시 3구간,161.03
74,18시 4구간,161.03
75,19시 1구간,161.31
76,19시 2구간,161.31
77,19시 3구간,161.31
78,19시 4구간,161.41
79,20시 1구간,161.41
80,20시 2구간,161.41
81,20시 3구간,161.41
82,20시 4구간,161.38
83,21시 1구간,161.35
84,21시 2구간,161.33
85,21시 3구간,161.31
86,21시 4구간,161.28
87,22시 1구간,161.26
88,22시 2구간,161.29
89,22시 3구간,161.32
90,22시 4구간,161.36
91,23시 1구간,159.37
92,23시 2구간,158.89
93,23시 3구간,158.89
94,23시 4구간,159.37
95,24시 1구간,143.06
96,24시 2구간,143.06
97,24시 3구간,143.06
98,24시 4구간,143.06
