,시간,10-12 (토)
0,최대,107.36
1,최소,100.09
2,가중평균,104.92
3,01시 1구간,105.62
4,01시 2구간,105.62
5,01시 3구간,105.62
6,01시 4구간,105.62
7,02시 1구간,103.11
8,02시 2구간,103.11
9,02시 3구간,103.11
10,02시 4구간,103.11
11,03시 1구간,103.41
12,03시 2구간,103.41
13,03시 3구간,103.41
14,03시 4구간,103.41
15,04시 1구간,103.44
16,04시 2구간,103.44
17,04시 3구간,103.44
18,04시 4구간,103.44
19,05시 1구간,103.44
20,05시 2구간,103.44
21,05시 3구간,103.44
22,05시 4구간,103.44
23,06시 1구간,103.36
24,06시 2구간,103.36
25,06시 3구간,103.36
26,06시 4구간,103.36
27,07시 1구간,105.62
28,07시 2구간,105.62
29,07시 3구간,105.62
30,07시 4구간,105.62
31,08시 1구간,100.48
32,08시 2구간,100.48
33,08시 3구간,100.48
34,08시 4구간,100.48
35,09시 1구간,100.2
36,09시 2구간,100.2
37,09시 3구간,100.2
38,09시 4구간,100.2
39,10시 1구간,100.24
40,10시 2구간,100.24
41,10시 3구간,100.24
42,10시 4구간,100.24
43,11시 1구간,106.59
44,11시 2구간,106.59
45,11시 3구간,106.59
46,11시 4구간,106.59
47,12시 1구간,106.58
48,12시 2구간,106.58
49,12시 3구간,106.58
50,12시 4구간,106.58
51,13시 1구간,106.44
52,13시 2구간,106.44
53,13시 3구간,106.44
54,13시 4구간,106.44
55,14시 1구간,105.67
56,14시 2구간,105.67
57,14시 3구간,105.67
58,14시 4구간,105.67
59,15시 1구간,100.09
60,15시 2구간,100.09
61,15시 3구간,100.09
62,15시 4구간,100.09
63,16시 1구간,105.82
64,16시 2구간,105.82
65,16시 3구간,105.82
66,16시 4구간,105.82
67,17시 1구간,105.88
68,17시 2구간,105.88
69,17시 3구간,105.88
70,17시 4구간,105.88
71,18시 1구간,106.6
72,18시 2구간,106.6
73,18시 3구간,106.6
74,18시 4구간,106.6
75,19시 1구간,107.29
76,19시 2구간,107.29
77,19시 3구간,107.29
78,19시 4구간,107.29
79,20시 1구간,107.36
80,20시 2구간,107.36
81,20시 3구간,107.36
82,20시 4구간,107.36
83,21시 1구간,107.36
84,21시 2구간,107.36
85,21시 3구간,107.36
86,21시 4구간,107.36
87,22시 1구간,106.72
88,22시 2구간,106.72
89,22시 3구간,106.72
90,22시 4구간,106.72
91,23시 1구간,106.72
92,23시 2구간,106.72
93,23시 3구간,106.72
94,23시 4구간,106.72
95,24시 1구간,106.72
96,24시 2구간,106.72
97,24시 3구간,106.72
98,24시 4구간,106.72
