,시간,10-27 (일)
0,최대,219.19
1,최소,76.21
2,가중평균,113.11
3,01시 1구간,157.35
4,01시 2구간,85.46
5,01시 3구간,85.46
6,01시 4구간,85.46
7,02시 1구간,76.89
8,02시 2구간,76.89
9,02시 3구간,76.89
10,02시 4구간,76.89
11,03시 1구간,76.21
12,03시 2구간,76.21
13,03시 3구간,76.21
14,03시 4구간,76.21
15,04시 1구간,76.21
16,04시 2구간,76.21
17,04시 3구간,76.21
18,04시 4구간,76.21
19,05시 1구간,76.21
20,05시 2구간,76.21
21,05시 3구간,76.21
22,05시 4구간,76.21
23,06시 1구간,76.21
24,06시 2구간,76.21
25,06시 3구간,76.21
26,06시 4구간,76.21
27,07시 1구간,77.04
28,07시 2구간,77.04
29,07시 3구간,77.04
30,07시 4구간,77.04
31,08시 1구간,160.36
32,08시 2구간,160.17
33,08시 3구간,155.0
34,08시 4구간,159.03
35,09시 1구간,158.13
36,09시 2구간,94.15
37,09시 3구간,160.37
38,09시 4구간,210.12
39,10시 1구간,209.43
40,10시 2구간,209.55
41,10시 3구간,216.99
42,10시 4구간,216.99
43,11시 1구간,219.19
44,11시 2구간,158.27
45,11시 3구간,214.26
46,11시 4구간,158.23
47,12시 1구간,157.14
48,12시 2구간,117.34
49,12시 3구간,117.34
50,12시 4구간,117.34
51,13시 1구간,156.99
52,13시 2구간,157.0
53,13시 3구간,158.83
54,13시 4구간,157.2
55,14시 1구간,103.31
56,14시 2구간,103.31
57,14시 3구간,157.41
58,14시 4구간,103.31
59,15시 1구간,101.01
60,15시 2구간,101.01
61,15시 3구간,101.01
62,15시 4구간,101.01
63,16시 1구간,101.07
64,16시 2구간,101.07
65,16시 3구간,101.07
66,16시 4구간,101.07
67,17시 1구간,101.12
68,17시 2구간,101.12
69,17시 3구간,101.12
70,17시 4구간,101.12
71,18시 1구간,101.14
72,18시 2구간,101.14
73,18시 3구간,157.88
74,18시 4구간,158.4
75,19시 1구간,101.14
76,19시 2구간,101.14
77,19시 3구간,101.14
78,19시 4구간,101.14
79,20시 1구간,101.14
80,20시 2구간,101.14
81,20시 3구간,101.14
82,20시 4구간,101.14
83,21시 1구간,98.47
84,21시 2구간,155.14
85,21시 3구간,98.47
86,21시 4구간,98.47
87,22시 1구간,94.15
88,22시 2구간,94.15
89,22시 3구간,94.15
90,22시 4구간,94.15
91,23시 1구간,93.92
92,23시 2구간,93.92
93,23시 3구간,93.92
94,23시 4구간,93.92
95,24시 1구간,83.19
96,24시 2구간,83.19
97,24시 3구간,83.19
98,24시 4구간,83.19
