,시간,06-08 (토)
0,최대,142.39
1,최소,98.73
2,가중평균,128.79
3,01시 1구간,137.83
4,01시 2구간,137.83
5,01시 3구간,137.83
6,01시 4구간,137.83
7,02시 1구간,135.78
8,02시 2구간,135.78
9,02시 3구간,135.78
10,02시 4구간,135.78
11,03시 1구간,114.67
12,03시 2구간,114.67
13,03시 3구간,114.67
14,03시 4구간,114.67
15,04시 1구간,98.73
16,04시 2구간,98.73
17,04시 3구간,98.73
18,04시 4구간,98.73
19,05시 1구간,98.73
20,05시 2구간,98.73
21,05시 3구간,98.73
22,05시 4구간,98.73
23,06시 1구간,98.73
24,06시 2구간,98.73
25,06시 3구간,98.73
26,06시 4구간,98.73
27,07시 1구간,108.67
28,07시 2구간,108.67
29,07시 3구간,108.67
30,07시 4구간,108.67
31,08시 1구간,98.73
32,08시 2구간,98.73
33,08시 3구간,98.73
34,08시 4구간,98.73
35,09시 1구간,126.39
36,09시 2구간,126.39
37,09시 3구간,126.39
38,09시 4구간,126.39
39,10시 1구간,126.39
40,10시 2구간,126.39
41,10시 3구간,126.39
42,10시 4구간,126.39
43,11시 1구간,140.91
44,11시 2구간,140.91
45,11시 3구간,140.91
46,11시 4구간,140.91
47,12시 1구간,142.39
48,12시 2구간,142.39
49,12시 3구간,142.39
50,12시 4구간,142.39
51,13시 1구간,140.46
52,13시 2구간,140.46
53,13시 3구간,140.46
54,13시 4구간,140.46
55,14시 1구간,126.39
56,14시 2구간,126.39
57,14시 3구간,126.39
58,14시 4구간,126.39
59,15시 1구간,136.14
60,15시 2구간,136.14
61,15시 3구간,136.14
62,15시 4구간,136.14
63,16시 1구간,136.1
64,16시 2구간,136.1
65,16시 3구간,136.1
66,16시 4구간,136.1
67,17시 1구간,136.11
68,17시 2구간,136.11
69,17시 3구간,136.11
70,17시 4구간,136.11
71,18시 1구간,136.11
72,18시 2구간,136.11
73,18시 3구간,136.11
74,18시 4구간,136.11
75,19시 1구간,136.11
76,19시 2구간,136.11
77,19시 3구간,136.11
78,19시 4구간,136.11
79,20시 1구간,140.45
80,20시 2구간,140.45
81,20시 3구간,140.45
82,20시 4구간,140.45
83,21시 1구간,136.31
84,21시 2구간,136.31
85,21시 3구간,136.31
86,21시 4구간,136.31
87,22시 1구간,136.14
88,22시 2구간,136.14
89,22시 3구간,136.14
90,22시 4구간,136.14
91,23시 1구간,136.14
92,23시 2구간,136.14
93,23시 3구간,136.14
94,23시 4구간,136.14
95,24시 1구간,136.13
96,24시 2구간,136.13
97,24시 3구간,136.13
98,24시 4구간,136.13
