,시간,09-08 (일)
0,최대,162.3
1,최소,111.89
2,가중평균,143.61
3,01시 1구간,161.32
4,01시 2구간,161.32
5,01시 3구간,161.32
6,01시 4구간,161.32
7,02시 1구간,129.68
8,02시 2구간,129.68
9,02시 3구간,129.68
10,02시 4구간,129.68
11,03시 1구간,111.89
12,03시 2구간,111.89
13,03시 3구간,111.89
14,03시 4구간,111.89
15,04시 1구간,111.89
16,04시 2구간,111.89
17,04시 3구간,111.89
18,04시 4구간,111.89
19,05시 1구간,111.89
20,05시 2구간,111.89
21,05시 3구간,111.89
22,05시 4구간,111.89
23,06시 1구간,111.89
24,06시 2구간,111.89
25,06시 3구간,111.89
26,06시 4구간,111.89
27,07시 1구간,111.89
28,07시 2구간,111.89
29,07시 3구간,111.89
30,07시 4구간,111.89
31,08시 1구간,115.19
32,08시 2구간,115.19
33,08시 3구간,115.19
34,08시 4구간,115.19
35,09시 1구간,115.19
36,09시 2구간,115.19
37,09시 3구간,115.19
38,09시 4구간,115.19
39,10시 1구간,140.37
40,10시 2구간,140.37
41,10시 3구간,140.37
42,10시 4구간,140.37
43,11시 1구간,140.37
44,11시 2구간,140.37
45,11시 3구간,140.37
46,11시 4구간,140.37
47,12시 1구간,141.35
48,12시 2구간,141.35
49,12시 3구간,141.35
50,12시 4구간,141.35
51,13시 1구간,143.91
52,13시 2구간,143.91
53,13시 3구간,143.91
54,13시 4구간,143.91
55,14시 1구간,141.34
56,14시 2구간,141.34
57,14시 3구간,141.34
58,14시 4구간,141.34
59,15시 1구간,143.19
60,15시 2구간,143.19
61,15시 3구간,158.64
62,15시 4구간,158.64
63,16시 1구간,160.39
64,16시 2구간,160.39
65,16시 3구간,160.39
66,16시 4구간,160.39
67,17시 1구간,160.39
68,17시 2구간,160.39
69,17시 3구간,160.39
70,17시 4구간,160.39
71,18시 1구간,161.04
72,18시 2구간,161.04
73,18시 3구간,161.04
74,18시 4구간,161.04
75,19시 1구간,161.32
76,19시 2구간,161.32
77,19시 3구간,161.32
78,19시 4구간,161.32
79,20시 1구간,161.32
80,20시 2구간,161.32
81,20시 3구간,161.32
82,20시 4구간,162.02
83,21시 1구간,162.3
84,21시 2구간,162.3
85,21시 3구간,162.3
86,21시 4구간,162.3
87,22시 1구간,160.59
88,22시 2구간,160.59
89,22시 3구간,160.59
90,22시 4구간,160.62
91,23시 1구간,159.9
92,23시 2구간,159.9
93,23시 3구간,159.9
94,23시 4구간,159.9
95,24시 1구간,159.9
96,24시 2구간,159.9
97,24시 3구간,159.9
98,24시 4구간,159.9
