,시간,05-01 (수)
0,최대,152.04
1,최소,-79.06
2,가중평균,123.12
3,01시 1구간,151.45
4,01시 2구간,151.45
5,01시 3구간,151.45
6,01시 4구간,151.52
7,02시 1구간,151.52
8,02시 2구간,151.5
9,02시 3구간,151.55
10,02시 4구간,151.76
11,03시 1구간,151.76
12,03시 2구간,151.76
13,03시 3구간,151.76
14,03시 4구간,141.25
15,04시 1구간,112.25
16,04시 2구간,112.25
17,04시 3구간,112.25
18,04시 4구간,112.25
19,05시 1구간,113.6
20,05시 2구간,113.6
21,05시 3구간,113.6
22,05시 4구간,113.6
23,06시 1구간,152.04
24,06시 2구간,152.02
25,06시 3구간,152.01
26,06시 4구간,151.43
27,07시 1구간,151.43
28,07시 2구간,151.44
29,07시 3구간,151.44
30,07시 4구간,151.25
31,08시 1구간,151.25
32,08시 2구간,151.25
33,08시 3구간,151.25
34,08시 4구간,141.17
35,09시 1구간,103.13
36,09시 2구간,103.13
37,09시 3구간,103.13
38,09시 4구간,103.13
39,10시 1구간,103.68
40,10시 2구간,103.68
41,10시 3구간,103.68
42,10시 4구간,-2.0
43,11시 1구간,-79.06
44,11시 2구간,-79.06
45,11시 3구간,-79.06
46,11시 4구간,111.57
47,12시 1구간,111.2
48,12시 2구간,111.2
49,12시 3구간,111.2
50,12시 4구간,111.2
51,13시 1구간,103.27
52,13시 2구간,103.27
53,13시 3구간,103.27
54,13시 4구간,103.27
55,14시 1구간,103.52
56,14시 2구간,103.52
57,14시 3구간,103.52
58,14시 4구간,103.52
59,15시 1구간,110.0
60,15시 2구간,110.0
61,15시 3구간,110.0
62,15시 4구간,110.0
63,16시 1구간,109.23
64,16시 2구간,109.23
65,16시 3구간,109.23
66,16시 4구간,109.23
67,17시 1구간,103.24
68,17시 2구간,103.24
69,17시 3구간,103.24
70,17시 4구간,103.24
71,18시 1구간,113.97
72,18시 2구간,113.97
73,18시 3구간,113.97
74,18시 4구간,113.97
75,19시 1구간,147.15
76,19시 2구간,147.15
77,19시 3구간,147.15
78,19시 4구간,147.15
79,20시 1구간,149.34
80,20시 2구간,149.34
81,20시 3구간,149.34
82,20시 4구간,149.34
83,21시 1구간,150.08
84,21시 2구간,150.08
85,21시 3구간,150.08
86,21시 4구간,150.08
87,22시 1구간,150.08
88,22시 2구간,150.08
89,22시 3구간,150.08
90,22시 4구간,150.08
91,23시 1구간,150.08
92,23시 2구간,150.08
93,23시 3구간,150.08
94,23시 4구간,150.08
95,24시 1구간,150.35
96,24시 2구간,150.35
97,24시 3구간,150.35
98,24시 4구간,150.35
