,시간,05-28 (화)
0,최대,159.69
1,최소,-79.06
2,가중평균,75.98
3,01시 1구간,110.7
4,01시 2구간,110.7
5,01시 3구간,110.7
6,01시 4구간,110.7
7,02시 1구간,112.22
8,02시 2구간,112.22
9,02시 3구간,112.22
10,02시 4구간,112.22
11,03시 1구간,100.74
12,03시 2구간,100.74
13,03시 3구간,100.74
14,03시 4구간,100.74
15,04시 1구간,91.58
16,04시 2구간,91.58
17,04시 3구간,91.58
18,04시 4구간,91.58
19,05시 1구간,101.04
20,05시 2구간,101.04
21,05시 3구간,101.04
22,05시 4구간,-0.79
23,06시 1구간,-0.38
24,06시 2구간,-0.38
25,06시 3구간,111.72
26,06시 4구간,111.72
27,07시 1구간,112.13
28,07시 2구간,112.13
29,07시 3구간,-0.94
30,07시 4구간,-2.0
31,08시 1구간,-2.0
32,08시 2구간,-2.0
33,08시 3구간,-2.0
34,08시 4구간,-79.06
35,09시 1구간,-71.15
36,09시 2구간,-79.06
37,09시 3구간,-79.06
38,09시 4구간,-0.18
39,10시 1구간,-2.0
40,10시 2구간,-47.44
41,10시 3구간,-79.06
42,10시 4구간,-79.06
43,11시 1구간,-79.06
44,11시 2구간,-79.06
45,11시 3구간,-79.06
46,11시 4구간,-79.06
47,12시 1구간,-79.06
48,12시 2구간,-79.06
49,12시 3구간,-79.06
50,12시 4구간,-79.06
51,13시 1구간,-79.06
52,13시 2구간,-79.06
53,13시 3구간,-79.06
54,13시 4구간,-79.06
55,14시 1구간,-47.44
56,14시 2구간,-2.0
57,14시 3구간,-0.05
58,14시 4구간,0.0
59,15시 1구간,140.13
60,15시 2구간,0.0
61,15시 3구간,140.13
62,15시 4구간,140.13
63,16시 1구간,139.39
64,16시 2구간,139.39
65,16시 3구간,139.39
66,16시 4구간,139.39
67,17시 1구간,140.29
68,17시 2구간,140.29
69,17시 3구간,0.0
70,17시 4구간,119.37
71,18시 1구간,151.83
72,18시 2구간,154.65
73,18시 3구간,159.66
74,18시 4구간,159.42
75,19시 1구간,159.69
76,19시 2구간,159.45
77,19시 3구간,159.21
78,19시 4구간,158.98
79,20시 1구간,159.29
80,20시 2구간,159.06
81,20시 3구간,158.83
82,20시 4구간,157.76
83,21시 1구간,158.25
84,21시 2구간,158.19
85,21시 3구간,158.12
86,21시 4구간,158.06
87,22시 1구간,158.31
88,22시 2구간,158.25
89,22시 3구간,158.18
90,22시 4구간,158.02
91,23시 1구간,155.87
92,23시 2구간,158.02
93,23시 3구간,156.72
94,23시 4구간,156.72
95,24시 1구간,156.53
96,24시 2구간,156.53
97,24시 3구간,156.53
98,24시 4구간,154.85
