,시간,04-22 (월)
0,최대,168.37
1,최소,85.66
2,가중평균,135.37
3,01시 1구간,96.34
4,01시 2구간,96.34
5,01시 3구간,96.34
6,01시 4구간,96.34
7,02시 1구간,85.66
8,02시 2구간,85.66
9,02시 3구간,85.66
10,02시 4구간,85.66
11,03시 1구간,91.72
12,03시 2구간,91.72
13,03시 3구간,91.72
14,03시 4구간,91.72
15,04시 1구간,91.99
16,04시 2구간,91.99
17,04시 3구간,91.99
18,04시 4구간,91.99
19,05시 1구간,85.66
20,05시 2구간,85.66
21,05시 3구간,85.66
22,05시 4구간,85.66
23,06시 1구간,91.81
24,06시 2구간,91.81
25,06시 3구간,91.81
26,06시 4구간,91.81
27,07시 1구간,115.89
28,07시 2구간,115.89
29,07시 3구간,115.89
30,07시 4구간,115.89
31,08시 1구간,116.25
32,08시 2구간,116.25
33,08시 3구간,116.25
34,08시 4구간,116.25
35,09시 1구간,168.12
36,09시 2구간,168.37
37,09시 3구간,168.37
38,09시 4구간,168.37
39,10시 1구간,168.37
40,10시 2구간,168.37
41,10시 3구간,168.37
42,10시 4구간,145.37
43,11시 1구간,145.25
44,11시 2구간,145.25
45,11시 3구간,145.25
46,11시 4구간,145.25
47,12시 1구간,140.31
48,12시 2구간,140.31
49,12시 3구간,140.31
50,12시 4구간,140.31
51,13시 1구간,130.92
52,13시 2구간,130.92
53,13시 3구간,130.92
54,13시 4구간,130.92
55,14시 1구간,138.58
56,14시 2구간,138.58
57,14시 3구간,138.58
58,14시 4구간,138.58
59,15시 1구간,141.54
60,15시 2구간,141.54
61,15시 3구간,141.54
62,15시 4구간,141.54
63,16시 1구간,142.25
64,16시 2구간,142.25
65,16시 3구간,155.26
66,16시 4구간,155.26
67,17시 1구간,155.26
68,17시 2구간,155.26
69,17시 3구간,155.26
70,17시 4구간,155.26
71,18시 1구간,155.26
72,18시 2구간,155.26
73,18시 3구간,155.26
74,18시 4구간,155.26
75,19시 1구간,156.72
76,19시 2구간,156.72
77,19시 3구간,156.72
78,19시 4구간,156.72
79,20시 1구간,156.72
80,20시 2구간,156.72
81,20시 3구간,156.72
82,20시 4구간,156.72
83,21시 1구간,156.72
84,21시 2구간,156.72
85,21시 3구간,156.72
86,21시 4구간,156.72
87,22시 1구간,155.81
88,22시 2구간,155.81
89,22시 3구간,155.81
90,22시 4구간,155.81
91,23시 1구간,155.81
92,23시 2구간,155.81
93,23시 3구간,155.81
94,23시 4구간,155.81
95,24시 1구간,155.81
96,24시 2구간,155.81
97,24시 3구간,155.81
98,24시 4구간,155.81
