,시간,07-04 (목)
0,최대,155.24
1,최소,94.01
2,가중평균,133.78
3,01시 1구간,105.58
4,01시 2구간,105.58
5,01시 3구간,105.58
6,01시 4구간,105.58
7,02시 1구간,95.99
8,02시 2구간,95.99
9,02시 3구간,95.99
10,02시 4구간,95.99
11,03시 1구간,94.83
12,03시 2구간,94.83
13,03시 3구간,94.83
14,03시 4구간,94.83
15,04시 1구간,94.83
16,04시 2구간,94.83
17,04시 3구간,94.83
18,04시 4구간,94.83
19,05시 1구간,94.01
20,05시 2구간,94.01
21,05시 3구간,94.01
22,05시 4구간,94.01
23,06시 1구간,94.83
24,06시 2구간,94.83
25,06시 3구간,94.83
26,06시 4구간,94.83
27,07시 1구간,105.06
28,07시 2구간,105.06
29,07시 3구간,105.06
30,07시 4구간,105.06
31,08시 1구간,132.04
32,08시 2구간,132.04
33,08시 3구간,132.04
34,08시 4구간,132.04
35,09시 1구간,136.77
36,09시 2구간,136.77
37,09시 3구간,136.77
38,09시 4구간,136.77
39,10시 1구간,143.38
40,10시 2구간,143.38
41,10시 3구간,143.38
42,10시 4구간,143.38
43,11시 1구간,142.86
44,11시 2구간,142.86
45,11시 3구간,142.86
46,11시 4구간,142.86
47,12시 1구간,143.0
48,12시 2구간,143.0
49,12시 3구간,143.0
50,12시 4구간,143.0
51,13시 1구간,141.63
52,13시 2구간,141.63
53,13시 3구간,141.63
54,13시 4구간,141.63
55,14시 1구간,143.36
56,14시 2구간,143.36
57,14시 3구간,143.36
58,14시 4구간,143.36
59,15시 1구간,143.36
60,15시 2구간,143.36
61,15시 3구간,143.36
62,15시 4구간,143.36
63,16시 1구간,143.1
64,16시 2구간,143.1
65,16시 3구간,143.1
66,16시 4구간,143.1
67,17시 1구간,142.13
68,17시 2구간,142.13
69,17시 3구간,142.13
70,17시 4구간,142.13
71,18시 1구간,138.1
72,18시 2구간,138.1
73,18시 3구간,152.31
74,18시 4구간,152.31
75,19시 1구간,152.36
76,19시 2구간,152.36
77,19시 3구간,152.51
78,19시 4구간,152.51
79,20시 1구간,155.04
80,20시 2구간,154.99
81,20시 3구간,154.95
82,20시 4구간,154.91
83,21시 1구간,155.1
84,21시 2구간,155.06
85,21시 3구간,155.03
86,21시 4구간,155.04
87,22시 1구간,155.24
88,22시 2구간,155.24
89,22시 3구간,154.93
90,22시 4구간,154.93
91,23시 1구간,155.07
92,23시 2구간,155.05
93,23시 3구간,154.64
94,23시 4구간,154.64
95,24시 1구간,117.98
96,24시 2구간,117.98
97,24시 3구간,117.98
98,24시 4구간,117.98
