,시간,03-25 (월)
0,최대,214.71
1,최소,105.24
2,가중평균,161.04
3,01시 1구간,124.24
4,01시 2구간,124.24
5,01시 3구간,124.24
6,01시 4구간,124.24
7,02시 1구간,105.24
8,02시 2구간,105.24
9,02시 3구간,105.24
10,02시 4구간,105.24
11,03시 1구간,105.24
12,03시 2구간,105.24
13,03시 3구간,105.24
14,03시 4구간,105.24
15,04시 1구간,105.24
16,04시 2구간,105.24
17,04시 3구간,105.24
18,04시 4구간,105.24
19,05시 1구간,105.24
20,05시 2구간,105.24
21,05시 3구간,105.24
22,05시 4구간,105.24
23,06시 1구간,105.24
24,06시 2구간,105.24
25,06시 3구간,105.24
26,06시 4구간,105.24
27,07시 1구간,168.97
28,07시 2구간,168.97
29,07시 3구간,168.97
30,07시 4구간,168.97
31,08시 1구간,168.97
32,08시 2구간,168.97
33,08시 3구간,168.97
34,08시 4구간,168.8
35,09시 1구간,170.36
36,09시 2구간,170.36
37,09시 3구간,170.36
38,09시 4구간,170.36
39,10시 1구간,208.14
40,10시 2구간,208.14
41,10시 3구간,208.14
42,10시 4구간,208.14
43,11시 1구간,170.27
44,11시 2구간,170.27
45,11시 3구간,170.27
46,11시 4구간,170.08
47,12시 1구간,214.71
48,12시 2구간,214.54
49,12시 3구간,214.4
50,12시 4구간,214.28
51,13시 1구간,214.18
52,13시 2구간,214.18
53,13시 3구간,214.03
54,13시 4구간,213.96
55,14시 1구간,213.91
56,14시 2구간,169.01
57,14시 3구간,169.01
58,14시 4구간,169.01
59,15시 1구간,169.71
60,15시 2구간,169.71
61,15시 3구간,169.71
62,15시 4구간,169.71
63,16시 1구간,162.39
64,16시 2구간,162.39
65,16시 3구간,162.39
66,16시 4구간,162.39
67,17시 1구간,156.2
68,17시 2구간,156.2
69,17시 3구간,156.2
70,17시 4구간,156.2
71,18시 1구간,168.22
72,18시 2구간,168.22
73,18시 3구간,168.22
74,18시 4구간,168.22
75,19시 1구간,169.49
76,19시 2구간,169.49
77,19시 3구간,169.49
78,19시 4구간,169.49
79,20시 1구간,167.57
80,20시 2구간,167.57
81,20시 3구간,167.57
82,20시 4구간,167.57
83,21시 1구간,167.57
84,21시 2구간,167.57
85,21시 3구간,167.57
86,21시 4구간,167.57
87,22시 1구간,167.57
88,22시 2구간,167.57
89,22시 3구간,167.57
90,22시 4구간,167.57
91,23시 1구간,167.57
92,23시 2구간,167.57
93,23시 3구간,167.57
94,23시 4구간,167.57
95,24시 1구간,167.57
96,24시 2구간,167.57
97,24시 3구간,167.57
98,24시 4구간,167.57
