,시간,09-01 (일)
0,최대,161.21
1,최소,106.66
2,가중평균,139.26
3,01시 1구간,134.03
4,01시 2구간,134.03
5,01시 3구간,134.03
6,01시 4구간,134.03
7,02시 1구간,107.46
8,02시 2구간,107.46
9,02시 3구간,107.46
10,02시 4구간,107.46
11,03시 1구간,107.22
12,03시 2구간,107.22
13,03시 3구간,107.22
14,03시 4구간,107.22
15,04시 1구간,106.78
16,04시 2구간,106.78
17,04시 3구간,106.78
18,04시 4구간,106.78
19,05시 1구간,106.66
20,05시 2구간,106.66
21,05시 3구간,106.66
22,05시 4구간,106.66
23,06시 1구간,106.66
24,06시 2구간,106.66
25,06시 3구간,106.66
26,06시 4구간,106.66
27,07시 1구간,107.07
28,07시 2구간,107.07
29,07시 3구간,107.07
30,07시 4구간,107.07
31,08시 1구간,107.46
32,08시 2구간,107.46
33,08시 3구간,107.46
34,08시 4구간,107.46
35,09시 1구간,119.61
36,09시 2구간,119.61
37,09시 3구간,119.61
38,09시 4구간,119.61
39,10시 1구간,142.0
40,10시 2구간,142.0
41,10시 3구간,142.0
42,10시 4구간,142.0
43,11시 1구간,142.38
44,11시 2구간,142.38
45,11시 3구간,142.38
46,11시 4구간,142.38
47,12시 1구간,143.88
48,12시 2구간,143.88
49,12시 3구간,143.88
50,12시 4구간,143.88
51,13시 1구간,144.73
52,13시 2구간,144.73
53,13시 3구간,144.73
54,13시 4구간,144.73
55,14시 1구간,144.73
56,14시 2구간,144.73
57,14시 3구간,144.73
58,14시 4구간,144.73
59,15시 1구간,144.73
60,15시 2구간,144.73
61,15시 3구간,144.73
62,15시 4구간,144.73
63,16시 1구간,148.06
64,16시 2구간,148.06
65,16시 3구간,148.06
66,16시 4구간,148.06
67,17시 1구간,148.05
68,17시 2구간,148.05
69,17시 3구간,148.05
70,17시 4구간,148.05
71,18시 1구간,158.62
72,18시 2구간,158.62
73,18시 3구간,160.77
74,18시 4구간,160.77
75,19시 1구간,160.77
76,19시 2구간,160.77
77,19시 3구간,160.77
78,19시 4구간,160.77
79,20시 1구간,161.05
80,20시 2구간,161.05
81,20시 3구간,161.05
82,20시 4구간,161.21
83,21시 1구간,159.62
84,21시 2구간,159.72
85,21시 3구간,159.82
86,21시 4구간,159.9
87,22시 1구간,159.31
88,22시 2구간,159.38
89,22시 3구간,159.45
90,22시 4구간,159.51
91,23시 1구간,160.26
92,23시 2구간,160.26
93,23시 3구간,160.26
94,23시 4구간,160.26
95,24시 1구간,160.26
96,24시 2구간,160.26
97,24시 3구간,136.22
98,24시 4구간,136.22
