,시간,09-28 (토)
0,최대,163.18
1,최소,106.32
2,가중평균,133.34
3,01시 1구간,114.2
4,01시 2구간,114.2
5,01시 3구간,114.2
6,01시 4구간,114.2
7,02시 1구간,107.21
8,02시 2구간,107.21
9,02시 3구간,107.21
10,02시 4구간,107.21
11,03시 1구간,107.22
12,03시 2구간,107.22
13,03시 3구간,107.22
14,03시 4구간,107.22
15,04시 1구간,106.77
16,04시 2구간,106.77
17,04시 3구간,106.77
18,04시 4구간,106.77
19,05시 1구간,106.32
20,05시 2구간,106.32
21,05시 3구간,106.32
22,05시 4구간,106.32
23,06시 1구간,107.02
24,06시 2구간,107.02
25,06시 3구간,107.02
26,06시 4구간,107.02
27,07시 1구간,107.22
28,07시 2구간,107.22
29,07시 3구간,107.22
30,07시 4구간,107.22
31,08시 1구간,107.21
32,08시 2구간,107.21
33,08시 3구간,107.21
34,08시 4구간,107.21
35,09시 1구간,107.18
36,09시 2구간,107.18
37,09시 3구간,107.18
38,09시 4구간,107.18
39,10시 1구간,132.33
40,10시 2구간,132.33
41,10시 3구간,132.33
42,10시 4구간,132.33
43,11시 1구간,140.72
44,11시 2구간,140.72
45,11시 3구간,140.72
46,11시 4구간,140.72
47,12시 1구간,139.97
48,12시 2구간,139.97
49,12시 3구간,139.97
50,12시 4구간,139.97
51,13시 1구간,139.77
52,13시 2구간,139.77
53,13시 3구간,139.77
54,13시 4구간,139.77
55,14시 1구간,141.74
56,14시 2구간,141.74
57,14시 3구간,141.74
58,14시 4구간,141.74
59,15시 1구간,152.33
60,15시 2구간,152.33
61,15시 3구간,152.33
62,15시 4구간,152.33
63,16시 1구간,146.93
64,16시 2구간,146.93
65,16시 3구간,146.93
66,16시 4구간,146.93
67,17시 1구간,146.93
68,17시 2구간,146.93
69,17시 3구간,146.93
70,17시 4구간,146.93
71,18시 1구간,146.93
72,18시 2구간,146.93
73,18시 3구간,160.75
74,18시 4구간,162.33
75,19시 1구간,162.48
76,19시 2구간,162.83
77,19시 3구간,163.18
78,19시 4구간,161.54
79,20시 1구간,159.39
80,20시 2구간,159.57
81,20시 3구간,159.73
82,20시 4구간,159.87
83,21시 1구간,160.0
84,21시 2구간,160.11
85,21시 3구간,159.84
86,21시 4구간,159.84
87,22시 1구간,157.68
88,22시 2구간,157.79
89,22시 3구간,157.89
90,22시 4구간,141.38
91,23시 1구간,134.21
92,23시 2구간,134.21
93,23시 3구간,134.21
94,23시 4구간,134.21
95,24시 1구간,107.19
96,24시 2구간,107.19
97,24시 3구간,107.19
98,24시 4구간,107.19
