,시간,10-13 (일)
0,최대,108.25
1,최소,83.33
2,가중평균,98.17
3,01시 1구간,103.27
4,01시 2구간,103.27
5,01시 3구간,103.27
6,01시 4구간,103.27
7,02시 1구간,99.54
8,02시 2구간,99.54
9,02시 3구간,99.54
10,02시 4구간,99.54
11,03시 1구간,91.83
12,03시 2구간,91.83
13,03시 3구간,91.83
14,03시 4구간,91.83
15,04시 1구간,83.33
16,04시 2구간,83.33
17,04시 3구간,83.33
18,04시 4구간,83.33
19,05시 1구간,92.33
20,05시 2구간,92.33
21,05시 3구간,92.33
22,05시 4구간,92.33
23,06시 1구간,105.76
24,06시 2구간,105.76
25,06시 3구간,105.76
26,06시 4구간,105.76
27,07시 1구간,108.25
28,07시 2구간,108.25
29,07시 3구간,108.25
30,07시 4구간,108.25
31,08시 1구간,105.25
32,08시 2구간,105.25
33,08시 3구간,105.25
34,08시 4구간,105.25
35,09시 1구간,92.37
36,09시 2구간,92.37
37,09시 3구간,92.37
38,09시 4구간,92.37
39,10시 1구간,92.52
40,10시 2구간,92.52
41,10시 3구간,92.52
42,10시 4구간,92.52
43,11시 1구간,92.52
44,11시 2구간,92.52
45,11시 3구간,92.52
46,11시 4구간,92.52
47,12시 1구간,92.38
48,12시 2구간,92.38
49,12시 3구간,92.38
50,12시 4구간,92.38
51,13시 1구간,92.22
52,13시 2구간,92.22
53,13시 3구간,92.22
54,13시 4구간,92.22
55,14시 1구간,92.45
56,14시 2구간,92.45
57,14시 3구간,92.45
58,14시 4구간,92.45
59,15시 1구간,92.29
60,15시 2구간,92.29
61,15시 3구간,92.29
62,15시 4구간,92.29
63,16시 1구간,92.51
64,16시 2구간,92.51
65,16시 3구간,92.51
66,16시 4구간,92.51
67,17시 1구간,92.51
68,17시 2구간,92.51
69,17시 3구간,92.51
70,17시 4구간,92.51
71,18시 1구간,101.67
72,18시 2구간,101.67
73,18시 3구간,101.67
74,18시 4구간,101.67
75,19시 1구간,105.94
76,19시 2구간,105.94
77,19시 3구간,105.94
78,19시 4구간,105.94
79,20시 1구간,105.95
80,20시 2구간,105.95
81,20시 3구간,105.95
82,20시 4구간,105.95
83,21시 1구간,105.88
84,21시 2구간,105.88
85,21시 3구간,105.88
86,21시 4구간,105.88
87,22시 1구간,103.12
88,22시 2구간,103.12
89,22시 3구간,103.12
90,22시 4구간,103.12
91,23시 1구간,103.12
92,23시 2구간,103.12
93,23시 3구간,103.12
94,23시 4구간,103.12
95,24시 1구간,101.9
96,24시 2구간,101.9
97,24시 3구간,101.9
98,24시 4구간,101.9
