,시간,06-22 (토)
0,최대,151.64
1,최소,98.4
2,가중평균,130.15
3,01시 1구간,123.12
4,01시 2구간,123.12
5,01시 3구간,123.12
6,01시 4구간,123.12
7,02시 1구간,120.73
8,02시 2구간,120.73
9,02시 3구간,120.73
10,02시 4구간,120.73
11,03시 1구간,98.4
12,03시 2구간,98.4
13,03시 3구간,98.4
14,03시 4구간,98.4
15,04시 1구간,98.4
16,04시 2구간,98.4
17,04시 3구간,98.4
18,04시 4구간,98.4
19,05시 1구간,98.4
20,05시 2구간,98.4
21,05시 3구간,98.4
22,05시 4구간,98.4
23,06시 1구간,98.5
24,06시 2구간,98.5
25,06시 3구간,98.5
26,06시 4구간,98.5
27,07시 1구간,98.4
28,07시 2구간,98.4
29,07시 3구간,98.4
30,07시 4구간,98.4
31,08시 1구간,102.07
32,08시 2구간,102.07
33,08시 3구간,102.07
34,08시 4구간,102.07
35,09시 1구간,121.71
36,09시 2구간,121.71
37,09시 3구간,121.71
38,09시 4구간,121.71
39,10시 1구간,133.94
40,10시 2구간,133.94
41,10시 3구간,133.94
42,10시 4구간,133.94
43,11시 1구간,133.94
44,11시 2구간,133.94
45,11시 3구간,133.94
46,11시 4구간,133.94
47,12시 1구간,139.48
48,12시 2구간,139.48
49,12시 3구간,139.48
50,12시 4구간,139.48
51,13시 1구간,137.97
52,13시 2구간,137.97
53,13시 3구간,137.97
54,13시 4구간,137.97
55,14시 1구간,146.37
56,14시 2구간,146.37
57,14시 3구간,146.37
58,14시 4구간,146.37
59,15시 1구간,146.4
60,15시 2구간,146.4
61,15시 3구간,146.4
62,15시 4구간,146.4
63,16시 1구간,138.45
64,16시 2구간,138.45
65,16시 3구간,138.45
66,16시 4구간,138.45
67,17시 1구간,137.68
68,17시 2구간,137.68
69,17시 3구간,150.52
70,17시 4구간,150.52
71,18시 1구간,150.52
72,18시 2구간,150.52
73,18시 3구간,150.52
74,18시 4구간,150.52
75,19시 1구간,151.34
76,19시 2구간,151.34
77,19시 3구간,151.34
78,19시 4구간,151.34
79,20시 1구간,151.34
80,20시 2구간,151.34
81,20시 3구간,151.34
82,20시 4구간,151.31
83,21시 1구간,151.64
84,21시 2구간,151.64
85,21시 3구간,151.64
86,21시 4구간,151.64
87,22시 1구간,150.54
88,22시 2구간,150.54
89,22시 3구간,150.54
90,22시 4구간,131.8
91,23시 1구간,124.58
92,23시 2구간,124.58
93,23시 3구간,124.58
94,23시 4구간,124.58
95,24시 1구간,110.73
96,24시 2구간,110.73
97,24시 3구간,110.73
98,24시 4구간,110.73
