,시간,08-20 (화)
0,최대,199.24
1,최소,136.82
2,가중평균,161.0
3,01시 1구간,159.64
4,01시 2구간,159.64
5,01시 3구간,159.64
6,01시 4구간,142.66
7,02시 1구간,139.19
8,02시 2구간,139.19
9,02시 3구간,139.19
10,02시 4구간,139.19
11,03시 1구간,136.82
12,03시 2구간,136.82
13,03시 3구간,136.82
14,03시 4구간,136.82
15,04시 1구간,136.82
16,04시 2구간,136.82
17,04시 3구간,136.82
18,04시 4구간,136.82
19,05시 1구간,136.82
20,05시 2구간,136.82
21,05시 3구간,136.82
22,05시 4구간,136.82
23,06시 1구간,139.19
24,06시 2구간,139.19
25,06시 3구간,139.19
26,06시 4구간,139.19
27,07시 1구간,139.19
28,07시 2구간,139.19
29,07시 3구간,139.19
30,07시 4구간,139.19
31,08시 1구간,141.52
32,08시 2구간,141.52
33,08시 3구간,141.52
34,08시 4구간,141.52
35,09시 1구간,155.92
36,09시 2구간,155.92
37,09시 3구간,155.92
38,09시 4구간,155.92
39,10시 1구간,157.72
40,10시 2구간,157.72
41,10시 3구간,157.72
42,10시 4구간,157.65
43,11시 1구간,157.48
44,11시 2구간,157.48
45,11시 3구간,157.48
46,11시 4구간,157.52
47,12시 1구간,182.5
48,12시 2구간,182.5
49,12시 3구간,182.5
50,12시 4구간,182.5
51,13시 1구간,169.36
52,13시 2구간,169.36
53,13시 3구간,169.36
54,13시 4구간,169.36
55,14시 1구간,190.07
56,14시 2구간,190.07
57,14시 3구간,190.07
58,14시 4구간,190.07
59,15시 1구간,192.81
60,15시 2구간,192.81
61,15시 3구간,192.81
62,15시 4구간,192.81
63,16시 1구간,199.24
64,16시 2구간,199.24
65,16시 3구간,199.24
66,16시 4구간,199.24
67,17시 1구간,181.73
68,17시 2구간,181.73
69,17시 3구간,181.73
70,17시 4구간,181.73
71,18시 1구간,157.68
72,18시 2구간,157.64
73,18시 3구간,157.6
74,18시 4구간,157.45
75,19시 1구간,157.8
76,19시 2구간,157.72
77,19시 3구간,157.72
78,19시 4구간,157.69
79,20시 1구간,157.94
80,20시 2구간,158.06
81,20시 3구간,158.14
82,20시 4구간,158.2
83,21시 1구간,158.34
84,21시 2구간,158.4
85,21시 3구간,157.51
86,21시 4구간,158.55
87,22시 1구간,156.16
88,22시 2구간,156.17
89,22시 3구간,156.18
90,22시 4구간,156.2
91,23시 1구간,156.73
92,23시 2구간,156.2
93,23시 3구간,156.2
94,23시 4구간,156.2
95,24시 1구간,142.3
96,24시 2구간,142.3
97,24시 3구간,142.3
98,24시 4구간,142.3
