,시간,11-14 (목)
0,최대,147.26
1,최소,83.4
2,가중평균,122.22
3,01시 1구간,103.76
4,01시 2구간,103.76
5,01시 3구간,103.76
6,01시 4구간,103.76
7,02시 1구간,87.57
8,02시 2구간,87.57
9,02시 3구간,87.57
10,02시 4구간,87.57
11,03시 1구간,83.4
12,03시 2구간,83.4
13,03시 3구간,83.4
14,03시 4구간,83.4
15,04시 1구간,85.3
16,04시 2구간,85.3
17,04시 3구간,85.3
18,04시 4구간,85.3
19,05시 1구간,87.57
20,05시 2구간,87.57
21,05시 3구간,87.57
22,05시 4구간,87.57
23,06시 1구간,102.76
24,06시 2구간,102.76
25,06시 3구간,102.76
26,06시 4구간,102.76
27,07시 1구간,116.73
28,07시 2구간,116.73
29,07시 3구간,116.73
30,07시 4구간,116.73
31,08시 1구간,116.73
32,08시 2구간,116.73
33,08시 3구간,116.73
34,08시 4구간,116.73
35,09시 1구간,147.26
36,09시 2구간,147.26
37,09시 3구간,147.26
38,09시 4구간,147.26
39,10시 1구간,147.26
40,10시 2구간,147.26
41,10시 3구간,147.26
42,10시 4구간,147.26
43,11시 1구간,147.26
44,11시 2구간,147.26
45,11시 3구간,147.26
46,11시 4구간,147.26
47,12시 1구간,132.31
48,12시 2구간,132.31
49,12시 3구간,132.31
50,12시 4구간,132.31
51,13시 1구간,132.31
52,13시 2구간,132.31
53,13시 3구간,132.31
54,13시 4구간,132.31
55,14시 1구간,132.31
56,14시 2구간,132.31
57,14시 3구간,132.31
58,14시 4구간,132.31
59,15시 1구간,147.26
60,15시 2구간,147.26
61,15시 3구간,147.26
62,15시 4구간,147.26
63,16시 1구간,147.26
64,16시 2구간,147.26
65,16시 3구간,147.26
66,16시 4구간,147.26
67,17시 1구간,147.26
68,17시 2구간,147.26
69,17시 3구간,147.26
70,17시 4구간,147.26
71,18시 1구간,139.97
72,18시 2구간,139.97
73,18시 3구간,139.97
74,18시 4구간,139.97
75,19시 1구간,132.32
76,19시 2구간,132.32
77,19시 3구간,132.32
78,19시 4구간,132.32
79,20시 1구간,116.98
80,20시 2구간,116.98
81,20시 3구간,116.98
82,20시 4구간,116.98
83,21시 1구간,116.98
84,21시 2구간,116.98
85,21시 3구간,116.98
86,21시 4구간,116.98
87,22시 1구간,116.98
88,22시 2구간,116.98
89,22시 3구간,116.98
90,22시 4구간,116.98
91,23시 1구간,106.52
92,23시 2구간,106.52
93,23시 3구간,106.52
94,23시 4구간,106.52
95,24시 1구간,105.55
96,24시 2구간,105.55
97,24시 3구간,105.55
98,24시 4구간,105.55
