,시간,03-03 (일)
0,최대,326.73
1,최소,-19.0
2,가중평균,134.33
3,01시 1구간,174.15
4,01시 2구간,171.71
5,01시 3구간,171.01
6,01시 4구간,166.05
7,02시 1구간,100.21
8,02시 2구간,100.21
9,02시 3구간,100.21
10,02시 4구간,100.21
11,03시 1구간,82.66
12,03시 2구간,326.73
13,03시 3구간,326.6
14,03시 4구간,82.66
15,04시 1구간,176.1
16,04시 2구간,174.15
17,04시 3구간,170.07
18,04시 4구간,175.18
19,05시 1구간,173.98
20,05시 2구간,174.88
21,05시 3구간,173.44
22,05시 4구간,82.66
23,06시 1구간,99.15
24,06시 2구간,99.15
25,06시 3구간,99.15
26,06시 4구간,99.15
27,07시 1구간,105.8
28,07시 2구간,105.8
29,07시 3구간,105.8
30,07시 4구간,105.8
31,08시 1구간,107.39
32,08시 2구간,181.89
33,08시 3구간,181.64
34,08시 4구간,107.39
35,09시 1구간,95.99
36,09시 2구간,95.99
37,09시 3구간,95.99
38,09시 4구간,95.99
39,10시 1구간,107.39
40,10시 2구간,0.0
41,10시 3구간,0.0
42,10시 4구간,107.39
43,11시 1구간,0.0
44,11시 2구간,0.0
45,11시 3구간,100.21
46,11시 4구간,100.21
47,12시 1구간,104.76
48,12시 2구간,104.76
49,12시 3구간,104.76
50,12시 4구간,0.0
51,13시 1구간,0.0
52,13시 2구간,95.93
53,13시 3구간,95.93
54,13시 4구간,95.93
55,14시 1구간,95.93
56,14시 2구간,95.93
57,14시 3구간,95.93
58,14시 4구간,-19.0
59,15시 1구간,0.0
60,15시 2구간,0.0
61,15시 3구간,0.0
62,15시 4구간,95.68
63,16시 1구간,95.7
64,16시 2구간,95.7
65,16시 3구간,95.7
66,16시 4구간,95.7
67,17시 1구간,95.94
68,17시 2구간,95.94
69,17시 3구간,95.94
70,17시 4구간,95.94
71,18시 1구간,96.31
72,18시 2구간,96.31
73,18시 3구간,96.31
74,18시 4구간,96.31
75,19시 1구간,107.21
76,19시 2구간,107.21
77,19시 3구간,107.21
78,19시 4구간,168.18
79,20시 1구간,169.86
80,20시 2구간,169.82
81,20시 3구간,169.83
82,20시 4구간,169.16
83,21시 1구간,324.16
84,21시 2구간,323.98
85,21시 3구간,169.12
86,21시 4구간,322.97
87,22시 1구간,325.76
88,22시 2구간,325.75
89,22시 3구간,172.43
90,22시 4구간,171.99
91,23시 1구간,172.13
92,23시 2구간,325.8
93,23시 3구간,169.3
94,23시 4구간,169.12
95,24시 1구간,168.99
96,24시 2구간,169.12
97,24시 3구간,169.12
98,24시 4구간,169.12
